sample-id	md
sample463	3
sample464	4
sample465	8
sample466	7
sample467	6
sample468	5
sample469	6
sample470	5
sample471	7
sample472	8
sample473	1
sample474	3
sample475	9
sample476	8
sample477	8
sample478	9
sample479	8
sample480	3
sample481	3
sample482	4
sample483	4
sample484	3
sample485	9
sample486	4
sample487	5
sample488	1
sample489	9
sample490	7
sample491	2
sample492	5
sample493	7
sample494	5
sample495	9
sample496	4
sample497	3
sample498	5
sample499	2
sample500	5
