#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp11	29364	0	0	0	0	0	65033	0	0	0	0	0	0	67549	0	0	0	0	0	0	0	13649	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	41988	0	0	0	0	0	0	0	0	0	0	152663	0	0	0	0	0	0	0	0	0	0	0	95370	0	0	0	0	130553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84728	0	0	0	0	0	148259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	4	0	0	0	0
sp12	93811	145321	1	14758	1	306	38873	181531	144355	150616	162310	177525	152363	42190	138193	544	16328	66864	142293	16279	119548	0	935	66600	58096	173082	145576	2	24281	119948	113065	85328	26293	7698	35349	1	0	7048	688	143654	7743	189923	83763	0	85307	196	175963	129474	68228	36396	98144	388	83145	71	0	151631	15	11725	103078	21960	76613	1122	75811	0	86004	74245	25958	165494	0	140080	507	173652	71876	0	130864	0	6733	0	0	193	132455	92478	111480	64835	57677	86178	0	10	0	8573	140343	40801	3074	46827	162890	0	57914	114777	174150	92890	9	195639	63324	19833	69	18882	15418	5	156533	0	27	0	9103	1930	0	123696	0	0	154428	123051	5	127212	86580	9	66262	0	109987	0	162695	12271	0	1	98460	49580	135	111428	113681	89629	0	137538	92651	93105	0	147917	184363	183661	73705	0	141378	0	104538	30268	0	54704	53670	1347	134586	126213	116951	94745	0	0	36432	33	87496	0	15124	111397	68811	60456	3133	100568	153135	0	119259	0	0	75761	121883	3223	0	127743	29	14	89311	71292	43295	101264	94190	5	0	2787	92923	0	59932	0	58030	68331	123	415
sp13	0	0	0	0	0	0	0	0	0	0	0	126913	0	174	0	87	0	12122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	14	2080	14120	0	13	93585	86238	0	0	0	185811	0	0	161975	0	3509	0	0	12	0	0	0	149122	0	175596	0	0	0	0	0	0	35592	0	133820	0	14	0	0	4749	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	392	559	113124	0	0	0	170751	0	0	139107	433	78349	7259	0	0	80244	0	0	0	21983	0	123206	0	0	0	0	0	0	76758	44669	0	100745	0	0	100753	0	0	0	0	0	0	27055	0	0	0	0	0	0	0	17588	78817	170730	0	0	0	0	0	0	0	0	0	0	0	20885	0	0	132029	48188	0	0	4152	77086	106370	2493	0	0	0	0	171628	0	148995	0	0	0	12230	0	0	86569	19544	0	0	17511	0	0	0	89211	0	0	0	0	0
sp14	0	0	0	0	0	2423	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	17051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53182	0	0	0	0	0	0	0	0	0	0	0	0	10130	0	0	0	0	0	0	0	0	0	28099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	63498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170947	0	21706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0
sp15	0	143727	153243	95240	42027	0	134438	95383	108562	99673	172150	0	71919	0	172668	140955	253154	16866	147302	161273	35785	179682	40	71757	49165	244728	275253	75264	280691	134160	0	166505	229926	107543	232262	102931	229	61867	178246	77188	91486	0	0	3527	39576	44794	12	18465	131148	131138	0	52991	215492	0	0	158356	146314	331333	105744	291153	66302	4121	13331	130741	0	78012	20767	132474	140978	64351	9	94841	6	0	140288	66530	0	292045	14092	236058	131281	220263	201568	139868	100010	197452	86726	251389	28202	138430	225555	0	140543	44380	153867	240648	81641	193265	108405	149767	425	52980	16332	142945	157160	0	110735	242562	0	194868	58705	0	0	91365	6445	63937	157616	178243	10	132810	10638	71044	217889	178790	250360	144487	128274	6351	0	9385	3	1	110489	0	134630	15573	95497	23392	47503	178135	203194	240864	192629	12183	183695	203767	184257	0	136217	375	133	140655	144564	27261	188890	308656	0	228041	0	196591	131701	88406	14	86582	175421	0	95070	37343	0	115445	0	96238	28806	30892	146560	250466	133429	0	110404	0	141553	155404	210949	8378	0	150123	135	3009	143409	115035	160181	22424	172813	128301	33870	285064	131043	0	28559	131677
sp16	173356	32468	68616	24137	105987	156504	111516	91614	80519	52600	16391	9798	80900	108272	19587	161	0	112641	39931	24452	108566	35089	110958	54441	2877	0	0	42496	116	0	179420	1	0	870	0	101809	96172	148161	81992	97979	41	20203	47241	62558	59741	0	22773	135686	80046	364	0	159772	23770	0	163345	0	44466	0	76224	0	7089	132157	0	65428	740	35554	101253	97099	86573	161012	141073	29302	105399	11595	18196	0	16162	25847	20	0	103915	43923	30801	1434	66	0	26933	13	35472	62095	0	111077	32534	157061	87422	0	96312	30809	0	33658	28892	0	141738	66866	5649	0	13484	42622	0	0	0	142913	122450	29682	1	141486	0	18466	120004	104687	46663	38899	0	64786	0	0	0	0	63191	185738	2	140501	81474	8	0	17	120144	110908	84918	10166	0	45154	0	178573	0	0	0	156363	0	86791	0	102675	69430	151841	0	0	8682	0	158391	302	11866	125636	0	2076	0	34387	0	143700	34924	14	83817	0	122928	110616	47118	0	0	0	19118	21097	46620	104124	0	60656	143252	37853	1526	73051	26	120437	0	174541	80940	0	0	1	0	57618	30	25473
sp17	0	0	0	0	0	0	194704	7110	0	0	0	0	0	0	0	0	0	1316	0	0	1	0	0	0	0	156194	0	0	17	6866	0	0	0	0	0	286	0	0	123607	0	0	0	0	0	0	0	0	135679	0	113407	0	0	0	0	0	0	0	0	0	0	173247	0	0	0	0	20221	180226	0	0	0	0	0	0	0	0	0	0	98507	0	62706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8500	154998	0	0	0	0	0	0	164461	0	0	0	0	0	0	178782	0	0	0	0	65243	0	0	0	181970	61581	0	0	0	0	0	130225	0	209180	0	0	0	0	0	0	140	0	0	0	0	32152	0	0	0	0	0	0	0	0	0	0	0	0	2547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	76567	6683	45435	85976	71831	26734	55482	134664	0	0	123936	130765	0	133320	13	46772	165925	126023	41225	39776	176004	189906	75498	74934	12927	156919	0	85060	81267	98737	123248	0	196255	48067	154753	38512	172872	0	126517	5793	0	184216	38416	69567	20736	0	118466	0	0	7777	147371	50685	0	18847	0	292	146740	166856	0	85271	94933	0	75042	10621	130918	3	62986	65982	149192	177380	63377	94832	0	196945	90332	172105	171046	0	143874	89050	68392	175947	53227	150920	0	20450	132524	193916	180103	33130	182107	97886	57186	174000	15	0	53957	84162	0	30724	1667	69270	495	14327	87814	1	0	0	0	0	124842	69620	119830	1	44225	73131	11996	151471	0	0	112	84300	13963	101322	855	81538	0	5032	0	3707	2047	102191	63468	91459	0	55624	0	199221	19	91043	171345	0	195245	81767	78453	79442	85157	49617	157474	1370	59432	131604	129706	49134	186860	9345	86266	21383	109048	37458	89953	0	101214	7	125249	162504	53502	9661	17	42154	0	85937	183194	8	39156	67708	91265	0	134	120908	151900	1	177425	175547	0	101464	9098	55811	0	99169	163404	22841	0	0	161601	0	101662	175426	175304
sp19	0	0	0	0	0	158344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201787	0	0	0	0	0	0	0	0	177841	0	0	0	0	0	0	0	0	0	0	0	79306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	0	0	0	0	0	143109	1263	1	0	0	129974	0	3	0	0	0	0	0	0	0	0	0	0	0	198	41517	92163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22511	0	0	0	0	0	0	0	120702	0	34	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85956	0	0	0	0	0	0	0	0	41954	0	0	0	0	0	0	0	0	0	0	0	0	65272	0	0	0	0	0	86136	0	0	73118	0	0	1032	0	0	0	126	0	0	0	0	0	0	30951	0	0	0	49809	141298	0	0	0	24783	0	0	7954	0	1	0	67563	0	0	0	0	0	70774	0	0	0	0	0	0	0	0	171156	60356	0	0	0	535	0	98807	0	0	0	0	37633	0	0	0	0	0	0	0	0	0	7	0	111	0	16070	0	0	0	0	0	0	0	0	0	0	0
sp21	2	2057	0	28	59712	0	0	0	0	151200	0	94134	0	191686	0	0	0	111350	38989	85	27776	159843	65611	33941	78753	0	0	0	77938	36297	161518	63960	114185	187477	68351	85269	120085	0	0	7860	143978	105002	119303	93672	153908	0	91092	0	0	68938	0	91337	172001	67155	154365	139886	97809	0	34066	15366	0	0	0	0	47873	149455	0	0	68345	118804	81474	139785	160197	28192	49698	78470	37591	0	57887	0	154295	166386	93564	7429	41780	3686	0	0	163074	30275	4223	46641	119951	183369	0	0	138187	143491	133379	89165	108549	188	69635	168753	699	30676	49426	44638	0	0	9794	111495	0	146761	0	139274	1	0	0	113420	72896	44266	139197	146574	0	0	0	75653	32676	0	73290	0	160062	0	101347	0	0	75257	0	96828	8567	75228	0	0	54998	10976	0	0	0	131078	119336	140557	122566	1	31388	132113	176	192677	77966	75686	181906	0	0	0	89711	83437	146054	32505	70212	2270	2006	119026	42636	158344	0	67808	141669	124469	40634	53884	33878	187114	62113	82771	13393	85585	79820	160622	6529	8623	244	93410	266	5079	12284	13	132889	94407	85717	0
sp22	36950	53477	642	86096	64396	20727	0	0	17949	0	0	0	32742	3076	65359	174000	148461	6971	2	27375	905	15366	50238	47115	0	0	0	111069	66212	20274	0	0	0	0	0	113786	0	162113	0	0	0	0	0	0	0	38228	0	0	17485	0	81803	62961	0	138929	70170	0	0	57083	68472	46970	5138	166813	99328	4023	0	0	0	0	40685	0	125390	0	0	10213	0	0	163734	64789	137685	56333	0	0	21888	99	67395	105635	5035	198694	0	142526	0	2	75481	0	0	102851	41728	0	0	0	113310	0	82622	84	140771	24	1175	36806	57961	38853	1717	0	64218	0	93033	0	167721	124946	0	0	1340	0	0	34176	6	195872	44897	115737	0	341	0	69627	0	155139	0	2167	10189	44582	79128	0	0	0	105835	0	0	0	39165	0	0	57443	0	0	92009	30726	22894	15789	0	0	0	0	24919	187831	38719	72033	0	47179	0	0	0	0	154536	0	0	0	0	53	0	0	0	66963	1399	0	0	0	0	72810	0	15	95469	137187	163445	120857	0	152086	0	22494	0	0	92	66529
sp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90098	0	0	3748	0	0	0	141449	0	0	0	0	0	0	3	0	0	0	0	921	0	156574	120135	0	0	0	0	52938	0	0	0	0	0	0	0	0	0	0	76177	175796	0	0	0	0	0	0	0	0	0	21834	0	0	0	165147	0	0	0	0	9995	0	0	14854	0	0	0	79929	0	0	0	0	0	0	0	109686	0	0	0	130483	0	0	0	92983	0	0	0	0	0	0	0	88689	0	0	0	0	0	0	0	0	0	148751	0	0	0	0	82256	168738	0	0	169945	0	0	104031	5	0	0	174800	0	0	0	0	0	0	0	0	0	0	0	142203	0	0	0	0	0	0	0	202988	0	54690	0	0	0	0	0	75	80417	1	0	37918	0	20865	0	102627	0	0	0	0	165178	0	0	97000	0	78606	0	25933	1093	0	75721	0	0	0	0	0	0	0	0	0	635	0	24	0	0	0	0	0	0
sp24	165056	41392	112248	181266	6	0	100687	34564	105376	163402	0	57	157816	155416	196049	187206	116160	73080	15362	156965	184841	126204	58305	78879	26	109486	21369	100152	105297	73075	116861	2462	7	27906	174262	170863	159858	134783	175901	80878	49278	151658	58415	79281	21016	113230	172334	168396	163157	91500	129227	0	1395	10992	123356	142011	824	18453	40238	0	160938	70416	45456	197045	79094	6595	189285	177	81883	40840	10432	193372	22711	9442	155670	17408	120750	193197	47444	44123	12790	180793	60027	588	1	109745	0	181244	73053	141453	171960	44925	1	73999	96677	0	49217	36150	158221	138364	109335	124920	77057	136209	197814	193708	147552	18521	0	150011	73888	642	1962	22663	6007	10621	144067	0	42766	184096	41	64388	111852	111972	12201	56784	187118	123458	30744	26698	59967	0	11188	3951	120114	0	697	39032	121827	159551	85951	89503	188371	1	89447	119950	124847	1244	86839	23053	126530	100	97136	0	112793	129878	115595	37424	15651	41134	103908	108214	0	0	78325	81247	125395	6	14207	0	34607	110147	78392	130373	116822	181780	182869	75821	30577	32298	169134	133211	32467	71574	87105	72423	42403	179964	28679	110722	155046	23419	179244	141371	170758	198708	146823	8931	189093	100458
sp25	184744	153541	110455	0	173715	123795	0	55119	118966	0	37397	259587	166344	147526	42674	17538	0	0	199851	157908	42017	0	55691	205459	129346	0	293915	48679	13970	155539	193419	16326	4797	118995	134954	0	94	56478	0	14591	141821	142420	34283	37341	79557	138361	300	44798	243467	0	47	179824	71196	56422	0	25186	218769	260475	193898	237850	0	31916	136560	46250	79384	10163	0	74646	16226	152047	170243	245871	188593	201757	42907	83433	89358	0	2	8	128639	91528	164795	74757	113689	76148	211292	0	4435	0	104178	1918	42027	6691	126828	17148	8618	255017	127241	49	250835	72620	233327	0	0	19	140604	101805	187344	216988	159615	177281	145535	33162	60359	180924	175551	15151	131685	42274	46094	134093	179694	0	10	144800	30657	0	106423	118995	38518	0	192199	260123	141876	267202	0	7848	0	218573	191862	151318	0	7673	130455	117126	119640	0	39086	67635	10089	28718	148523	146925	0	203861	0	53870	233761	88760	0	30516	128148	0	165284	0	0	168578	0	189647	178204	0	96844	113552	14130	0	0	137769	144392	70283	9677	0	194460	186326	88657	138506	160216	0	126419	170460	0	151758	11644	35559	157413	49105	217787	136474	35689	204608
