#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp15	67639	69617	1	115751	144553	92875	133950	28874	194891	196467	21705	164124	79078	89307	164734	80556	140430	149920	1	20975	9406	35370	130352	145285	9648	101298	147549	101	163656	60799	61590	105088	170435	115713	103636	118	51539	55114	98338	189348	80591	53029	151195	1428	46509	88015	87528	109295	22053	150058
sp16	25527	104245	121737	137971	184093	50177	0	182260	184495	82579	150820	137628	150133	2	0	17395	197270	130602	45836	86540	0	148994	0	34477	127887	166906	0	168654	67500	71046	101502	185	0	1153	0	141297	136673	141038	0	124371	119335	136785	108367	125646	17913	45838	1	182145	100528	0
sp17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	182016	0	0	0	0	0	152171	0	0	0	0	0	150787	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63266
sp19	165010	37674	55883	82019	92885	51988	0	0	24542	16571	78510	125182	173948	133227	0	124242	0	84596	0	110055	0	109194	90734	165474	3368	78332	32142	429	1518	89092	68907	13786	91140	1	69810	130951	47331	41342	147038	48686	111448	48366	70686	52845	132028	1	44556	94813	68980	29211
sp20	57621	0	0	0	82694	0	140017	40577	0	0	0	0	0	0	0	0	0	72511	0	28595	0	172665	155546	0	29	0	0	468	0	0	65180	0	0	0	0	0	0	0	53116	0	0	0	98424	0	0	0	0	33835	0	0
sp21	742	138281	183482	35999	20	100278	136331	3335	85934	30545	53706	166420	87575	41150	85550	19759	103277	167697	163198	88640	124385	92956	54806	91305	161774	77950	64280	155785	168155	161606	193295	137979	45937	151538	76947	56303	156867	170221	54273	76501	44659	31041	1173	66	81270	65899	73572	92342	137674	159353
sp22	93088	0	0	127141	0	0	0	0	0	0	0	0	3287	0	0	0	120473	0	0	0	0	0	0	0	109749	0	0	0	0	0	1	0	0	0	0	175130	0	0	0	0	0	98201	140468	0	0	0	0	0	0	0
sp23	0	85104	0	1	13	155205	73600	0	701	0	73941	51103	50089	0	0	103067	152103	107541	1298	0	0	93611	122567	125514	48467	89458	70976	92438	57181	94445	43804	60858	165893	24439	43948	3485	39370	62992	16	0	43460	1	0	12082	110669	29715	76599	50592	145249	155810
sp24	74185	94693	127202	44276	116360	58188	199037	154427	126064	151737	11799	44244	169852	174617	175224	113316	0	60560	185096	103418	181622	79367	8277	103200	2187	164252	6198	166600	78715	35641	73912	158417	36993	38941	159787	0	143390	73595	83666	121815	177966	82507	95068	91398	67712	130308	179397	119015	125308	58215
sp25	0	35816	101783	189138	0	34578	0	0	103897	159182	186915	7048	83786	141548	75	155866	184768	0	51482	0	50951	0	0	78042	1	59648	13506	0	151136	129835	0	37431	192412	149085	48757	294	53227	51656	0	173441	73336	151561	0	153379	129554	86879	39971	0	175959	5
sp26	0	0	0	0	0	0	0	0	90713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79896	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
sp27	16771	149220	138844	0	2779	108521	75272	175672	18738	0	127571	41222	14573	12959	121056	69592	0	81120	108541	170598	51857	62781	11853	144902	0	133855	108962	144424	162031	75754	133555	8578	8471	135823	32153	0	139006	177213	111952	190826	52588	585	0	3248	84775	11848	25749	20528	49097	167590
sp28	0	0	0	0	0	5	0	0	0	137555	0	0	162968	0	103241	0	132609	0	0	0	165718	0	0	0	0	0	1	379	0	0	0	231413	8	0	27	170103	0	0	0	0	153479	0	23	0	75263	0	0	175690	0	0
sp29	0	33613	152014	1299	143876	34602	8391	109948	1	32108	191352	112033	0	129731	23822	13393	1	141435	193674	83368	32905	133549	145174	72651	53681	39698	44584	53222	184152	61005	0	0	2778	166406	52798	0	159444	174016	57931	146457	0	2683	41295	37019	148822	2256	188291	0	130913	126536
sp30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42024	0	0	0	0	0	80486	0	0	0	0	142881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	44345	17851	186449	44728	104580	177451	41238	103215	0	139333	36455	155951	36696	120620	116348	17274	48595	67495	121291	75297	142024	32	22494	132785	57785	34997	141968	65164	115678	162828	0	115223	63678	121120	69554	115714	142634	155475	73082	195348	93134	27298	84863	77468	143419	122038	28390	143653	78043	80844
sp32	16653	180101	168613	78971	66355	158952	0	113178	199074	75014	76079	0	0	55854	0	0	59010	107083	0	8021	0	162510	0	40180	17181	0	151805	0	42554	0	57239	0	168184	63536	64299	11	0	154649	0	3149	0	88208	53822	0	7438	0	0	0	47612	48125
sp33	0	0	0	0	0	0	0	0	0	0	0	0	71034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp34	139178	0	100755	0	75864	0	6138	192149	121782	0	75766	24660	0	0	0	36938	0	45	2535	133454	0	69283	135103	68911	147067	49681	393	57305	133837	191	13859	0	111271	0	87403	0	116121	0	0	94204	0	0	2872	116457	25309	0	73753	0	92700	79361
sp35	194524	195538	76470	64225	43422	42897	169513	191123	111424	189541	168905	14240	42101	119750	117826	140840	96187	39451	95458	176432	184309	136136	120334	52151	111218	105507	74060	3996	82777	106171	175365	76018	95045	189947	174830	129019	149815	172722	109083	68491	3780	152171	62538	183129	34549	55084	154008	51553	4	9642
sp36	0	198163	53024	182465	88564	177730	87131	0	0	57875	5322	13798	76658	154915	138861	157662	119553	170090	60345	26479	141993	104459	4251	160187	41000	23009	72193	114223	24191	139823	0	32880	27851	105916	63278	153735	31979	146859	61619	136837	113275	125518	48855	0	165795	188260	8937	128122	101280	23959
sp37	46219	0	0	0	0	0	0	0	0	67720	0	80683	0	0	0	0	0	0	0	0	0	5750	43858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	48333	607
sp38	40160	3853	111329	2	112220	0	17309	131474	134970	17	60073	0	0	69458	60595	26080	0	103395	44701	26685	0	0	0	28685	34219	0	0	20173	0	93042	103	34997	12305	17439	38154	0	0	28493	0	8104	8697	0	59532	0	2269	14280	17562	65360	4	59585
sp39	18	0	0	176972	62342	142961	206194	202534	0	0	197036	45046	0	78552	1193	131490	69438	5	219138	219490	0	0	10	124342	0	0	285295	59919	6223	0	0	116721	149540	107746	98488	64758	211713	90026	83136	157206	0	208614	117608	466	40652	0	55475	0	8165	0
sp40	79	194539	3021	104641	39	2206	97103	0	0	73291	76975	60965	140	106083	3360	65989	4445	52345	0	81333	171258	55901	37718	73	125953	149804	62184	81535	148424	95278	198348	56	1598	112116	22171	2543	112761	119333	47491	91071	3962	5387	137534	61535	188402	158892	41889	115622	158025	124796
sp41	0	0	0	0	61556	0	0	0	0	0	0	0	4	0	0	0	0	157403	0	0	0	111837	0	0	0	139412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	121908	0	0	0	6366
sp42	106167	49828	69917	133065	0	69953	100841	116030	99008	48	86012	85833	0	120385	86774	181803	53400	3684	88116	140867	0	0	76425	116636	12576	1117	199132	85586	186078	134156	126136	0	48833	120901	47443	0	166392	38140	119599	52411	25025	172153	105178	3391	0	22059	134508	8789	87513	41295
sp43	98616	117072	165343	0	27473	78621	0	0	73690	180617	0	117974	92285	125069	128364	23	12073	29426	0	12579	179221	92236	74823	0	172517	7226	0	127860	159366	160292	142434	95000	0	0	121187	73761	9614	73405	132143	0	212790	55837	35503	150846	0	54385	117680	128125	149554	69019
sp44	0	0	61245	0	0	64639	50010	0	0	0	0	0	208	0	0	0	0	0	0	2	154731	69860	0	0	26187	73605	0	139151	0	0	127119	0	0	0	0	0	61538	122217	0	0	85079	0	0	39543	0	626	0	0	125700	0
sp45	0	0	0	0	0	46555	0	2699	37780	13409	92	0	61	139372	0	0	0	1101	0	0	0	0	37754	0	0	0	0	0	91485	66397	0	77	251	166650	0	0	0	0	0	0	0	0	0	15781	4	0	0	3909	0	0
sp46	0	0	0	0	0	0	0	132807	109243	0	0	0	102321	0	145073	212808	186048	0	126963	79742	0	0	0	0	0	0	20553	0	0	21187	0	0	232927	0	0	160306	47554	0	0	0	0	55473	237029	0	159386	0	0	0	0	0
sp47	162232	89067	160475	77733	112349	188288	171750	104685	0	774	101212	139985	175389	63134	66292	228468	144162	172526	202587	119524	181813	91163	231259	108346	179581	232460	105990	196108	95626	70968	1410	111642	170268	94112	80345	163456	0	180186	59014	156778	68806	152621	73509	191185	178002	106959	95378	55409	75276	40449
sp48	0	0	0	94376	0	0	0	0	113915	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp49	439	52785	0	18	0	0	76870	54598	148072	44292	8608	13268	0	78886	0	27174	73355	0	112662	113456	0	0	8522	70	24606	0	0	0	55340	0	100179	0	0	41118	26579	0	155890	16538	10561	1815	38980	20379	100763	26725	0	6512	63864	0	0	25245
sp50	0	0	0	6391	0	0	26	0	0	0	0	0	0	0	0	514	0	10831	0	8483	0	0	0	35346	0	0	51596	0	0	0	0	0	0	0	0	0	2	0	0	94473	0	1	0	0	54828	0	0	0	0	0
sp51	61499	0	0	0	87707	9029	69459	45524	103387	0	0	51171	0	12	36394	0	0	0	0	146369	0	0	0	0	0	23760	0	0	1844	48255	66913	0	0	0	3	0	4	107457	0	12117	68255	0	115813	14	32060	493	109225	0	303	0
sp52	100739	177980	97056	39083	132936	73731	56821	2	5	127146	136464	60103	431	48782	570	0	60176	47393	124808	0	60740	177064	119604	0	120266	128854	4	15201	62181	5639	128986	60546	0	30803	198253	0	0	16181	158421	3029	2733	2	0	11061	0	87169	5578	142247	164681	136483
sp53	67797	139922	142705	166452	4468	76895	1121	107434	70836	43147	164585	117926	144730	11322	123644	119868	43089	26	84805	9	68770	2601	127104	115789	86704	0	175926	57143	5789	0	0	156206	131091	11225	28486	173498	128687	33042	198786	78625	261	70921	66471	140523	0	35	0	188891	11242	44075
sp54	821	104888	38761	32	55393	53095	88791	165973	88669	0	30623	27527	97105	0	136609	176394	169554	4743	175612	76275	38130	120161	85881	124975	70736	115930	58170	38051	1042	47522	113149	94523	210636	29877	81531	161887	106846	55391	89220	10720	0	137018	213955	154584	104619	112448	116925	58168	55790	114198
sp55	94239	196761	126470	109062	78244	85402	198253	27613	47	161374	198719	196988	79882	0	12183	23737	99461	0	60067	145290	45439	49129	71254	191956	137416	0	177081	58977	0	40358	127262	85025	48967	0	118201	6947	158537	183798	79366	78692	37658	179821	112970	644	182612	34006	198492	126445	105610	149065
sp56	22746	0	0	183882	0	125775	0	0	0	0	0	0	0	117356	0	0	0	0	0	0	0	0	0	23943	0	0	0	0	0	0	0	0	0	0	0	0	0	44375	0	0	0	11807	0	0	0	0	0	0	0	0
sp57	44798	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	63925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0
sp58	0	95005	108357	0	33105	0	58490	152958	81068	0	1211	90720	91890	83706	0	0	94587	131	0	42866	80848	0	141416	61026	130102	104770	0	150106	1171	0	20468	0	0	0	47931	0	25060	96799	164694	166649	0	132030	0	14082	0	0	25072	49220	173862	0
sp59	158130	0	0	0	0	0	0	0	0	6	0	43929	0	0	0	0	0	0	0	0	0	131025	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	0	0	170434	0	145047	0	543	0	0
sp60	1	62451	21723	90221	4	52465	986	19	86682	7820	124347	16479	142269	54696	75394	112066	0	121772	129543	105928	79625	8981	98603	111400	107238	80521	101309	75988	85194	715	70479	106467	115670	155306	3790	10880	1931	118158	42805	0	56925	59424	17742	0	18323	2	119655	90893	160391	13721
sp61	0	0	0	0	0	0	0	11	24890	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61504	0	0	0	0	0	0	0	0	0	0	0	0	35
sp62	39996	0	147726	0	24992	1609	10847	93680	25230	26271	0	105707	82931	1	62934	0	31020	0	32480	0	89456	92252	26473	1	0	91269	0	40918	18311	162981	84628	57675	112024	98421	150690	84753	94445	0	125123	85241	22329	0	160317	111210	0	138807	0	130416	1581	41247
sp63	90296	66731	87199	184269	122617	147435	165491	60456	119192	26983	96245	4280	73095	195374	60591	137375	45322	187061	5793	80410	20	133622	63169	190449	66653	36787	40402	82181	127369	151355	92047	73660	57248	112020	198270	19702	165518	167404	85055	35025	179604	170646	104020	83861	164953	71902	121246	157425	3733	48
sp64	0	30511	102570	0	94236	0	69041	107813	36907	9059	66860	89329	20813	0	39502	53648	13196	1289	1	57466	2676	0	72781	0	78874	94519	0	60011	55810	168166	0	40229	16413	73	104604	65458	16181	0	0	0	4820	0	108211	70915	0	54612	254002	74774	70038	127611
sp65	173367	216875	2184	83825	128411	119535	156385	58944	101019	125459	107370	243128	0	47818	0	0	42613	75959	45693	122597	116067	0	53560	155191	76581	77689	184359	108336	17578	73559	191758	118022	0	24	0	60701	81912	0	140367	91637	87065	3	0	155294	0	37752	101662	324	161145	163781
sp66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp67	0	0	0	7	22458	0	0	0	0	182	68114	0	8	3	42421	99708	25954	45660	73750	43105	0	9903	0	0	451	0	88	0	0	98152	0	113710	80427	93901	39192	2064	0	0	0	0	40099	19	57248	0	119980	0	109819	0	0	70848
sp68	0	68354	0	9997	0	0	84916	73833	0	496	172343	10179	0	0	0	63897	39252	0	48135	0	0	0	237014	83	9782	0	0	200675	31533	33811	0	49176	0	0	0	0	0	157559	236921	0	0	159213	47171	0	76584	0	181772	0	231430	0
sp69	118222	0	57600	192347	0	162620	0	0	123825	192532	11044	985	58720	127701	103538	100936	69945	124487	81702	52	5	166485	0	129651	33326	32105	112142	127	68869	15617	38839	24430	175761	174719	76574	147213	249	0	0	52745	137663	49305	0	191	147361	44730	0	8233	0	5
sp70	98242	103178	173070	34	11328	14014	5280	11068	76614	169324	0	109284	42501	125154	154895	1	138845	160587	146429	9153	41195	104509	30561	159	160224	159489	120192	13	86581	0	57312	155848	82970	192030	107391	8798	158747	0	0	962	57920	0	9487	13920	128	94444	0	163060	0	132257
sp71	260063	2173	103287	109941	202303	166703	0	53282	184146	41743	0	41721	148350	146291	0	34	5108	73139	17143	123795	54686	94329	40	235147	1685	65902	130552	0	20092	109104	137071	87208	195755	108847	229570	207321	213374	10756	0	68854	216608	63061	0	285753	77504	151776	25737	219830	58244	303180
sp72	9111	171804	149712	0	91715	0	0	115701	146724	0	34179	101627	0	7136	115985	0	6	0	61196	122416	75951	15923	54213	100252	73414	145942	44	44734	74990	107559	1	0	67580	0	50949	72526	139662	90	74988	139878	0	125512	1	0	0	88	97627	35213	30652	68047
sp73	15647	13851	0	127842	0	39623	153156	1780	1	80372	84	2	0	0	57680	184122	42996	24496	61294	6417	92744	0	42365	21335	31714	2023	39813	11856	41651	63092	22752	137599	85369	121836	39732	0	0	33415	20012	0	67400	11388	50868	0	151328	0	42224	93126	24294	7974
sp74	38487	0	0	6047	0	39	3229	3477	5578	164014	15548	0	0	0	136920	20008	0	146347	80520	0	0	142400	0	0	0	39551	82710	0	7533	99531	17216	114465	0	19255	0	27158	0	59132	0	234	51965	0	84452	0	57250	72917	18960	44472	0	0
sp75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp76	13	79854	0	0	0	0	3840	121536	37952	0	0	52	0	21541	90977	0	0	0	0	0	0	0	0	0	48887	0	57041	7	110	20227	0	0	0	34	0	0	0	6049	0	68925	0	0	83892	0	17089	0	0	0	2	0
sp77	1	14412	1788	0	51	0	190657	0	37857	167322	162406	104271	93002	8860	64908	99807	90026	60260	183059	74767	125342	93567	69161	33	81678	78309	94465	179783	14931	62060	7758	0	0	136838	121190	37506	61254	451	144234	25	128986	2	50858	41	149978	60075	103971	45424	115621	75059
sp78	132556	208938	37603	18686	37020	117379	79379	135761	49989	87125	220257	107530	243339	158534	74232	235337	226576	174618	236254	188626	66785	138760	147585	38317	232324	89572	170944	110253	228607	128013	153877	168517	97369	79315	220375	242049	184420	208692	181507	96611	46809	131882	116772	82426	122051	102430	122341	131535	199472	193561
sp79	0	0	44710	0	0	0	0	85153	109314	0	0	0	0	0	0	0	0	68102	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4407	58249	0
sp80	142056	69088	8596	55426	71810	86123	52824	0	0	194463	95324	50974	194036	130007	164475	180167	191340	50455	147252	113685	116120	120905	80612	100894	162050	107661	147918	96817	177771	68818	84261	159035	59159	34711	189773	183114	55241	109204	45800	184631	140674	78518	187925	2614	13640	3009	44534	13275	14521	140278
sp81	1436	59194	15288	126804	0	50224	184232	583	0	100910	159459	0	1	106795	166544	142531	95242	156684	183388	48545	58759	106049	15586	0	147529	22855	74809	119618	182868	77219	1	0	0	26699	0	0	0	156561	70466	0	0	65669	175015	0	90683	0	144872	0	0	0
sp82	0	13185	0	2	17033	0	0	56780	0	0	34410	50368	0	0	0	78629	40480	0	0	0	50617	39771	111483	0	0	0	0	36	0	0	0	35882	0	0	0	93454	0	0	87819	0	0	16191	33805	0	0	23324	0	24038	8876	0
sp83	0	0	70204	0	158091	0	1539	80177	142350	0	0	166482	128181	74	0	0	0	0	0	0	0	0	0	122297	0	38947	0	0	0	0	0	0	0	710	112861	0	135999	83	0	113293	121578	0	0	185446	0	91052	1189	73552	68133	120161
sp84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp85	89775	177460	37877	95362	2081	147728	2704	7116	623	28091	150914	0	10104	51575	181127	64246	144017	72150	157974	63886	157992	151992	0	581	49754	4621	39081	167117	170974	94557	94207	112324	73969	29865	163	112436	0	72933	96	0	17502	154417	67348	0	143330	35122	171476	46256	119542	0
sp86	0	0	0	105586	0	4777	0	70244	0	63660	174999	0	2227	25529	10381	134377	78705	181527	100985	173363	113461	0	45060	0	24382	10985	154102	0	182839	137475	0	23006	177147	82886	0	130615	14893	113839	72117	0	0	54881	312051	0	142512	0	0	0	0	0
sp87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp88	11729	137392	163860	154058	126973	121722	150686	5	0	193385	130533	35754	125338	63095	28172	184466	136219	62754	198591	12745	60249	137107	165860	76015	61996	18230	40362	48981	72606	14090	188134	130503	11133	119635	146557	106217	113555	6069	184441	2259	127530	199251	174	13070	31049	102331	146873	176016	108077	80157
sp89	60323	116425	169193	101649	117404	157435	3401	56318	89599	116863	25799	78717	99244	68561	135670	189562	84405	78329	103929	61603	7919	142878	99869	79543	105059	117121	125545	39558	33951	160329	40344	12265	6414	184087	133480	152693	143	197805	61861	125622	81619	50318	57665	160391	90740	137361	33528	28449	28427	97499
sp90	0	0	0	0	0	8	90242	0	0	39709	0	0	9588	0	3228	30905	104710	0	0	0	0	0	0	3	0	64694	59092	0	0	91704	7956	0	0	0	0	75071	30068	51306	48118	0	0	1	0	0	0	4426	32354	107473	44593	0
sp91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp92	135618	16550	75120	25808	12677	49403	0	93988	0	11984	0	0	0	0	28525	0	0	35469	45158	44016	39384	36030	64252	0	0	47130	0	46040	0	0	1586	81171	102295	0	0	35321	0	189	94	24355	71302	11721	0	79430	42868	50516	95430	0	3662	28509
sp93	80674	47366	52355	69574	51990	19357	122693	62485	136122	115776	194450	114045	165733	38554	53012	38356	185490	39000	106904	64916	30202	53551	121388	125170	105891	174143	193350	75907	73886	96679	34197	71893	139227	202286	194889	74747	198940	78426	194599	95291	11498	51298	142447	74723	59306	125945	145825	117712	71582	87689
sp94	193123	167410	178764	153753	61762	181870	205455	159050	34862	44510	112845	6887	161822	56784	84884	205681	79278	41313	233374	143038	221586	102674	113693	113217	96043	34937	136310	74563	201733	6143	154378	131160	201198	133659	223527	72696	3	55145	70381	130641	134598	181686	222893	18409	144041	27548	69231	7552	14974	116784
sp95	3069	156225	81452	188693	117063	62175	125172	159547	2569	152762	156841	168939	615	124353	92141	131896	131473	117268	59977	78613	177061	130209	67000	35642	114498	118387	0	36502	97743	53795	57217	145513	54697	61722	140017	4	157322	66983	76915	98708	17316	94439	91141	43791	136873	188333	149984	38411	0	33340
sp96	223958	216505	120934	101120	153498	224043	0	213056	61827	80234	138451	205837	127922	130508	183050	87086	102240	158737	221613	264700	73658	215877	195884	99255	44854	72818	137349	163847	3463	104650	187771	194228	203404	192616	155518	0	84048	92242	122566	182438	189631	22845	145522	55020	192025	187210	102056	119985	129128	97809
sp97	148367	10240	176129	17858	142750	155843	119246	58648	2648	180452	96684	154506	68777	107392	62796	96151	52939	102489	148547	89341	25755	173849	78521	79758	137542	129281	52838	172664	103526	132493	58695	76488	168823	195181	15746	88615	17685	134620	198700	89463	18284	25215	88158	36811	2336	104205	3406	66499	36731	3222
sp98	105591	53235	91962	21314	168114	127742	0	91116	800	0	135	41357	26021	105821	31735	215	0	35709	129978	61555	30603	124227	116710	0	0	96028	137364	21380	0	40968	117156	156897	112886	5213	169807	0	0	88030	151065	134704	128816	0	151670	222	43323	56148	0	0	98345	137162
sp99	0	184	0	749	0	0	68308	0	107153	104253	90618	744	0	0	0	0	96374	0	0	0	0	0	0	115160	175354	0	4	6	128048	2	0	0	0	0	3139	188097	144996	0	0	0	0	78437	0	30878	0	0	92836	0	0	0
sp100	11	0	21089	103966	41525	50164	119002	29315	32986	171483	149488	6167	48308	109151	2	171829	91996	149267	0	108488	103273	17450	21643	18332	7669	0	126266	2721	114447	138172	0	59500	84944	90046	0	66027	0	81783	117618	0	119	70254	68252	0	0	0	76271	84032	0	16883
sp101	169530	174069	1100	28892	44840	66812	73627	151344	130681	587	0	96165	184895	114312	197792	4292	99687	0	54466	0	37760	134767	6446	154684	43542	178188	65222	199418	0	2020	62735	155164	109546	19797	156976	179063	67699	104278	170110	170570	43326	101765	28256	185644	81159	186775	196207	53362	104964	78548
sp102	34884	10	0	217092	37023	0	187859	0	0	1507	0	192684	0	0	0	0	0	0	0	0	0	134786	0	180796	0	0	7065	92099	0	0	195937	0	0	126262	0	0	0	1	0	168180	0	144081	0	183412	0	189747	159213	0	186729	187020
sp103	0	15516	128440	0	52863	0	0	0	0	103899	141292	0	0	0	0	128892	124922	106982	0	110595	22667	0	0	0	84045	1359	0	0	76969	151606	0	0	0	0	0	24504	113580	0	0	0	19645	0	7	0	0	0	0	0	0	0
sp104	87019	0	0	286202	15427	0	344772	0	0	0	0	155827	40900	0	81580	0	0	0	0	0	0	237243	1056	303327	0	0	0	58861	0	0	211398	0	0	276788	0	16823	0	0	0	321551	1	287351	0	336760	0	169766	230642	69413	314587	204928
