	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100	sp101	sp102	sp103	sp104	sp105	sp106	sp107	sp108	sp109	sp110	sp111	sp112	sp113	sp114	sp115	sp116	sp117	sp118	sp119	sp120	sp121	sp122	sp123	sp124	sp125	sp126	sp127	sp128	sp129	sp130	sp131	sp132	sp133	sp134	sp135	sp136	sp137	sp138	sp139	sp140	sp141	sp142	sp143	sp144	sp145	sp146	sp147	sp148	sp149	sp150
sp11	0	0	0	-0.221357367862612	0	0	0.375620595720401	-0.201465353938686	-0.232490233931113	-0.0455640787326568	-0.5	-0.231976610025009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25083571602057	0	0	0	0	0	0	0	0	0	0	-0.436447306942183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp12	0	-0.0688507309371908	0	0	-0.19808624538424	0	0	0	0	-0.359637501483774	-0.176517602401348	-0.5	0	0	0	-0.0739661739810673	-0.243727185904838	0	0	0	0	0	0	0	0	0	0	-0.377058345200249	0	-0.360855733775652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp13	0	0	-0.268834043154875	0	0	0	-0.487385354147176	-0.470529827410164	-0.230291607961485	-0.408602120628366	0	0	-0.5	0	-0.216518082865116	0	0	-0.201364596513773	-0.138978410893728	0	-0.417907882668129	-0.499527579658062	0.286802884042051	-0.0515738062763447	0	0	0	-0.0980309972225246	0	0	-0.47627591770699	-0.194304831218962	-0.146107443200226	-0.10682116006051	-0.21422181503152	-0.0568071456481051	-0.262036039926426	0.137698181581607	0	-0.166003457889501	0	0.183855127352504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0242817575817835	0	0	-0.333228468045599	0	0	0	0	0	0	0	-0.474773306981607	0	0	0	-0.30734308982118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.403951074626502	0	0	0	0	0	0	0	0	0	0	-0.474545516438601	0	0	0	0	0	0	0	0	0.466843582031219	0	0	0	0	0	0	0	0	0	0	0
sp14	0	0	0	0	0	0	0	0	0	-0.113149616252526	0	0	-0.187868835613856	-0.5	0	-0.459437383658229	0	0	0	0	0	-0.409509231861043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.112069375615886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	0	0	-0.215366814121022	0	0	0	0	0	0	-0.219981908065272	0	0	-0.33193494716353	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp16	0	0	0	0	0	0	-0.00984043214199599	0	0	-0.178859899117691	0	-0.00172674183338182	-0.428591126831756	-0.2615844922014	0	-0.5	-0.395192894395879	-0.490514909564368	0	-0.0539378421879234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp17	0	0	0	0.291909636855961	0	0	0	0	0	0.161145994537415	0	-0.118417435988837	0	0	0	0	-0.5	0	-0.318171601917793	0.479808291767077	-0.481880077165703	0	-0.416643098915576	-0.397390295467989	0	0.0463678252386046	0.238610958120972	-0.0612335607884335	-0.0130593694556132	0	0	0	0.292588172922055	0	-0.300181399362718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.224851934125554	0	0	0	0	0	0	0	0	0	0	-0.35230207347987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29033629417778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	0	0	-0.337360044346477	0	0	0	0	0	-0.406864701984727	0	0	0.10309325966781	0	0	-0.48649240839679	-0.177164282051765	-0.5	-0.448534363869787	-0.290789935124842	0	-0.195597022781058	0	0	-0.367777377032673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.482378110228823	0	0	0	-0.330278893402691	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0797880250391853	0	0	0	0	0	0	0	0	0	0	0	-0.104936849988278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp19	0	0	0	0	0	0	0	0	0	0	0	0	-0.0143841857591434	0	0	0	0.187135808837342	-0.188423582875573	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.202250516390761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	0	0	0	0	-0.0975444898606534	0	0	0	0	0	0	0	-0.1366340536674	0	0	0	-0.473732914861888	-0.134908459906403	0	-0.5	0	0	0	0	-0.474675866628531	0	0	0	0	0	-0.352205101456267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.271831012554183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	0	0	0	-0.220793867507912	0	0	0	0	0	0	0	0	-0.496911208455097	0	0	0	-0.449672873400552	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp22	-0.20267075251292	0	0	0	0	0	0	0	0	0	0	0	0	-0.190096914187258	0	0	-0.172783245860441	-0.101065119828715	0	0	0	-0.5	-0.240078774515961	-0.296021842616783	0	0	-0.388289957542787	0	-0.0131070515192812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp23	0	0	0	-0.366877263268624	0	0	0	0	0	0	0	0	-0.389319869815591	0	0	0	-0.404573184732571	0	0	0	0	0	-0.5	-0.216262131436912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	0	0	0	-0.153101335853415	0	0	0	0	0	0	0	0	0	0	0	0	-0.174031793725614	0	0	0	0	-0.141640397946138	0	-0.5	0	-0.354241151674686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp25	0	0	0	0	0	0	-0.360772632593054	0	0	0	0	0	0	0	0	0	0	0	0	-0.41690763847955	0	0	0	-0.0298473077398911	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	0	0	0	0	0	0	0	0	0	0.13281505463586	0	0	-0.462260579307654	0	0	0	-0.0173240559820854	0	0	0	0	0	0	-0.163201200048265	0	-0.5	0	-0.147202224518235	-0.126216271640721	-0.202597254820222	0	0	-0.146679435766391	-0.0972378763125604	-0.0786624698299263	-0.424127256858479	0	0	-0.289928973029535	0	0	0	0	0	0	0	-0.14702046146102	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.296142865564846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.226920727244595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp27	0	0	0	0	0	0	0	-0.068872108320843	0	0	0	0	-0.201137891056279	0	0	0	-0.358743127811609	0	0	0	0	-0.142180464016004	0	0	0	-0.219246105304514	-0.5	-0.363629294999095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp28	0	0	0	0	0	0	0	0	0	0	0	-0.451074250106227	-0.357175463060774	0	0	0	-0.0397999039101135	0	0	0	0	0	0	0	0	0	0.19700202610072	-0.5	-0.341169948380073	0	0.129621913859542	-0.366941104619922	-0.365452265435259	0	0	0	0	0	0	0	0	-0.225733148472931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.283220234818866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.158885787141931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44106253650757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp29	0	0	0	0	0	0	0	0	0	0	0	0	-0.322735330956911	0	0	0	-0.00488273929792223	0	0	0	0	-0.413779489447733	0	0	0	-0.47226582767789	0	-0.335324851742582	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp30	0	0	0	-0.125247314841107	0	0	0	0	0	0	0	-0.384110286377766	0.38109867094333	0	0	0	0.239941301946261	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.355370007192311	-0.244493777574121	0	-0.237390627484885	-0.0512639238513936	0	-0.210539293471412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.465785107131978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242252921577543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.476977775253728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	0	0	0	0	0	0	0	0	0	0	0	0	-0.0443801174947666	0	0	0	0	0	0	-0.0590989140030881	0	0	0	0	0	-0.388303865403123	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	-0.443236292587328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0861798873143177	0	-0.230483036905965	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp33	0	0	0	0	0	0	0	0	0	0	0	0	-0.150173358614717	0	0	0	-0.233018851248717	0	0	0	0	0	0	0	0	-0.141842426177266	0	0	0	-0.259064037156187	0	0	-0.5	-0.339936233160056	0	0	-0.418599012175449	-0.466480171747718	-0.443478150942123	-0.484367718996846	-0.395341862865102	0	-0.401526284286974	-0.171614515865797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0718256801202963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp34	0	0	0	0	0	0	0	0	0	0	0	0	0.490194213420036	0	0	0	0	0	0	0	0	0	0	0	0	-0.275553973543567	0	-0.308104517759311	0	-0.15852999667092	0	0	-0.0215163230330055	-0.5	0	-0.366066100556511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
