#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp11	68069	0	3	760	0	0	0	152748	105038	226	0	26310	0	0	119969	106016	0	85282	28526	22	80590	129399	0	0	8581	74721	412	0	28033	134448	13	0	49065	0	30503	108201	137333	182783	0	0	0	65812	0	0	15	25	0	0	118907	0	0	77810	0	0	44795	2720	86143	37470	0	54133	104085	128956	126	41248	76	64050	50087	0	0	0	17	169907	154277	0	0	91945	3946	57924	3969	72742	0	167659	2	5	107851	118250	0	10694	0	38580	71611	116803	21945	0	0	11789	40374	0	42692	0	64245	17484	0	0	0	99520	2	0	109	95668	22883	88174	0	66652	0	0	79	184	0	0	65534	81674	13929	61	0	65423	0	897	0	6797	0	140810	17	43446	2535	53902	20687	1277	113248	45308	0	73200	0	132589	8886	111401	149305	129421	0	124284	48139	0	119036	0	0	9531	80091	26329	0	6	1068	0	102309	24270	215	57384	2613	0	56002	21470	0	0	0	114885	5630	0	0	0	0	13612	40166	104382	0	61257	49978	0	0	82216	74960	0	0	0	0	20468	51904	17431	69007	136193	15685	0
sp12	4534	81249	198450	121384	0	77669	42491	24829	22166	162174	0	63505	97411	141134	3350	163583	24260	0	44015	9668	52788	91271	201283	134451	108898	23850	8907	61143	149560	117312	76149	121590	59767	130216	45320	3	112436	31507	186030	151172	110951	111323	76205	7478	118135	45520	171339	12117	21159	131330	130891	58145	85536	22903	21077	97819	80206	34593	196883	29924	67195	34267	193469	89209	82263	94412	53988	191917	13542	22645	24635	22478	0	88518	127766	115782	141633	55	101470	199	85659	20395	78658	144206	128588	22428	87308	1017	119325	11	143837	144681	1469	142385	88866	4536	187224	136757	11784	134976	60208	0	113855	127059	80731	31331	146730	38638	167649	128945	52458	109232	159957	115449	135982	70574	46040	26856	188679	148306	27759	104392	59656	27629	105783	40353	84753	188726	171081	101737	91618	45507	157742	103439	102028	191350	69604	131638	59073	10273	121233	48360	55073	118252	101246	0	46172	24925	193510	17474	34441	12622	0	127970	103404	97270	125798	132062	74957	81921	61452	59659	8510	656	111411	44285	146897	150104	83818	52184	116596	120327	30794	159197	47964	164618	62594	41712	59785	15571	82853	8379	136942	126013	81795	94982	125704	45787	40922	18571	48074	75979	81468	169279	44415	86821	30236	120767	82149	193099
sp13	158382	0	8	33727	39841	49269	83745	0	2738	37929	0	61957	0	53654	124069	0	0	104938	150937	97389	67343	92243	96472	0	114776	175918	82698	0	58677	116750	22555	90152	12743	0	108190	0	52189	27623	128313	18682	41	0	0	42683	0	30	162799	0	16556	139455	0	52921	23712	102372	131839	93881	70	8805	0	0	8837	187137	0	67628	95446	0	155768	69	138637	0	58172	0	93373	62265	106982	88364	0	35128	0	107260	0	15	100183	19444	81222	76969	104514	31018	0	75187	131344	94351	0	80398	30850	172608	0	0	106468	140092	91516	172623	158238	108125	0	28338	93	88064	38998	14648	0	90979	3	114135	156998	80257	1	90950	100741	0	1205	0	11265	109447	49997	27161	111331	71770	59971	12950	48799	28785	0	97882	88443	58973	108264	135321	0	26243	107096	0	138989	84803	128544	3541	160422	48519	37895	102065	0	74750	0	0	94884	113325	120559	342	35705	15231	0	16937	1	103265	0	22630	45974	70872	32580	0	64685	135053	0	42876	20167	129418	3502	17682	91182	2118	0	0	70726	0	112019	0	46160	0	79606	0	0	6820	89	0	77375	0	0	48	17810	0
sp14	109451	38172	55315	5228	166116	172152	138209	37047	27961	46241	121700	42461	143277	222	79728	61745	32988	42763	42919	33108	2	158403	68288	35880	13584	46876	12852	106823	758	64765	174250	66158	146994	183532	15577	68395	105973	169623	27794	173048	123689	99215	29110	78155	198549	133536	4238	51721	139017	41025	48520	33687	63702	92418	96223	104056	77280	160651	93200	44866	113649	104324	151751	35415	48224	179200	58648	185370	38549	21078	175535	195908	93396	151469	122199	7829	54462	117564	10307	0	62010	169441	146707	137052	55017	170963	49	119421	196259	67883	92589	8732	140291	174593	85726	21567	196064	121897	145787	92540	42961	1028	2403	12686	89393	179639	53629	72958	79287	579	9744	113341	91501	160509	15018	146157	127131	42514	0	78335	54440	22834	69494	17430	83213	97336	114725	90583	101336	15393	25275	27142	166793	52006	118602	67284	155157	79206	175661	39854	112133	80527	94110	115062	74797	172037	0	29016	137287	94273	12487	146000	10847	150392	94979	131694	129423	198267	120207	170821	83866	137001	16453	56587	107940	157119	44724	81606	46363	75341	2593	17497	28877	158620	83265	72466	63854	32061	61462	59870	52916	87489	25468	91601	48245	144025	52665	48214	70163	25319	154290	184555	11087	187564	14	144277	181380	55116	16780	7665
sp15	4819	152590	163274	10307	9156	96769	182769	154921	167065	135041	161373	30233	151921	28841	128768	164796	108238	144720	10956	136338	57564	173468	47017	121914	140268	20475	91192	151339	118477	68489	85224	76636	87665	137285	14418	159700	31745	187264	13593	163032	42672	85846	96249	49851	187648	32190	9699	198384	3489	41798	100600	12223	145498	34499	75776	36257	16962	165599	180958	164538	153826	16614	182231	110843	175681	152670	5932	104178	38606	64204	14729	172978	31875	85250	38871	41922	84789	41106	175002	22469	199202	72415	135506	77412	85548	162589	143579	196950	184908	54634	83005	174276	119014	60911	3718	23960	148616	158235	129504	45724	82544	42476	52136	102395	167698	125841	71907	49367	28762	21494	186086	71174	184427	125111	21275	65467	37282	129832	167176	161695	23564	184158	75536	150652	165783	161885	115593	23920	53865	142719	89301	169280	104270	136852	58390	5553	109996	103194	139982	23536	82865	96867	55175	173776	109282	102198	65587	59134	11363	144093	82591	180236	198937	81450	63642	65147	54605	84433	109486	84957	146308	156419	178723	110947	162825	86673	101959	182849	126337	172901	20206	83454	153888	177996	99174	84178	72202	118921	176647	78243	177293	128001	130817	74480	38574	182489	4722	160299	163945	195878	191850	59916	50221	86603	191904	48899	80404	86928	49700	82448
sp16	192219	48212	42434	169784	163488	1	116455	86997	29315	17301	187351	122714	172723	127955	26630	92401	147296	45949	59078	151981	60916	47575	79008	135138	64797	128640	199498	35	68010	18180	111026	134667	151105	4	71774	30109	191638	93566	79456	98846	138121	2644	9309	146804	101810	95329	50219	18306	22384	111547	2368	108718	144835	40311	160048	169984	98886	87916	176508	24197	133967	2601	191313	70360	117985	10117	216	62061	75452	10205	101566	57533	74059	165793	115192	56719	71111	167493	32994	93425	7925	164293	12512	106058	47372	80494	118418	64574	156380	33367	54049	126114	1391	142	148424	18523	121657	0	171157	68805	83550	148309	88840	99	137688	66966	135731	3682	182295	177022	106087	106733	150129	27788	121203	133540	40242	139169	157183	121656	1978	63849	144195	174266	64808	195443	13558	83930	164928	96969	41258	60862	174169	111184	157211	66285	13793	11678	159465	60240	70513	158863	125417	183295	30709	122536	169825	12158	153258	78833	1454	167433	186089	119148	3886	139111	46142	129412	7149	94490	164005	70192	37541	74360	170983	13159	181907	49556	121320	29468	75605	42070	129324	90611	111148	66385	52489	158121	152176	106771	149352	26079	31693	17829	66729	86513	0	166367	131400	3057	87362	112564	167661	142646	54646	4152	59557	15724	139531	8586
sp17	194290	199170	111446	14773	40649	102364	44679	34389	92238	32037	161495	79997	102209	65861	81390	38841	28144	151809	124330	36205	100392	98527	56892	24588	6276	183714	84084	100012	143322	199572	176887	60359	107686	18298	34312	64969	43637	145985	14719	76586	96444	153026	53803	101535	62474	5092	13248	64266	144995	141731	193688	117498	144219	40274	158020	83467	63997	29186	188879	102405	53920	114281	73386	41567	145154	113969	85184	5655	130466	39005	72947	106492	2710	160372	90674	87226	43498	197646	139440	123350	141048	59703	113825	175023	199019	175744	74480	104376	193170	66276	197883	107555	55262	58081	9642	6869	57186	20950	106581	89092	144845	198849	13460	60563	51625	85926	73008	35530	72427	101380	125740	198548	83975	73342	151458	112844	112220	110224	123065	132376	157481	62704	153261	33378	186990	193445	146812	91831	131353	108079	196964	32054	194755	193836	108009	157468	60702	101503	111355	27785	137330	120835	42731	194825	6575	88891	88969	103585	123737	14221	38238	195428	112656	71313	84619	105515	122036	47425	173079	150349	46311	109309	101452	64359	117928	162671	106661	171863	83882	156654	180877	141576	8009	31681	104520	47414	66952	140973	142042	13588	186860	196752	129147	133743	128667	44383	87680	190712	101697	122906	38810	148881	182173	36388	79461	105129	129879	121382	15562	77978
sp18	201358	199557	111552	122347	66107	119848	145587	69099	180609	79901	179068	231900	204838	226165	218857	264628	214436	196929	138551	167055	130220	105107	96101	175559	158682	46303	175215	176463	152937	86106	79600	169615	122354	184253	174901	168229	148979	211292	121392	186225	244518	97062	155666	187981	242813	318108	49570	174580	130320	120901	156503	242000	112479	97100	116589	242481	56572	127025	122813	169199	135111	114506	149423	108133	98674	138070	194114	180771	22161	240582	150909	146207	105307	170273	106718	64853	171497	122127	235486	135563	132833	183266	89763	271191	101404	226532	89678	276271	203004	42537	148648	179548	94620	104001	152748	81029	239944	227689	174914	163346	115530	146791	191418	168941	172468	56810	156019	185949	248982	91863	44892	235681	184865	165996	72586	177240	215196	151963	91672	203772	183564	195723	142204	73193	179506	175842	192836	87771	207284	106379	107893	177511	225792	133288	94477	162975	152419	226258	219572	239280	149334	163510	69999	165247	45172	157895	152520	103145	106042	250362	236036	148354	86008	55412	60391	17260	97993	297451	38987	244334	61980	177631	150748	178095	115450	173798	157746	146520	130100	155253	15968	100414	101412	63604	300849	192503	198220	121341	116654	200925	224210	102037	209027	208403	160218	222014	212707	118939	93993	217880	131359	235224	192667	234370	78365	200420	200491	161424	129054	154780
sp19	5929	64419	0	1	34145	16549	99648	84051	98142	57840	24461	5377	26	58539	26736	0	21	101623	1796	13752	46544	92408	127507	0	0	1	0	0	91245	70797	0	128456	119996	2	0	98248	93425	81871	30430	41	54247	143395	108104	0	10894	0	13381	105657	0	1	37881	4814	63417	124536	58425	53395	21548	82628	133464	0	72779	4783	0	94690	123092	79933	0	3	5618	82242	15055	119204	58230	1275	24312	88124	12318	0	6797	8832	92920	0	102886	162	135279	0	147214	0	67958	12253	50205	28537	109249	108987	41196	63513	46736	75117	18257	32897	5011	0	50937	80738	0	204	92310	1427	36015	106712	28348	0	35945	70447	114490	0	60	139	0	0	0	75464	91110	164648	0	46790	0	49577	0	127498	97897	29674	68615	0	140589	0	135167	29286	0	1261	129608	0	119260	0	150559	50535	58831	443	138615	75951	79774	84013	14223	63185	76144	30130	54998	6021	130074	77270	81992	105472	47338	114412	16675	25679	103422	0	114109	12	160186	31311	9862	134304	0	0	474	105199	45626	0	0	2535	0	0	26606	0	32591	13816	139117	0	61355	70483	88439	7838	52857	107820	7161	0	143580	4876
sp20	114408	762	156140	145529	112386	190636	154066	39754	89787	120353	88207	151548	17983	4746	191404	9236	172905	62382	55356	14353	116762	743	26722	3925	29629	117453	135362	103430	169861	164726	12328	133473	163061	169018	160909	59209	46486	220	145710	60362	34462	9576	79214	45899	81102	24644	42013	147085	149721	199287	97670	9511	30247	159604	1453	121542	42160	174661	162646	197312	8030	37275	70851	103657	46251	108469	102806	21885	114240	134204	942	8	112932	188901	5568	241	140838	174405	136382	178483	18795	79963	132693	117978	12554	116709	114687	101781	178190	34851	91953	178016	54835	5320	71165	32030	32657	162164	20920	191296	119551	70027	130734	171702	152600	197688	42924	131326	157369	116064	89895	174856	108452	81678	21	154035	109460	198263	25045	40480	118286	53483	5544	147850	30895	74172	15678	4393	59984	146805	98667	141275	153932	185107	14554	94969	97067	69243	31888	132468	4	113546	87979	145831	0	180809	148269	4781	52022	66	103227	117895	1765	132752	330	166294	159206	173453	0	21753	70759	144762	172060	170402	34818	607	159936	156067	5900	76780	31878	15804	168397	143868	17615	109409	187868	4	128201	116459	122814	144375	175639	25968	632	143542	74289	180380	58333	73124	177718	26066	143550	56378	79900	166900	187252	94941	9	77849
sp21	65725	0	115585	87293	25225	92659	95703	27441	143150	86054	3696	104773	75932	73034	95432	167648	153306	70834	115214	41568	64228	160198	114987	101	58479	40670	139644	164208	40056	140949	27169	103967	137538	65510	102005	12791	170676	191767	94063	77165	77816	69182	145264	117683	56513	153846	107828	175314	77942	11	129751	98572	13445	60702	140204	128108	55316	39439	80243	193203	120148	1	61678	27591	114397	130790	189924	49339	43302	115545	87323	102167	145495	113838	141699	48319	177617	34692	153378	169359	55778	180547	117416	96052	140669	60606	137829	164931	136361	75853	157722	103967	27792	891	170845	94894	86602	129630	117479	217911	144344	58449	201344	65356	82068	43355	90175	85935	101045	98019	15256	81896	97724	50030	7384	78055	152473	119033	65170	8485	16735	11665	0	89126	77192	195896	124527	101845	65557	111217	77	71576	193338	94826	90898	134570	211612	163967	107161	109483	199304	119524	121804	12564	101188	33264	31030	95636	141484	133606	112172	69927	72076	75	44185	43231	125926	176433	28416	69027	0	66324	176727	47710	123716	119195	66908	103930	55210	82634	31702	137012	91312	46683	158217	51123	170661	96264	0	149040	71882	0	111670	29769	31503	227460	227573	53487	21202	163587	94718	99305	119345	210744	99633	50529	217236	155083	24524	94779
sp22	90866	0	141349	194410	113461	109858	71170	90755	169650	24201	71451	48110	40724	54564	5	27073	8342	198141	133429	76813	37738	177	188285	190355	3584	25378	154547	47283	4305	16151	102807	175529	182234	121581	0	70225	0	75732	80083	7466	6435	136835	178454	148900	147588	0	56856	187708	0	4057	158062	119915	46910	172691	155660	125747	137800	1	2	54557	0	174829	63336	37931	465	93347	163340	23516	25357	31384	63717	0	114199	50317	31834	85387	185904	106691	32489	12450	121756	70560	12409	0	165597	80421	126074	0	37461	150588	176170	0	19030	105531	77660	62488	109299	110732	158965	186195	152572	3214	6668	164357	78949	132950	61146	0	43744	155364	0	58605	176318	9755	115767	187545	45918	107762	14466	88739	107613	179809	114883	77396	97995	164011	82782	0	47629	66128	12476	57848	34490	0	154978	74564	6167	62102	49709	31883	152043	139764	255	95	0	59561	0	103912	115495	157922	125650	78253	8253	5058	175329	41132	0	155294	130405	39325	96880	127459	0	13638	40460	147622	94350	209	194885	14475	37042	35156	135353	121997	4842	101037	147255	183194	115611	45851	177750	35540	47092	1920	0	0	38569	0	200937	127100	0	126954	138541	196287	64278	99726	4735	5895	11419	148313
