#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp11	143426	80714	5258	11	5335	8	70712	1	123	79789	89464	17323	83696	0	44965	40340	20473	4131	142823	116664	39717	883	112139	8563	36766	91285	0	33415	0	72775	137	87007	83816	99925	66543	133362	0	0	53	17909	148762	49415	73	0	140079	134294	59572	36958	0	75360	2004	0	147059	60448	114448	66372	1450	23920	716	23530	90664	0	92897	0	11175	51725	38249	172290	0	132120	15162	104663	75389	19236	98301	85098	0	193575	86803	719	69626	138846	1045	107724	125386	64249	73138	92472	81278	149097	84612	88945	78804	9528	0	349	19282	113297	100212	2533	40409	0	32306	154994	128315	13870	6983	9	19610	147741	184635	0	174911	0	92295	56793	116731	42438	84393	0	54330	153764	0	10	83156	102333	116373	1492	63506	61943	0	3	24489	68312	0	82119	5395	138546	1	104863	125806	180125	1	99721	128906	134803	83029	91252	98974	26113	5	0	129397	23	138271	0	38740	32	131945	73731	79390	0	28354	31442	0	0	67	3372	110124	25389	0	49231	124752	0	4851	38064	0	15920	70409	136394	71595	0	145161	587	0	34815	20018	0	22548	55183	177321	0	82	0	119091	0	0	73749	504	155442
sp12	165693	156176	8184	178520	85494	128656	62329	150850	121610	199347	22820	111783	19642	64251	54202	103864	135090	187309	114634	17270	131523	132085	171372	54413	158665	192488	172526	43901	162662	79312	129473	15439	158489	118155	50398	40921	100974	150380	149022	136971	78464	168856	36859	53674	95052	53766	71217	128367	144294	103786	120722	73072	47215	42970	114510	148778	124601	42994	30176	165307	164314	171999	107314	79578	69185	195094	179319	193933	77611	109728	21930	81462	114706	176619	32201	79482	190508	38464	198843	8666	182334	191539	195045	178302	60544	52952	132764	31208	82648	110524	196596	138331	98877	41739	51385	134209	182063	19333	33445	113874	28797	193904	18156	194819	163745	134721	132725	129515	82276	4879	193517	142558	131033	67806	44535	172943	187899	62512	13780	199583	175783	39699	9711	128729	150585	121948	30079	66153	110217	39094	61861	57085	157774	15195	173710	32630	155638	164701	69564	195850	43961	77279	105735	44946	65148	114388	157506	189831	179704	22887	83990	89610	36380	119430	178250	97924	109875	87979	183244	164209	73458	58286	85665	188462	44268	4919	111487	125023	186915	156484	37604	40051	6156	147947	57912	92242	58321	73521	65790	105301	181494	177352	136809	52026	64335	83756	58899	190688	69351	57228	196242	134663	86571	80461	10599	193872	45025	144053	61791	23792
sp13	66155	120004	168804	96701	80697	87440	9028	10736	43022	70719	175497	136891	81529	184216	82947	142436	28389	67918	164614	17743	74594	148238	62975	48411	94459	11881	116031	100779	192653	137241	198519	70045	149014	7743	103675	47554	91019	76380	169646	66833	106321	38793	85989	72906	17137	12978	116182	76089	136911	26098	98007	199610	131454	133178	132912	58490	17944	168242	83609	122813	6821	117013	95128	181263	59571	14975	28959	129762	171638	7150	110863	173007	61280	145300	58461	148557	109462	171962	47772	41355	154810	101152	90431	113483	164755	12202	182508	180538	67251	188940	155348	33251	63539	150723	96483	147986	31716	57448	98113	51098	140735	136198	128305	127586	68450	114888	84348	77311	113391	34432	175816	129565	141171	26931	29385	139011	199110	149894	188296	97019	12017	176569	35108	196379	81805	170543	2878	12421	120800	152459	106880	45507	112342	187757	81451	85404	144047	188943	2462	2125	145081	56154	4804	55764	189362	16285	72007	114072	60036	8414	170959	106001	51265	94670	159926	59068	36522	188955	112426	63472	109778	178607	105689	81204	140173	112400	95707	93295	117805	115557	27901	133364	163136	68265	118237	136714	107530	153858	43388	69528	156833	105553	155276	189405	58737	33029	103553	8896	56158	134509	161530	147266	149277	129948	82470	13174	144757	25568	8470	183270
sp14	140240	192787	198888	219491	61020	50361	182556	148905	59509	175823	148805	77040	210822	117	106633	235949	138458	90006	134019	177521	199794	114340	26121	6548	145456	140798	119558	150786	26138	122363	66665	45270	227236	183678	16909	108903	145064	26840	74283	158857	130331	240665	186370	116122	99560	105767	67982	144272	164128	149369	94649	195582	35457	260533	197259	168435	101500	115685	80755	11035	84009	59723	96904	157275	128786	102430	14268	84578	60363	161786	59413	46929	116030	94965	139933	80965	117044	13349	57077	165213	84112	151818	89921	164787	101412	186872	129974	69402	241106	103976	0	116223	100243	144388	31839	61986	51582	92620	189043	143320	181262	4010	70833	157530	117604	193837	154181	146993	70942	74097	215514	133547	157065	76116	60062	198074	69266	250361	167513	140967	228649	77245	37112	65634	97477	198176	74585	200842	3167	223896	190151	0	25689	134069	75276	167088	91995	55812	115649	109762	224596	43690	150569	172994	194360	27502	194127	209240	97519	116152	219584	123233	3925	181843	103545	138176	8932	238814	160082	76064	108921	87242	42699	109628	182904	59521	105564	89907	131692	198224	29008	125566	152886	228357	104625	194562	186953	35098	204564	105496	132581	186273	163940	157851	137509	126166	155372	145323	78732	50670	61492	127771	21293	82593	41177	79799	126072	12069	82195	43732
sp15	193694	49600	173257	188139	147278	107516	66521	142279	17822	189367	157105	82791	169191	177281	42371	177239	10912	11288	144494	9347	136693	91611	12245	93862	8399	51165	86961	22153	40864	8342	180346	190547	101039	173215	5518	110666	111309	31509	161440	197272	130904	132460	120462	173147	64806	56554	173509	120680	52182	45331	157571	148880	64443	182842	167711	183705	43633	197988	15323	60327	4928	91810	9353	65746	64498	92404	54273	111235	19138	80264	2973	61727	90857	191147	30618	96782	3112	163274	93932	78368	157518	15843	126376	179088	191129	84958	156678	86851	152162	88063	123603	136163	116261	92290	38890	39946	120254	10913	181920	112895	184460	163330	42690	121619	37941	109334	125509	143864	93839	28804	24895	152323	93314	71314	192096	199919	138328	3207	183018	162981	128325	66358	191143	2332	179398	180834	176066	45768	116888	74180	38820	7741	176758	174694	46161	145471	116304	159105	55592	6375	69679	68272	32629	121012	106472	184100	129239	113451	12313	193732	58094	34200	80247	6943	186605	189612	131360	130581	172332	99390	51718	126970	114339	187275	162704	92679	3781	67251	165234	150934	171148	59068	169174	178151	40824	61487	136024	174286	161483	45633	174904	84680	191235	22407	40585	81962	138640	16637	108163	7049	172413	153015	89896	169741	197673	136843	50629	163879	142077	105609
sp16	0	0	139655	0	88045	0	62662	3207	0	0	78367	0	0	7574	48161	0	45581	0	0	0	6776	0	0	0	0	34	28	53021	0	43592	0	0	0	0	9186	14	0	0	0	0	8559	0	21103	0	0	8091	0	77574	0	0	0	0	37433	131460	0	0	12801	0	120963	0	0	29733	0	105615	383	0	0	0	0	0	3922	0	78249	0	54	0	0	538	0	0	0	0	0	0	0	424	1	67085	61244	0	0	0	53617	3	160856	0	0	6176	0	0	17936	0	0	1	31	0	26468	0	64105	0	0	0	0	0	57407	0	109	30627	0	0	13	0	81596	0	0	0	0	0	0	50787	0	3	2599	141195	0	0	0	60323	32858	0	17781	0	0	0	0	0	0	0	994	99379	10073	0	20629	47250	0	0	0	24079	53825	0	20	80663	86918	0	12660	0	0	0	0	0	0	62721	157059	0	4694	0	11380	43093	0	3	0	0	2471	1	0	17576	0	73106	8970	0	0	0	13542	9216	0	61797	52581	0	73999	0
sp17	11329	170490	0	107550	25463	61217	28359	154409	64914	30621	0	113634	93337	159539	48278	111662	6563	107609	93851	174775	189183	98519	137503	28330	139526	94322	56215	52056	18271	135125	143094	193673	153510	131533	76496	6159	31717	175024	78710	141212	72	177411	162916	79151	19534	133682	90064	0	84531	176891	5901	92759	67398	9861	57534	497	122928	88287	44295	170033	13690	159452	20121	5	108645	32224	168710	11740	186955	31567	191558	173534	93277	88193	159060	86884	193846	163967	156442	4036	1830	4064	22954	197659	133269	95393	3659	11785	99987	86461	62012	18904	122010	7085	28012	11019	114809	2356	87922	198587	8	125045	7987	7040	11258	23205	37986	177856	200	132086	85979	178970	180304	76888	143260	160605	60694	36673	153810	127289	139804	158485	57418	13328	118440	173254	110434	138133	129213	19653	173563	56095	122975	0	110088	107387	162257	65310	183	13063	46078	140745	17645	191675	78232	145798	97094	171751	139248	91618	88951	66872	35926	1	68474	174462	115271	250	103611	24161	115821	40	394	96161	38083	142758	36386	5054	116330	120566	165348	30297	66199	62151	110652	96608	57593	0	100873	93834	140750	111193	101049	49339	10874	7027	124974	66788	8600	163136	54240	145468	20467	68775	15648	82561	135680	17688	40265	156645
sp18	214646	224703	54973	292221	114139	277897	112031	229884	196576	265433	82957	186971	119786	148597	193136	222381	119903	296880	241900	189240	238779	269857	299085	73852	282795	191677	259443	109937	286570	182424	270834	107056	282736	271017	84983	62167	254916	255650	262916	168347	167373	301730	80412	229331	78716	68076	248826	153719	276435	224634	253358	176850	44985	89638	240196	294710	225502	114646	47172	174886	245346	159672	202927	92994	75339	230401	126759	156768	243649	221932	78704	125722	94586	256502	94315	239004	189659	177474	163410	87926	144955	275609	233917	221844	176011	170994	213621	32897	178778	158691	159847	191767	90247	156634	36541	108176	200216	122667	187839	195634	86807	290280	193363	158536	257044	257649	184188	194311	105490	202214	255338	124485	256544	163826	90454	212222	215654	148539	51967	236019	195998	224988	148451	156372	259503	222694	82006	103098	234281	91081	108102	58638	197557	70783	191980	189732	136105	172705	143102	222366	86273	248422	156406	212546	215275	118987	270229	155982	241870	117144	169697	223115	121390	114920	300483	203081	189006	185272	143955	229748	96898	103769	115194	209980	96250	192917	222878	109857	285684	197833	206974	149066	11498	137032	49180	158564	151727	189131	241534	249355	302361	305456	147476	92801	233528	124884	151147	134469	58393	178774	314169	131471	81519	119366	196062	141201	191867	240119	133861	202068
sp19	159920	95299	67677	38691	135827	93793	27779	146896	70947	180117	69966	48920	31625	0	172565	55149	0	20774	52443	76931	122385	14558	165275	0	177782	254	0	36722	119175	27942	115605	0	85753	7166	81254	0	127733	65443	148166	155903	0	11505	117371	64666	184238	10651	50077	166704	0	58702	0	164776	146494	17	54938	4912	36943	119284	10039	14670	17423	109100	172112	83195	129792	54032	0	0	0	2448	136579	166495	18749	87944	113195	135302	92004	0	0	154584	0	155400	101012	0	146197	92683	38412	167697	108434	119727	0	1017	29279	184920	0	1242	39300	111861	0	1962	0	4052	54888	59	0	59280	104505	97790	116082	0	104755	128642	30584	61716	5	151841	83212	129084	118206	0	129919	19343	154661	56161	164370	30447	146567	79844	74834	18883	4	0	190180	1367	141764	155104	86377	118	140753	99720	114772	163497	4303	33811	102465	5270	83916	138580	0	118933	80384	34933	4543	0	153481	0	149797	21238	111703	40106	194707	107547	85715	1	109359	102074	107621	172967	156713	163130	156	14253	28456	157638	0	0	419	46205	5030	121847	0	126297	0	55714	184514	0	0	155423	2949	185867	62470	0	49483	16793	14499	0	35046	177412	96708	129520
sp20	104881	101653	105680	0	126057	114812	15817	107794	33046	552	13	56413	131818	26839	0	175313	141714	127917	0	153107	52036	134783	69803	85567	100189	104769	49487	124840	112798	17327	15344	138911	102560	127027	1784	46094	138930	96646	8326	169917	171210	92036	3001	51048	182658	24303	0	176847	0	0	130314	6	1656	2	2652	65579	65705	89332	105071	31499	6096	185249	11177	59176	6734	143414	1736	96909	149110	195941	107532	190770	23103	23798	82372	68602	85949	7687	0	135867	0	67269	42392	37000	132183	17006	142349	73462	199552	39359	0	228	66696	183149	141	19457	37228	100490	121916	141009	13566	0	92255	233	26817	164898	50967	20316	16181	0	81337	54239	132349	191173	0	12003	190077	176334	15582	0	28009	180404	149422	122547	85721	187841	57604	37070	65732	8286	152058	118904	18120	122974	131344	160480	197001	10843	126330	13589	154271	3	853	175510	47378	17769	25716	184840	89317	164	2252	133662	30815	67689	128	119529	194505	102449	9523	101055	8671	104130	62765	131053	122301	143572	57372	193084	47229	150767	33958	169769	78547	112372	78877	108264	135851	865	12785	158361	62791	139215	0	0	43130	71322	123368	20771	5598	0	3046	102689	112052	186239	38422	33852	122923	72336	69823	151961
sp21	0	0	56118	62927	82909	94447	184032	228	146544	34711	15735	104122	85625	171628	9238	27594	0	86727	157853	7467	0	0	26897	0	32377	119620	0	0	195	20607	92827	0	0	0	129853	112973	60803	113511	34	0	0	3057	53133	51143	0	84521	101458	0	90158	176971	0	144686	96592	7797	24744	556	44934	5	0	18153	135239	3500	107538	74232	22	75314	63965	0	0	0	72752	0	132	152020	47190	71805	86673	65720	158157	1422	161978	2292	104	113266	281	56442	37866	1	30704	0	56614	118372	38442	86	92008	39490	97442	57386	2653	0	17878	103256	0	121646	59422	0	76893	150981	23069	142202	102712	39244	81177	0	143096	122150	46398	0	159479	164831	51332	0	36242	20184	8	0	129417	0	91383	7667	62084	78054	157879	0	64851	0	0	61478	77934	82721	0	134655	164623	9062	0	184790	163993	0	0	184887	81476	0	38753	131179	189290	27919	0	0	23539	4643	136372	0	88752	25815	74020	0	43431	0	83238	4132	83020	50540	0	0	0	91737	22877	94206	167673	0	43	28	38139	10798	97227	0	1139	28551	175143	16776	74438	52	80195	0	18879	34859	0	98992	8494	215
