#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100
sp15	53380	0	0	50	0	3838	0	0	0	1	1	0	0	0	0	0	0	105669	0	0	0	0	0	0	0	0	69472	0	0	0	0	13418	93025	0	17219	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	18758	0	0	0	0	0	0	0	0	0	0	0	0	88960	0	0	0	0	0	41966	96364	0	0	130759	35	0	135707	0	178690	0	0	182	0	74361	0	16	0	0	0	0	0	0	98487
sp16	113328	256790	133101	133669	171519	238910	127057	234440	168684	41567	29890	159220	235979	128536	156646	139423	95525	7560	208806	164175	158983	60089	200131	119069	141857	185485	55911	208474	108403	277442	58372	154279	1	37763	103642	161809	143850	92374	18720	271443	257789	120651	9563	36649	144200	266124	161575	226953	157351	279464	216759	190282	172597	207657	14831	76893	257090	197173	206000	66770	202886	207318	98169	83736	140815	72038	89631	173934	128693	268924	169635	0	191683	0	166342	130536	192577	107121	18952	215529	28039	174910	183083	0	83684	27901	181598	43503	28590	102513	1	162855	0	136558	158292	180066	17989	36024	144535	95605
sp17	0	97200	0	122824	36589	113165	0	0	80925	1	50960	22842	0	86444	150054	66756	0	182542	116904	0	64107	0	0	45384	96382	25759	142637	2	75965	113627	81852	0	127224	110702	0	26329	37394	139076	11316	5030	62879	29851	113635	23762	74117	42241	12650	101198	1	0	0	5710	0	0	0	0	85456	37327	34259	35756	129959	52370	0	25675	0	0	0	0	62770	2412	118026	50432	17	10522	23264	0	2	28615	86983	21604	1458	78748	746	145721	40153	15811	77476	107486	59768	15	0	22349	8841	226	107170	15473	39844	80275	37143	134543
sp18	91056	83243	155673	77291	145589	68130	179431	190626	28795	135109	44710	107290	91539	158018	5096	67836	168000	27174	70214	50845	23320	103192	116557	3692	123840	147985	784	55569	160568	148180	34070	129769	0	41164	177340	54756	153860	45578	73302	3688	106944	26607	41485	78099	23624	162788	80535	6276	150014	181569	95366	95066	80620	178120	31259	103236	54112	63919	4757	18105	20664	135096	11332	124323	186608	157879	145663	72140	133105	6535	26180	133792	74802	4323	58153	153504	156382	2	100166	181390	5	148540	58074	63616	112126	65	110223	162420	83524	181906	43279	164648	34638	28552	19004	111174	180928	129558	21142	12644
sp19	135283	179522	114880	16563	80562	25707	55626	63109	124970	4581	151906	167010	78758	111237	1063	8824	62694	0	55007	332	139561	0	100164	113296	16514	97515	37274	25297	126517	95191	83314	76997	0	0	121646	143196	157692	125380	162162	102335	68201	24321	118500	51774	8396	146664	87011	38384	103733	123474	74397	133118	168334	86190	1555	379	38377	102397	140097	22007	127403	108204	136272	111268	81331	77878	18592	148245	98566	169393	83819	1007	77955	32101	117910	117664	29529	61976	73294	109071	15206	133174	95957	25707	0	4535	44418	126	167084	16881	0	195201	137712	162759	139430	34311	1746	55345	122121	1
sp20	41225	0	0	115952	0	0	0	0	63351	0	3753	0	0	0	52519	135415	0	48815	0	210	0	0	0	2815	1	36	51535	0	0	0	3	10387	111803	0	0	0	21835	0	0	0	1	108797	0	69211	271	0	13	22322	0	24194	36975	0	0	498	0	19664	1775	60258	0	0	0	0	0	0	0	158	720	0	62763	7035	3584	1732	21363	36	0	2	17475	72125	0	0	109128	0	0	0	0	66272	22526	0	0	168246	63972	0	0	0	0	46941	1651	0	0	74411
sp21	27218	0	50	64781	110436	166718	97509	77912	0	109915	0	0	59303	0	73010	22883	51466	153166	74624	28044	66857	9290	96670	0	58634	0	110704	169137	48271	88220	8747	0	118283	3825	0	20218	4	73408	0	0	6909	70579	27030	0	100294	85	54861	81125	64848	39637	1	68729	39	7776	152390	39285	1	59292	52481	67859	0	16822	232	0	26893	0	21676	0	25758	0	110144	93542	65458	53614	27276	0	105081	88847	651	0	92077	64542	62505	97910	43770	184645	32165	50131	40946	23878	14770	0	69404	5926	0	17027	15888	126218	67642	125540
sp22	29183	8	22491	112104	21278	15346	126802	75199	70204	46986	91464	88309	0	54207	116344	68875	90787	18402	145944	23714	92120	198151	0	19	87392	0	143151	371	8271	0	879	0	74051	10975	7727	80441	47301	88356	0	76456	93870	71528	0	32908	136551	2611	0	1	91891	45415	122595	0	68583	100205	38561	177589	828	22349	64288	5883	58462	104467	78643	1	0	0	100618	30014	0	0	3361	96460	0	22782	5558	0	80651	27667	101036	78870	23212	0	95618	166643	132431	12023	5081	88834	0	181612	120009	46	90272	68381	14718	17614	158816	152315	0	131316
sp23	0	0	102232	4836	0	23962	0	50585	0	122857	0	0	0	451	27643	92073	1	143524	0	28657	16145	140310	0	48618	23100	62045	121571	130	76665	0	1078	0	0	159142	5	17460	0	106405	15555	0	82880	73869	0	31804	0	0	0	0	88953	66	0	0	0	6955	1	15664	74016	0	0	4561	3	0	0	81744	36950	1	62483	0	0	0	157265	19112	4570	19315	0	6	0	69221	87824	0	115060	0	0	246167	64648	234732	28379	28861	0	25555	199352	0	0	0	0	544	107921	12958	0	153674
sp24	0	184291	154058	51856	18922	126393	89449	173985	41350	0	50964	172936	78898	0	193716	0	170050	0	155187	865	153827	0	131403	10141	66066	114457	177593	153257	47583	84807	140244	194362	0	0	108193	188512	61793	147188	131903	71268	14891	11797	0	0	140942	147583	121011	174715	3033	58602	125409	192639	47476	25041	17223	0	8518	154744	148056	26565	50408	1049	106292	25483	121524	141495	81495	142765	153619	250	604	0	118264	0	141536	115867	50298	170068	177522	159290	67416	17180	84695	0	0	58134	114432	16287	47773	20512	99544	18385	0	148470	126183	184916	64449	161149	89987	198247
sp25	172569	105737	68965	139503	151146	19093	144919	131745	39436	147806	29501	141660	188179	21186	13473	80465	143763	19265	4674	187761	155194	127003	38259	52584	52495	13327	169316	56949	187916	17607	104958	12854	107081	174111	157085	47384	29904	195667	142345	50738	122539	39396	98634	569	136094	168824	169276	9057	159202	45128	100753	88942	134645	4634	160686	181525	91877	24634	58559	135613	112871	102094	58831	100082	169941	73126	33168	115027	15046	17694	128401	40553	93577	216	39489	189456	167658	28048	185794	165328	109844	130837	122521	48214	132749	107287	21550	83960	116368	7672	125986	77333	34140	59879	62902	44108	112683	63380	4114	50463
sp26	71967	112987	76147	52817	30025	74423	34491	91660	67564	13086	21400	116349	6867	45503	180935	56457	149411	109924	131119	111071	32987	149619	157049	95436	98296	23433	182780	87110	98605	116075	124558	60588	99864	2669	59708	153110	133397	26786	86586	7139	125160	63334	81662	166025	152377	65553	180412	187065	5486	3982	33113	136885	2697	108134	3494	25734	61580	151116	192646	169364	160288	174823	122567	66315	159718	187558	31790	43235	178028	37484	48903	68843	118290	153462	112868	68715	162688	61146	161966	120826	151698	182890	74746	118802	77062	88839	161917	162090	39513	48136	176175	7859	64659	158415	85508	185374	35759	18607	199252	175348
sp27	0	0	0	0	112580	0	77424	0	37	0	179894	67111	0	1488	0	0	0	0	0	0	0	97551	0	1116	0	120164	0	0	0	0	0	0	0	0	0	0	0	0	20	164461	0	677	0	24941	0	0	116261	0	98814	0	124449	0	0	0	0	70772	117997	0	121012	0	134244	0	0	0	0	0	3941	0	53378	0	0	128930	143254	0	0	0	125983	90610	0	0	86166	148739	0	0	83364	51161	0	159584	0	0	0	133507	4584	0	0	0	0	0	0	0
sp28	40660	5	56574	37568	102742	46567	1161	133876	166801	89703	29057	141819	6724	19957	161721	95676	60896	165814	167207	181050	57843	120940	165850	167733	176035	81321	57620	30065	16947	25369	99173	38017	137823	61129	32288	14063	2309	12380	150311	169547	163882	74986	114628	19302	135460	146204	65408	13991	19985	140057	155108	86759	174248	90817	167814	80564	114312	177480	54780	8918	122527	102	73752	138040	155562	253	22848	123679	89538	3457	61062	84587	19262	129800	144813	104968	34652	158810	41730	125691	75204	93691	117973	143512	93786	58185	61124	109917	92265	26891	174733	11243	56663	144647	156123	176771	72647	83254	135718	169377
sp29	107477	120798	132167	29292	174539	123969	52863	91172	0	58236	90270	77	157657	148404	2	98249	113706	101027	8	139526	47607	116026	41212	129341	52	2400	105545	7179	105597	141168	67693	72597	61903	95913	110422	179687	191677	44920	33281	94137	160827	118973	109850	85333	152145	4392	149063	71196	28825	6389	0	181734	612	11372	43575	130480	8144	0	85079	90498	14304	94956	57758	14	167967	154447	60943	83967	21933	173175	8051	89506	183235	99670	102077	83332	8159	13982	140394	122528	19107	31104	95922	11	60677	65923	137432	89960	64955	181683	65	42753	165271	88117	15	156765	123109	152169	165323	14615
sp30	27738	62101	27179	109050	76162	54903	165263	14958	164865	132864	198801	30948	198419	178013	179892	198054	24207	70603	135151	185173	124320	28699	20355	115173	167082	174057	192585	178712	158727	116825	61992	118515	99944	92412	135476	131415	155591	124448	44387	142690	133457	186929	103890	174750	190562	24194	73713	52884	151888	56160	18189	37209	134554	56174	153488	182925	151757	128101	170836	79169	173818	125001	188356	71004	118344	114826	120586	17623	59732	35730	117820	3660	17333	64189	191617	180241	13778	89196	180419	155410	88931	47017	136583	164995	155625	103731	119378	27749	9355	147870	150783	34581	157446	69838	39930	79715	133539	46999	177420	159179
sp31	78972	0	94597	37148	0	186532	61026	121935	88211	23397	0	0	28	116874	5	44219	1633	16750	63283	15204	87375	0	37593	72460	35119	395	67081	0	67181	48859	76518	138269	14820	89028	2728	92808	47139	127103	0	0	35346	0	0	0	24	25021	0	2333	40927	39203	0	0	0	117475	169743	71535	219	45236	0	0	0	64	27	150572	2	66050	16748	145038	0	73365	0	0	0	90955	134999	23187	0	12520	59490	62448	0	0	0	2	0	19584	42437	0	0	63316	90211	480	67117	0	42522	0	94219	0	0	100892
sp32	228	68152	123681	167563	8242	130297	142037	82371	53725	51982	58939	116364	95212	130731	102	71513	132781	662	112458	103029	79580	36878	43247	121031	182193	100686	54409	120705	136693	180385	19263	50620	122464	72213	58622	163519	168821	146682	19509	0	23519	126398	195373	68443	143543	112677	53146	148144	172520	116371	96381	199717	29855	186979	12418	85065	81105	170926	128481	134615	47425	161972	149760	192884	95294	107396	87208	137950	68599	27761	165788	105676	57090	65757	31908	159796	129090	115395	89478	101909	117313	34409	58542	54602	31006	134130	96565	97787	184043	153271	54870	163814	161211	40841	198838	25962	122434	105901	26357	10
sp33	76420	255429	253138	156211	48974	145973	105378	135393	271385	309856	147837	276978	353912	94464	277976	212284	155569	182435	171759	349091	260175	227264	263666	224470	290629	317629	145232	140561	209093	245913	171763	355449	190368	86602	76006	180802	139454	208018	178816	174551	82511	255575	296403	174924	229792	251243	198513	29000	28649	243445	272074	48202	214746	223627	170791	102443	199601	161047	187806	139237	302623	159579	122670	296228	260138	84587	210269	153517	187863	82778	242325	241746	179737	239892	200229	245502	181367	353428	214310	232724	321318	72231	180954	28824	203478	203763	244885	143717	118824	328882	144875	199972	161018	283466	216488	131119	319198	72965	176720	184545
sp34	82245	115866	99836	124360	15280	37942	55597	116149	120091	190667	155464	139619	177391	43793	90858	143826	136738	145257	122549	188078	119077	111305	192972	103043	199752	134718	68098	19407	164924	143819	126036	196676	171901	36649	23754	9816	130483	107478	32364	54243	83772	72828	199997	142912	90955	85107	14658	24103	15084	199741	91928	8340	114894	117915	18885	33630	191015	15263	116023	2263	190908	121798	51281	139167	141004	15488	124244	29012	191219	62445	135367	146422	54854	178981	150613	129248	84303	187578	66764	85761	193460	39731	113481	16738	172758	138832	181200	104696	99608	158169	64510	120418	144206	127558	127717	10044	145604	30129	71605	46818
sp35	0	13764	0	0	2686	108579	0	0	0	0	0	0	0	0	0	0	51	0	69397	0	0	85463	0	29083	0	0	0	0	0	48503	1	0	0	85497	0	0	15767	57726	0	0	18428	2748	0	0	6011	10022	1877	0	0	39538	0	0	0	0	100701	0	48702	0	0	0	85019	0	0	0	0	0	0	93885	0	0	0	0	0	70918	44028	0	0	0	85504	0	0	97201	15328	0	0	61993	4	109434	0	2	0	0	0	0	0	3	173	0	0	0
sp36	125220	126980	72794	57070	70998	9116	97423	4424	55437	156317	0	174225	62385	94129	31610	145033	78434	4683	110000	136237	88221	88224	70122	33646	196314	121416	95709	184289	186598	7482	12750	94807	186529	2123	152817	122844	17301	24627	142516	76662	10435	199664	131647	187238	127988	14696	29844	160421	96355	149538	126467	146999	176918	34092	25384	42342	1101	174954	0	125170	56112	94773	124159	36956	174056	6611	34225	69952	160108	112410	178648	150456	147019	156209	81806	54661	35468	9539	107717	45841	163417	0	64404	75776	145424	35739	5616	7152	180117	163495	45095	30712	182566	144827	94345	128766	121853	139076	149666	36298
sp37	178353	97908	176461	121915	89397	113394	135542	153435	179345	90644	81018	148669	50835	83898	194300	28869	142358	169186	49632	163644	182017	69217	159773	131608	177456	2777	53120	1241	30987	89519	92780	37453	139723	32802	40440	153529	88581	41111	170856	159741	86341	94374	188726	69915	44059	83660	20531	162663	42512	53836	158642	123359	83665	138866	104564	136011	113870	93554	185469	74300	34760	52995	136792	28955	183099	124904	180129	57662	105167	159572	63379	696	134876	74781	39839	180527	89225	190653	44854	94590	2168	72821	109524	127258	148440	108126	154664	79863	128384	21226	119377	28176	184996	102431	110548	135531	133966	13218	60510	184277
sp38	10108	101025	72464	108602	138719	22698	37215	197301	162485	162139	56723	103374	84590	29099	57703	177677	131690	123069	35681	51645	30001	99702	161867	122134	147103	77517	195912	150361	9386	135132	49793	165741	104794	69139	5340	12143	185152	164225	192841	58317	55134	154779	177097	38271	33483	47652	64396	104514	50809	134017	12985	128723	42395	83674	131871	35941	38224	104628	23260	69166	66600	72946	154315	120813	32301	54497	135985	40169	135338	38553	164361	100189	127875	13457	141162	79156	127720	2030	60609	138324	67509	26943	136513	79106	139273	134165	95374	174042	100293	173274	171800	180187	84020	148364	101728	116305	115053	173459	160052	134419
sp39	158742	191504	115069	30271	197342	22669	118284	132271	35039	122283	191449	86952	131609	47031	118956	99040	103056	774	6934	103720	107583	5141	17223	185689	110358	119495	124	170459	152730	71895	75624	147277	117365	41563	164116	155550	26972	84051	67025	190755	104410	35312	49692	43525	95873	159990	41215	171014	46424	98498	23553	148556	26778	64779	157208	174495	124589	38967	64492	160577	54425	156901	187541	193108	192546	62249	22144	26947	114232	91672	1379	139404	134752	114793	93835	115426	63581	9547	63255	77801	57407	119752	176264	8505	156833	18800	27953	5243	156875	119520	57369	65282	80507	165115	31753	26100	9150	177289	121119	49676
sp40	0	13602	65129	0	65813	0	13489	46	139	69619	0	0	80709	0	0	0	65198	0	0	0	14104	0	0	0	37325	70828	0	0	0	12494	34684	0	0	79833	5241	0	0	0	2	0	3931	0	0	0	39574	0	3	0	0	0	13616	2072	0	0	86619	64901	22669	0	0	0	0	0	0	113114	0	0	0	0	0	0	0	50474	5	0	0	7	0	0	81346	1385	0	43067	17250	7602	0	0	0	0	0	0	0	0	17392	94259	56551	0	0	15156	61551	0
sp41	142721	56313	154515	316261	99189	65181	134169	223161	159096	141058	19318	126199	85273	94496	186060	124692	121706	88675	98245	196154	57969	22752	167077	197346	114692	63963	156951	134163	90529	46668	126515	11686	152186	71297	56950	157985	9039	42494	156056	175535	14175	78930	35036	106933	193285	19872	166717	133985	152897	33755	117078	187968	196126	191278	23157	72944	19862	175282	237880	66600	110335	56520	166886	181542	231643	91770	159172	15660	98500	195554	245984	179633	161111	170346	107878	27379	68352	194872	151576	196763	195329	54262	189572	172936	72130	123303	77657	91405	180549	131316	170485	177974	98898	122238	103030	188461	227668	55222	146513	134910
sp42	170101	55861	64485	103766	2915	2316	19313	136344	188823	139034	0	134049	295	149411	82	190476	152260	125775	62284	2951	151230	21512	185949	7689	76870	98411	149058	143317	163265	161155	115926	7567	159045	159482	135993	83844	193871	88675	153950	16166	128757	129711	21223	163786	47252	79255	81126	156646	88107	98407	0	84427	77615	25226	193705	109479	17687	162885	115763	10616	1319	31584	52191	58516	176891	6844	144861	19755	82	72463	48340	57929	136764	115179	153318	23676	111333	119250	8389	121330	25463	17912	140598	16792	29770	78607	138386	888	32310	150510	175288	18026	33699	21346	74547	171086	120714	172833	52073	63241
sp43	140078	107777	30525	99096	70433	197966	137905	161417	49121	48120	43717	129053	120784	145280	122293	198941	60571	209696	84948	130610	14270	81845	131016	59386	16813	70169	173806	193540	101213	93974	56710	182502	157872	40308	39165	9959	174563	128905	73176	143517	150837	80612	199666	179984	103661	45683	110724	65633	21086	48245	163036	174493	187276	154355	2029	63406	164048	108068	20449	82006	177908	138007	120278	36648	51048	74099	17028	125645	173637	54598	88865	130800	132251	34806	126381	37325	28468	143991	128528	102195	158555	84875	9646	210275	178988	159047	191542	154913	114736	101043	110557	166807	145855	94622	110244	102082	76566	74706	92924	169430
sp44	174207	132642	260919	171925	132546	112644	6928	186413	106545	226533	223503	127344	0	158542	100	142186	142667	30891	203635	44148	150292	117728	156	162467	137289	80352	277763	141371	303606	140754	188951	291951	173283	261117	279317	237563	224162	186114	214220	137993	256903	30272	8705	297444	44720	158160	170382	75001	96950	118996	25474	226851	229592	197411	44488	258496	69841	0	139559	281102	49839	192545	0	0	0	54852	154368	161806	83942	232231	183727	12622	74221	77125	145715	128813	202021	13881	78305	0	88942	58344	26072	187544	249366	149849	33486	179367	138908	4470	211468	198698	107948	53097	202886	72339	67670	293784	248193	206472
sp45	27194	55289	111263	50793	177954	75145	171281	193925	29427	163519	109110	157056	116494	100283	81856	5070	36467	113747	16457	138419	89227	119928	92629	91709	168520	157173	0	22303	125267	3272	123251	157422	6216	10216	82193	63673	64887	4612	145348	53129	91197	34421	164370	80353	56794	114393	100001	62677	104236	146467	24382	187118	20648	85289	164577	58090	196103	11295	29048	158146	25371	151051	180863	114306	87994	129302	162914	24158	140773	80219	81341	112725	184230	24384	176644	89668	61473	26974	90744	95105	28252	138691	41421	0	87779	0	91395	96974	18272	27829	78856	102354	145717	82798	117819	85132	58756	3805	99167	44899
sp46	42	119246	43786	54552	47915	6847	461	8530	153365	45869	84428	59017	141013	44830	181629	66542	29183	29329	32623	157272	12614	93663	123305	42302	39497	147654	35061	83	31989	53952	24614	77455	160841	76543	2929	79103	52182	51754	83913	119260	109970	28919	188337	22741	2	5847	15717	44640	147923	89385	131651	15761	2070	46661	71538	109060	94644	144357	127912	27530	6404	181192	143914	97187	176808	114266	94570	3	99454	54799	158711	35840	198816	109824	32078	156703	39849	148051	22083	162182	115046	108080	72519	139277	164515	113019	133785	36410	136364	20752	87286	189882	134187	74931	27334	139480	130286	51927	2297	673
