	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100
sp11	0	0	-0.157360784260831	0	0	0	0	0	0	0	-0.5	-0.433684385982761	0	-0.421726413020957	0	-0.036435228005778	0	0	0	0	0	-0.2834224001845	-0.445436365104814	0	-0.135583153878059	-0.306118484732797	0	0.270989394689596	0.407912021841691	0.112438959978912	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.290714671679859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp12	0	0	0	0	0	0	-0.464063880255194	0	-0.0136528863186273	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.341155722246612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp13	0	0	0	0	0	0	0	0	0.49911072125891	0	-0.473109425611084	0	-0.5	-0.0950196839962201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp14	0	0	0	0	-0.306890317431462	0	0	-0.420729722804658	0	0	-0.051028450516467	0	0	-0.5	0	0	0	-0.243067588603008	0	0	0	0	0	0	-0.261865975560169	0	0	0	0	-0.105681436691461	-0.0243266349071986	-0.103099402199413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.261520290668299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	0	0	0	0	0	0	0	0	0	0	-0.0223047224647785	0	0	-0.308678262108201	-0.5	0	0	-0.12812449247617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.101498240075344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp16	0	0	0	0	-0.20387042892287	0	0	0	0	0	0	0	0	0	0	-0.5	-0.00902493525772123	0	0	0	0	-0.0665153283147374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp17	0	0	0	0	-0.482404170790792	0	0	0	0	0	-0.083858000822477	0	0	0	0	0	-0.5	0	0	0	-0.48673540713327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	0	0	0	-0.362378558336818	0	0	0	0	-0.377833169363609	0	0	0	-0.47834154101663	-0.43653698522609	0	0	-0.5	0	0	0	0	0	-0.142396596729013	0	0	0	-0.286311963347183	0	0	0	0	0.488820646265144	-0.399031245457809	0	0	0	0	-0.283743959414766	0	-0.0776850976514234	0.375326410656322	0	-0.211058458985246	0	0	-0.417671832157581	-0.33323047745028	-0.0884169401653903	0	0	0	0	0	-0.102177261700034	0.0433103466935246	-0.367292120877656	-0.32810508039698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.424587132070584	0	0	0	0	0	0	0	0	-0.257276607606944	0	0	0	-0.499165696945861	0	0	0	0	0	0	0	0	0	0	0
sp19	0	-0.323212595127097	0	0	0	0	0	0	0	-0.172845052429026	-0.484331451692844	0	0	-0.294568719287771	0	0	0	0	-0.5	-0.345405486140684	0	0	-0.399847933014182	0	0	0	0	0	0	-0.0713259718741989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.163074532583384	0	0	-0.414138273246046	0	-0.130658202537652	-0.5	-0.0294883572381712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.308508921597938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	0	0	0	0	0	0	0	0	0	0	-0.185469200841684	0	0	0	0	0	-0.447955215047672	0	0	-0.350115735483773	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.409929850516298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.180771840046761	0	0	0	-0.5	-0.330566743737315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp23	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.333734598214484	0	0	-0.497419036740318	0	0	0	0	-0.330044590949654	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	0	0	0	0	0	0	0	0	0	0	-0.391290649480389	0	0	0	0	0	-0.473696291683365	-0.421630805590465	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp25	0	0	0	0	0	-0.260994736176555	0	0	0	0	0	0	0	-0.125336904883964	0	0	0	0	0	0	0	0	0	0	-0.5	-0.385694947774895	-0.172408522795055	0.333812368264045	0	0	-0.168249394914587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.477010342137904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857735227316408	0	0	0	0	0	0	0	0	0	-0.188801954673415	-0.5	-0.279453701144485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.289388761210602	0	0	0	0	0	0	0	0	0	0	0	0
sp27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324672491364072	0	0	0	0	0	0	0	0	0	0	-0.0440410974796023	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp28	0	0	0	0	0	0	0	0	0	0	-0.305452901125601	0	0	-0.261563937275547	0	0	0	0	0	0	0	0	0	0	0	0	-0.328315525869604	-0.5	0	0.0900204424234549	-0.00302737950739684	-0.477359706378847	0	-0.328450229905492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345731245086105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp29	0	0	0	0	0.403060976803589	0	0	0	0	0	0	0	0	-0.0229896818506159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.0900206505698874	0.188660870041351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp30	0	0	0	0	0	0	0	0	0	0	-0.245832025958083	0	0	0	0	0	0	0	-0.127114865051075	0	0	0	0	0	0	0	0	0	0	-0.5	0	0.272648885427655	-0.125878360575733	0	-0.388698007902023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	0	0	0	0	0	0	0	0	0.333853190924895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.435074117780281	0	0	-0.447633288767238	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.300048338729059	0	0	0	0	0	0	0	0	0	0	-0.238827113185276	-0.0545060582001647	0	-0.5	0	-0.476902577582085	0.263403770715888	-0.241774025695848	-0.475338815693271	-0.0559469318555202	0	0	0	0	0	0	0	0	0	-0.37552072384913	0	0	-0.319703632767724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13246616338091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp33	0	0	0	0	0	0	-0.381447547879482	0	0	0	0	0	0	-0.100642398289144	0	0	0	-0.0690618406623555	0	0	0	0	0	0	0	0	0	0	0	0.0844905474698287	0	0	-0.5	-0.440946510005188	-0.328599059028362	0	-0.442572105936054	0.185319082561324	0	0	-0.0156692122179014	0	0	0.0638953336409363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.421451547042392	-0.00249841749091865	0	-0.082567245214656	-0.406275818824507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419249456389251	0	0	0	0	0	0	0	0	0	0	0.254201556869731	-0.5	-0.427008564942966	0	-0.327547689629006	0	-0.374767331085051	0	0	-0.0735829573072609	0	0	0	-0.452495248804025	0	0	0	0	-0.307178533652124	0	0	0.144893141127422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.341344509547444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.205472862858893	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.358123379143113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0356829569973052	0	-0.122984334837357	-0.335194136830743	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353635300738595	-0.460654017483294	-0.102380719366309	0	0	-0.5	0.0555337497787038	0	-0.0770275442125206	-0.364751632669626	0	0	0	0	0	0	0	0	0	0	0	-0.422286119359785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.146848379191933	0	0	0	-0.429620044239117	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.107710491769512	0	0	-0.295142363055835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.397313050324617	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.274162552593511	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.479927262703304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170543185712507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17946624585672	0	0	0	0	0	0	-0.5	-0.37605058154718	-0.293136581263449	-0.00952384246601025	-0.102994544243217	-0.332585494519244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00634676156062633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.462606743821057	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.242565642084284	0	0	0	0	0	-0.5	-0.120788998815338	0	-0.446578272148794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.025721893644412	0	0	0.029625370558612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32979687492585	0	0	-0.0215021759439679	0	0	0	-0.119422593154982	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.354185464471518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.160692639151425	0	0	0	0	0	0	-0.182590257687161	0	0	0	-0.5	0	0	-0.384718457774057	0	0	-0.235326139667584	-0.179326654919777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.399782258856713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.391690773162483	0	0	0	0	0	0	0	0	0
sp47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.370900468851225	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231610015962548	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.182148715193276	0	0	0	0	0	0	0	0	0	0	0	-0.29077925085671	0	0	0	-0.5	0	0	0	0	0	-0.0747042712419271	-0.477722735526208	0	-0.434212675364963	-0.211997865277759	-0.422835570528775	0	0	0	0	0	-0.425177502756035	0	-0.076690469225652	0.209039597028908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29223371887221	0	0
sp49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.170632246425482	0	0	0	0	0	0	0	0	0	0	0	0	-0.468725804469239	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0214912820160342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.343265339190634	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26285230560211	-0.5	-0.0106164809700474	-0.0452268697544327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.412772625667104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.242264517641661	0	0	0	0	0	0	0	0	0	0	0	0	-0.32941183382761	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.365934246427116	0	0	0	0	0	0	0	0	0	0	0.305466085129944	0	-0.0506006647788524	0	0	-0.233828409906193	0	-0.5	0	-0.130429005027206	-0.063258413241005	0	0	-0.250185160865185	0	0	0	0.158837304622519	-0.44294589839597	0	0	-0.482603454236358	-0.232190199463349	0	0	0	0	-0.360337062551389	0	0	0	-0.401183504132119	-0.00961518533931114	-0.0729953426994313	0	-0.41156303843695	0	-0.371807376710402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
