	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100	sp101	sp102	sp103	sp104	sp105	sp106	sp107	sp108	sp109	sp110	sp111	sp112	sp113	sp114	sp115	sp116	sp117	sp118	sp119	sp120	sp121	sp122	sp123	sp124	sp125	sp126	sp127	sp128	sp129	sp130	sp131	sp132	sp133	sp134	sp135	sp136	sp137	sp138	sp139	sp140	sp141	sp142	sp143	sp144	sp145	sp146	sp147	sp148	sp149	sp150
sp11	-0.178110126681298	0.245929381911738	0	-0.243795476909988	-0.335807301995216	0	0	0	0	0	-0.5	0	-0.370154661092153	-0.23957425759834	-0.179062574372236	0	0	0	0	0	0	0	0	0	0	-0.31129309817302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.328877494462135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0341760760104936	-0.462906216363301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp12	0	0	0	0.219610745258466	-0.0938537724765623	0	-0.39350932910152	0	0	-0.013974831108728	0	-0.5	0	0	0	0	0	0	0	0	-0.48776148022196	0	0	0	0	0	0	0	0	-0.43713351578868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.300350767462861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp13	0.467310421534248	0	0	0	0	-0.462569455458689	0	0	0	0	-0.285806184745538	0	-0.5	-0.297303138737576	-0.166066606816314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43445361836439	0	0	0	0	0	0	0.187810619804056	0	0	0	0	0	0	0	0	0	0	-0.28229414105064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.255058848929005	0	0	0	0	0	0	0	0
sp14	0	0	0	-0.0404267065075389	0	0	0	0.368374598506379	0	-0.20118143277542	0	0	0.216507551098005	-0.5	-0.14237765877964	0.366294886896263	-0.249905692266095	-0.211774552094897	-0.360263402928216	-0.205938710290391	-0.401043486541554	-0.416492034313991	0	0	0	0	0	0	0	0	0	0	0	-0.321934446580822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.230804404636857	0	0	0	-0.343869118208266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.293782205746493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.217568911060465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.425614388497353	0	0	0	-0.0953691165715898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	0	-0.0732937564654998	0	0	0	0	0	-0.409905584227799	0	0	0	0	-0.0230658704296593	-0.351948372389267	-0.5	0.420375239302325	0	0	-0.0145124768360448	-0.212452027755033	0	-0.0114749109663325	-0.201035855882349	-0.205867672055007	0	0	-0.13866616458653	-0.35071425158638	0	0	0	0	0	0	0	0	0	-0.331734317168868	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23011924851306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.281777154089566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp16	0	0	-0.0401136009560362	0	-0.138665246786489	0	0	0	0	-0.363142431879116	0	0	0	-0.204950743016109	-0.285765425529769	-0.5	0	-0.086679131305397	-0.17767240835425	0.355628808759835	-0.406887428245735	-0.079515499427442	-0.299244122845922	0	-0.477836121199832	-0.409608675099672	0	-0.0451924486440956	0	0	0	0	-0.317940848780514	-0.0272141366285924	-0.0219700333622121	0	0	0	0.0530287727722828	-0.0664445935680275	0	0	-0.321993931757903	-0.215899223824716	-0.165047133995118	-0.0535034932021471	-0.425062951788346	-0.0426907288732333	0	-0.195070668764873	0	0	0	-0.437660787837731	-0.207319652441249	-0.249597160348282	-0.411681660367022	-0.0616339559456287	-0.172832685294659	-0.0306385230855644	-0.0220312869690778	0	0	-0.0921052550181211	-0.487602739463996	-0.284108359790777	-0.404400924700843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.195151615957853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp17	-0.234109909446368	0	0	0	-0.377557115623271	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.0383883237219695	0	-0.218009099554822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	0	0	0	0	0	0	-0.053711419497591	0	0	0	0	0	-0.0849195196886733	-0.0927743831681437	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.394824297215038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.396980747222765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp19	0	0	0	0	0	0	0	-0.227743732184886	-0.386024236595104	0	0	0	0	-0.353073445881559	0.0338814058534708	-0.229079126704312	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	0	0	0	0	0	0	0	-0.373656872662031	0	0	0	0	0	-0.498611468420443	0	0	-0.136822694637098	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.115724549086317	0	-0.405280883534085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	0	0	0	0	0	0	0	-0.426413360790024	0	0	0	-0.146213175301591	0	-0.0981783270624513	0	-0.274380189944461	-0.418347710631445	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0884685992461559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0142102940828982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp22	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.262748491404813	-0.429899633791307	0	-0.0771140008832444	0	0	0	0	-0.5	0	0	-0.457720037641411	0	0	0	0	0	0	0	0	0	0	0	0	-0.149303950640317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp23	0	0	0	0	0	0	0	0.199362878000513	0	0	0	0	0	0	-0.0632127298720228	0	0	0	0	0	0	0	-0.5	0	-0.0894902630763035	-0.493328866445802	-0.0955239709981787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0419138970513875	0.424708204261344	0	0	0	0	0	0	0	-0.5	-0.329450438937347	-0.368171748399518	0	-0.214198257698151	-0.466730016383107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.178857804498698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp25	0	0	0	0	0	0	-0.157042419868759	0	0	0	0	0	0	0	0	-0.367063515792934	0	0	0	0	0	-0.472140265903622	-0.282008844933508	-0.242612159668778	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.453835369108922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	0	0	0	0	0	0	0	0	0	0	-0.366537628010788	0	0	0	0	-0.0329319819900393	0	0	0	0	0	0	-0.286636586101786	0.377881037338828	-0.413489922254281	-0.5	-0.236896627200686	-0.410622601889444	0	-0.129190700806985	-0.0141239434644114	0	-0.153759741551843	0	-0.46627723118796	-0.261782712679922	-0.325159482072692	-0.358993426341261	-0.331875192373956	-0.430256769065219	-0.100023626209251	-0.462088954658045	-0.208537125371171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.379200434151858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.116204288545984	-0.202633671947746	0	0	0	0	0	0	0	0	0	-0.0342940838620253	-0.5	-0.104698095553129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.109202786906713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0389549406853318	-0.38696617265838	0	0	0	0	0	0	0	0.0681405727947759	0	0	-0.271237123518828	-0.5	0	0	0	-0.288465165548804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00886178454273613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.195929574075411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37765528681712	0	0	0	0	0	0
sp29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0334240055816085	0	-0.392127627239467	0	-0.492402758940842	-0.5	0	-0.231548875625525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp30	0	0	0	0	0	0	0	0	0	0	0	-0.330471161335616	0	0	0	-0.190352578308193	0	0	0	0	0	0	0	0	0	-0.428012481495838	0	0.130943792714006	-0.341448524207915	-0.5	-0.342395802579876	-0.470831556501875	0	-0.217540079985664	0	-0.14461210293194	-0.162757484705856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.201844532245747	0	-0.456784280663419	0	-0.165277871533055	-0.5	-0.225340740294808	0	0	-0.30087826186073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.225762390951251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0700039093200304	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.406559773863954	-0.118444075472623	-0.5	-0.395908976679121	-0.0830963038539188	-0.262790153636173	-0.367906812100061	-0.230922885357968	-0.0583317770553427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.375116214540331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.265625280802543	0	0
sp33	0	0	0	0	0	0	-0.0453334217525111	0	0	0	0	0	-0.175291762869582	0	0	0.0923197695905203	0	0	0	0	0	0	0	0	0	-0.150411626559966	0	0	0	0	0	-0.250919655842374	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp34	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.258304925720214	0	-0.00625933563531842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.315512618320615	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.419894852237175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.204121019299896	0	0
