sample-id	md
sample230	5
sample231	7
sample232	7
sample233	5
sample234	3
sample235	6
sample236	4
sample237	2
sample238	1
sample239	6
sample240	2
sample241	5
sample242	6
sample243	2
sample244	3
sample245	2
sample246	9
sample247	7
sample248	7
sample249	5
sample250	9
sample251	7
sample252	1
sample253	4
sample254	8
sample255	7
sample256	8
sample257	1
sample258	1
sample259	2
sample260	7
sample261	3
sample262	1
sample263	2
sample264	4
sample265	7
sample266	9
sample267	3
sample268	2
sample269	5
sample270	5
sample271	7
sample272	2
sample273	6
sample274	3
sample275	7
sample276	1
sample277	5
sample278	8
sample279	2
sample280	2
sample281	6
sample282	4
sample283	6
sample284	4
sample285	4
sample286	7
sample287	8
sample288	2
sample289	7
sample290	6
sample291	2
sample292	8
sample293	7
sample294	3
sample295	8
sample296	2
sample297	3
sample298	6
sample299	3
sample300	8
sample301	5
sample302	4
sample303	7
sample304	2
sample305	9
sample306	5
sample307	1
sample308	7
sample309	2
sample310	6
sample311	4
sample312	6
sample313	7
sample314	9
sample315	9
sample316	7
sample317	4
sample318	6
sample319	4
sample320	6
sample321	9
sample322	8
sample323	9
sample324	7
sample325	4
sample326	3
sample327	6
sample328	4
sample329	3
sample330	4
sample331	1
sample332	2
sample333	7
sample334	3
sample335	1
sample336	9
sample337	6
sample338	3
sample339	6
sample340	8
sample341	2
sample342	7
sample343	4
sample344	2
sample345	5
sample346	2
sample347	4
sample348	7
sample349	9
sample350	5
sample351	5
sample352	8
sample353	4
sample354	7
sample355	8
sample356	4
sample357	5
sample358	2
sample359	7
sample360	7
sample361	5
sample362	1
sample363	1
sample364	3
sample365	4
sample366	9
sample367	9
sample368	3
sample369	8
sample370	9
sample371	2
sample372	7
sample373	5
sample374	7
sample375	4
sample376	3
sample377	2
sample378	2
sample379	3
sample380	4
sample381	4
sample382	9
sample383	7
sample384	5
sample385	4
sample386	2
sample387	4
sample388	7
sample389	5
sample390	2
sample391	9
sample392	4
sample393	1
sample394	7
sample395	3
sample396	5
sample397	2
sample398	7
sample399	6
sample400	5
sample401	8
sample402	1
sample403	7
sample404	8
sample405	3
sample406	5
sample407	4
sample408	6
sample409	1
sample410	3
sample411	3
sample412	5
sample413	6
sample414	6
sample415	5
sample416	6
sample417	4
sample418	6
sample419	9
sample420	1
sample421	7
sample422	3
sample423	7
sample424	3
sample425	3
sample426	8
sample427	2
sample428	7
sample429	4
sample430	1
sample431	5
sample432	6
sample433	8
sample434	2
sample435	6
sample436	8
sample437	4
sample438	1
sample439	5
sample440	5
sample441	8
sample442	1
sample443	5
sample444	5
sample445	7
sample446	5
sample447	1
sample448	1
sample449	9
sample450	6
sample451	2
sample452	7
sample453	3
sample454	3
sample455	7
sample456	3
sample457	6
sample458	7
sample459	5
sample460	9
sample461	6
sample462	4
sample463	1
sample464	8
sample465	2
sample466	1
sample467	5
sample468	2
sample469	2
sample470	4
sample471	1
sample472	7
sample473	5
sample474	1
sample475	8
sample476	4
sample477	7
sample478	4
sample479	6
sample480	6
sample481	7
sample482	6
sample483	3
sample484	8
sample485	9
sample486	9
sample487	2
sample488	6
sample489	2
sample490	5
sample491	6
sample492	8
sample493	4
sample494	6
sample495	3
sample496	7
sample497	3
sample498	1
sample499	9
sample500	4
