#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp13	0	20079	90127	0	0	0	74930	0	0	166	0	0	0	284876	105964	0	0	25	80240	0	0	0	121378	0	0	0	55424	0	138127	68210	4614	0	0	0	71906	0	0	0	0	67575	0	48734	0	52353	146398	0	117810	9037	0	0
sp14	0	0	0	0	0	0	71609	0	0	0	356	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	156166	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
sp15	41366	593	49101	87822	162982	0	0	0	84301	166836	0	0	98356	134560	0	2987	0	112620	183351	0	3	41438	78349	6855	61785	135766	189262	0	19785	76834	125466	0	0	0	107575	142082	98501	0	117333	152746	0	86446	187094	171645	31505	63253	34901	134479	0	3
sp16	0	2878	0	0	0	146757	100754	2	0	0	145981	167896	0	0	9205	28	137884	0	0	176720	36591	0	0	0	0	0	0	0	0	0	0	131132	0	119852	0	0	0	80354	0	0	96632	0	0	0	0	0	0	0	0	672
sp17	121549	0	0	0	0	0	0	191349	0	0	0	0	170116	0	0	0	0	198	0	0	0	0	0	156955	0	0	0	321096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323667	0
sp18	89982	0	0	4256	0	0	0	71761	0	140930	0	155556	53157	227830	0	120492	0	34844	91193	0	179187	0	21	166964	0	28	172331	184160	0	153498	0	164220	14639	0	42139	32209	0	0	70895	0	113918	0	0	0	0	148133	131057	0	152673	0
sp19	97367	119377	165611	68326	120658	0	0	0	90295	137487	0	0	46	172400	144740	120961	0	103431	154091	0	38068	69375	167951	0	116385	22703	81008	0	185975	73325	88001	5360	0	0	138230	181992	165984	0	179291	77789	86535	180665	159493	77937	196652	174587	130455	0	0	0
sp20	0	20	0	66496	0	2680	18124	0	0	0	0	0	0	0	0	0	0	0	0	3290	0	130725	7015	0	0	0	0	0	0	0	0	0	0	18399	1773	0	0	29921	0	7670	0	0	0	0	0	0	0	7518	0	135318
sp21	0	89110	0	8061	37194	46737	163284	0	128349	0	156384	255	61465	0	0	0	0	0	0	0	0	0	0	0	31330	0	0	0	29564	0	147	0	0	130038	22047	0	563	0	0	20118	0	0	0	0	0	0	0	0	0	0
sp22	77	1	1	21868	1087	0	22409	50668	0	0	0	0	0	0	214	4815	39912	0	0	0	0	0	0	0	0	98269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84701
sp23	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	171765	0	0	49943	0	0	0	0	139943	0	0	0	23254	0	0	0	0	0	22480	0	0	26872	0	130820	0	0	0	155310	122580	0	0	0	0	6	0	0
sp24	0	6	94872	20831	12187	135034	118742	8	198453	175877	99628	149032	3914	0	0	105794	189528	0	111651	106731	131974	110195	118573	0	65587	25370	14181	0	192774	99598	184558	0	138926	188977	97565	0	122448	0	119326	131779	130889	0	0	45856	121826	14251	116905	170793	0	0
sp25	114284	51103	0	0	0	0	0	147756	0	0	0	0	157660	97956	162720	1	0	41559	23	7	0	0	5607	39481	0	30238	320	176275	0	0	0	177535	0	0	58522	99312	2	20771	7	0	0	152321	65055	0	0	76904	0	0	174348	94100
sp26	0	0	75195	0	7	2015	0	33387	19	0	6392	77104	99403	0	0	36514	26	177709	0	37901	0	0	22737	102921	0	5271	54159	55867	17065	31234	116015	62882	67927	0	71250	93055	30705	23915	57441	0	158985	0	88834	56046	73922	104399	14279	0	28491	0
sp27	56586	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151345	0	0	0	101208	0	0	0	0	0	0	0	0	103903	0	0	0	0	0	0	0	0	0	0	0	0	0	152538	0	0
sp28	0	0	0	99693	0	120627	0	0	107956	0	139195	76328	0	0	91819	0	0	83785	72442	155464	0	0	0	0	47071	9	0	0	1029	0	25400	178937	172183	52853	0	167394	159957	114643	44933	93019	98358	33588	49202	101029	0	0	0	0	0	1
sp29	0	16	0	0	0	0	69054	26223	0	0	0	0	91609	33	0	3289	33495	38809	0	0	35676	51240	0	446	0	0	105780	3453	22499	71922	0	0	0	0	30446	0	0	0	0	1606	51631	0	0	69837	61172	155636	58016	0	109018	0
sp30	0	137605	9217	119476	72936	126919	17	0	129574	0	148751	174236	0	135052	7539	137907	3	0	86168	135865	109435	0	0	0	75056	0	23342	0	45273	163480	132198	36269	54307	94286	146911	164289	101565	89088	89186	195584	125342	2157	0	53552	129328	0	60628	0	0	74362
sp31	0	0	0	0	68447	0	0	0	0	0	0	0	0	0	0	0	0	111187	0	29111	0	160723	0	0	0	0	0	0	145014	0	0	0	0	0	0	0	0	0	0	0	48085	96663	0	75328	0	0	0	105786	4967	0
sp32	100438	97	177326	0	3	0	40104	291809	26165	86383	2220	0	288242	0	3450	0	126074	48175	0	1	0	118989	164750	143716	0	94618	1437	390926	60758	0	47742	0	0	0	0	0	0	56879	5	0	0	0	2614	0	0	121632	0	691	453697	0
sp33	0	0	0	0	0	110980	0	0	0	0	0	0	0	0	74528	0	0	0	0	128150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88042	0	0	0	0	0	0	0
sp34	4	0	60120	0	0	16572	0	89293	0	44604	0	0	52211	0	0	0	132929	126966	0	446	0	20644	1	0	0	58388	1	0	0	0	0	0	47705	0	0	0	143	0	7098	10	0	79207	94863	0	6333	0	40261	0	0	99942
sp35	0	0	0	0	96230	0	51365	0	0	114009	0	0	0	0	0	0	0	0	0	0	0	0	150315	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	49222	0	0	0	161669	0	0	0	0	61791	0	0
sp36	0	0	0	111803	0	0	0	0	40659	0	0	40505	0	6	0	0	12506	0	57578	0	55972	0	0	0	0	0	0	0	75698	0	0	50	0	0	0	0	114659	66295	0	0	144553	0	0	0	0	143901	0	0	0	0
sp37	0	84128	149055	8645	16554	113920	170546	64629	44317	67410	16693	20000	31239	187659	81404	134273	129993	0	20457	53518	0	137240	188953	161070	26065	80896	84422	39508	56425	96949	50300	33956	144734	27212	141797	39529	70019	71487	0	130940	0	119126	169676	175174	193371	0	33729	111898	56188	50808
sp38	0	0	76496	218954	133723	0	0	88704	193420	18790	191050	220945	94222	0	0	151797	0	179109	111615	0	0	104418	3464	177943	0	146050	131472	125624	194187	171675	142648	14522	0	0	4	75424	164792	0	0	0	252559	152244	5107	181594	109647	201552	71901	2	94696	58951
sp39	0	0	0	9012	0	38883	0	0	62	0	12872	61131	0	57947	0	51071	0	0	0	0	0	0	0	0	9502	0	0	419	0	122019	97211	0	0	3336	33650	0	0	0	0	0	66442	0	25779	0	0	0	0	10287	0	0
sp40	119914	131221	0	0	39942	0	11159	89209	15732	93788	2851	8970	110480	40	80805	58291	0	173123	61614	76150	0	121155	15	175230	0	84941	141358	98979	115132	0	0	61996	207883	36625	0	110394	109520	74934	4	103180	1	3716	127	34	148159	81525	136878	47158	59660	124562
sp41	0	17955	110214	110467	0	0	2	157558	0	0	149066	161920	3074	306	0	171854	178551	0	0	0	136530	0	63417	1532	160780	113341	0	302	420	194745	0	0	42277	0	178066	112826	0	15	0	154791	94333	26556	44	142563	732	0	0	178188	0	74022
sp42	100803	155209	101871	104750	155649	1631	134156	30617	176986	173816	144589	88035	65336	54017	0	62906	14743	173961	177532	0	79414	146634	105337	194997	80234	0	193295	123381	15741	97759	95693	174474	148840	143311	2	12429	103774	139280	142722	73240	76549	115315	7	39483	98829	194079	103595	1121	184420	37601
sp43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp44	0	97397	0	445	0	0	34873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89432	0	27874	0	0	61898	23289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp45	115945	59118	55076	68236	174974	0	2053	0	191083	165758	0	0	162121	114331	0	0	1	150302	0	0	0	0	0	135972	0	0	36759	110779	0	42325	148076	159389	0	109276	0	0	0	0	78532	2	0	0	0	0	0	23484	185064	371	143827	20690
sp46	0	0	137377	0	0	243837	0	157290	0	0	662	0	0	0	184295	0	131358	0	0	258964	0	317898	0	0	120061	224551	0	0	0	0	0	0	96593	0	31459	62793	172247	284573	0	76598	0	313750	36970	57144	313283	0	0	0	0	212207
sp47	195994	1493	115340	90343	7267	300860	159746	80881	172195	882	18116	0	79912	166906	232439	49722	178789	12172	227751	233197	0	422377	0	190820	196560	260990	184656	166638	154089	56892	71504	58964	115955	188046	75	1456	132842	255833	9	52384	73108	330761	0	39717	412749	7	15358	0	40058	222328
sp48	35	13	54279	42342	57522	0	154455	301	2491	70840	117384	122517	0	34386	0	176583	37587	0	96637	0	4545	0	45518	0	86566	0	94325	27312	43326	132068	0	0	33560	21211	72102	68	0	1	23302	32808	155405	0	1404	144391	0	2509	0	151236	34036	1
sp49	0	0	0	0	0	0	0	79004	0	0	0	110230	0	0	113179	0	908	0	0	0	10702	257	0	0	0	0	0	0	0	0	0	0	63688	0	0	107490	151322	172416	0	0	0	0	121527	0	16152	121224	0	0	0	0
sp50	279953	157473	168097	178456	168542	1050	171641	6056	263959	258770	103567	114177	132529	165331	45935	32383	1046	198170	186277	67491	83245	0	90789	227433	137708	77617	130635	91461	233229	223064	146499	86798	28300	229375	17655	170980	107635	60890	220617	19387	201332	0	137812	61818	0	80895	284185	138867	94000	821
sp51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42320	0	126428	0	0	0	0	0	0	0	0	0	133067	0	0	0	0	143	0	0	0	125824	0	511	0	0	0	0	0	0
sp52	0	0	0	33997	0	0	3502	0	79663	61751	46604	0	0	4	0	0	83479	91045	2	0	0	0	0	28236	1382	0	7796	0	42624	80396	82295	75679	0	1	0	0	0	0	35615	0	19542	0	2852	0	0	0	100648	40568	10450	0
sp53	0	0	0	0	0	0	0	0	52793	0	0	0	898	0	0	7831	0	0	0	0	0	0	29	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	174116	0	0	0	1	0	0	72913	0	0	75484	0
sp54	0	0	0	0	0	0	66655	0	0	0	0	28587	0	0	0	0	0	0	50965	0	90348	116136	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	161223	0	0	0	0	0
sp55	70690	167909	102817	69695	156453	166859	47981	191925	59074	187435	180986	150669	66433	124730	2592	115349	171421	0	22511	193985	44034	88858	0	199724	62061	58060	145126	181569	143675	56069	131525	63409	332	124179	103190	28499	128516	556	0	102591	137077	0	0	42139	164327	2	4809	191749	45273	114738
sp56	0	0	44978	13946	85553	3	53032	0	0	0	15273	2	57396	0	78654	40236	63955	83546	75310	0	0	27914	0	20666	109081	6	72618	0	21127	9646	0	1804	0	0	0	71517	14049	0	0	0	5	5195	6683	22651	19706	1	0	65552	9664	0
sp57	122683	143976	89442	183295	75365	89174	125682	140783	187504	72125	117856	108482	99030	199603	131361	69946	87304	61627	82679	183380	143460	4727	97079	140271	154627	189862	81207	189128	51077	14081	191525	191153	83712	93166	196888	182445	72811	169035	140326	199365	78864	104215	196157	120875	93818	191287	153213	86797	16695	114351
sp58	0	19473	0	0	0	0	0	159336	0	0	0	0	0	0	2	2105	0	0	0	0	0	0	0	0	0	0	0	53353	0	0	0	0	0	0	91836	41035	0	43119	0	138477	111821	0	0	0	0	0	0	0	0	0
sp59	0	0	93210	67409	95835	33289	120264	475	7502	50821	51278	132795	0	69309	0	0	0	42620	79362	20543	88597	55036	159841	13702	76043	0	0	115584	6631	82073	0	10198	12	123195	63971	95396	105586	122	196	30831	0	101866	3879	152	155888	0	66965	2026	0	0
sp60	12570	62505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64350	42035	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91469	0	0	0	0	0	0
sp61	89815	5698	22934	138341	3333	1	150835	0	119254	140505	170640	6569	87152	143323	180669	100105	2	1	166964	239	51626	0	34086	9	162673	183252	113780	0	0	129446	17978	71842	172080	78161	82906	21200	54836	0	103776	64	0	0	179761	4822	92809	131970	164956	0	167354	197359
sp62	99665	3	146704	149139	133669	171665	56006	0	89557	17681	10557	20191	3757	2	12	115911	63974	55912	110104	91875	19945	120919	189857	175531	107581	47486	161487	26740	182318	4602	173171	79539	48	178451	0	22893	103356	125655	22	0	0	145863	46348	32469	106454	87919	180	128805	23779	1217
sp63	8807	0	0	0	61305	0	26639	3708	0	0	79243	0	704	84950	1	0	0	11956	0	0	47786	0	0	0	0	0	0	0	0	37729	0	54838	31239	0	0	114215	18313	0	0	75114	164752	0	0	63680	0	0	0	0	23818	31774
sp64	114688	152037	12133	5944	0	0	106272	78677	5637	185139	93850	117441	186312	57998	33210	58760	157729	29659	122054	39964	60984	46728	0	102527	132727	170973	0	139197	0	101508	105643	99921	65401	60340	126101	78	48698	0	97778	160784	84149	0	111228	160059	118	160546	126009	15	65732	109355
sp65	15151	68851	96767	0	45604	0	85664	1672	0	51701	61704	27166	109987	60852	0	98744	0	123614	112180	0	6072	0	0	0	0	0	0	161852	78896	118515	54822	35733	0	142864	81536	45270	0	36008	0	74378	77307	31843	137665	82059	25109	41548	73862	164154	0	46637
sp66	0	0	0	0	0	2	0	158575	0	69384	1	47755	0	133	31452	117058	0	0	98	43329	106780	3139	0	0	0	387	174961	0	0	0	109973	30258	0	107	3418	0	0	0	0	0	0	86146	4474	0	0	98213	123589	0	0	0
sp67	52268	40198	45937	184720	66779	43246	136657	137506	69383	137978	66601	123249	147544	111739	19302	50601	72165	0	61596	64122	5	141111	86918	170536	4570	13497	86896	13204	46814	95628	162	83786	31942	62641	163364	0	139656	118860	178308	132835	26640	87097	84948	4468	155789	110340	102238	38579	28425	36440
sp68	0	0	0	70820	0	175133	0	0	0	0	0	0	0	0	39908	0	115810	0	0	0	0	0	0	0	7	196932	0	401	26	0	0	0	0	0	0	0	0	62864	47029	65308	0	0	0	0	59363	0	0	0	0	51564
sp69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp70	2	204205	0	0	57932	15217	101882	43148	183736	0	5	314	40555	0	108382	22102	120462	171073	0	51561	0	0	132000	47011	110214	0	0	0	0	0	6349	70739	459	0	92707	35	160286	0	0	88608	0	122	88826	0	162182	48010	155290	0	170216	145949
sp71	19215	0	0	153589	48261	89419	114600	0	0	0	0	113703	67447	0	0	0	37767	54017	183666	55130	0	5410	98858	112747	0	153904	0	163995	186554	0	51170	0	14941	126763	126318	26901	375	136993	137595	0	124255	4667	172198	69504	44418	3	0	145523	0	0
sp72	0	0	69989	3131	0	0	111	7623	0	72123	0	0	0	136496	0	0	0	0	86900	0	126901	97386	14188	0	0	111683	83494	0	0	0	0	1621	0	87347	0	0	0	0	0	0	0	5815	0	0	0	0	0	0	0	0
sp73	196328	116	447	141445	143257	0	0	0	0	0	104657	110591	135266	0	0	0	0	122718	0	2	0	0	0	152326	27837	0	0	144251	0	192713	13943	0	116757	0	0	178218	89784	75174	10423	46463	185035	0	54180	135995	39322	0	0	77067	2550	134439
sp74	56474	101837	124738	87407	154888	161966	13906	22459	150641	24402	176701	0	177944	0	45039	0	108069	40504	2	155958	0	152478	184554	0	152231	118259	1833	0	159713	129180	85842	0	93341	49914	11728	34122	39223	129564	129651	104702	33261	1	90839	189344	157376	34868	0	184557	0	191757
sp75	3	0	0	0	0	98795	142795	83218	91108	171291	0	54662	0	52260	0	0	0	0	159779	116472	171053	77108	0	0	0	61844	39319	489	98844	0	116122	140691	0	0	0	0	40496	0	86	180279	0	183392	126583	34405	0	6580	143339	0	0	0
sp76	0	70864	24824	0	0	0	0	63367	0	0	0	0	0	129168	0	174259	173617	0	0	0	1	31472	29423	1207	34	5	59775	0	113871	0	0	0	0	0	86930	0	0	0	0	0	0	2239	0	0	125070	195288	0	71789	160430	0
sp77	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp78	22186	126950	138326	8561	107814	1	12695	0	77772	0	50276	0	161518	0	74462	9086	46756	51790	0	0	0	0	164202	129361	189999	0	0	67727	51996	150306	0	0	6255	15837	91173	105937	134570	170400	76977	0	151298	0	0	13582	59967	25281	0	150621	154342	127480
sp79	192907	33047	0	1280	93128	46028	0	23915	162500	0	22	0	192943	0	190267	102132	158431	64980	0	77674	0	0	0	152293	58796	233	0	145105	152059	154546	26192	155301	57320	0	57723	132818	75131	46569	119734	107851	4322	114886	124871	113165	0	185249	358	85391	98354	140466
sp80	0	0	148536	386	0	0	0	0	0	0	0	0	111978	0	31380	0	185815	31182	0	0	0	0	33042	46357	29237	0	0	196765	0	1932	0	0	0	0	0	69101	19368	0	0	0	84765	0	0	0	28650	0	0	189107	9933	117105
sp81	193689	87827	171375	147802	130859	0	0	78898	110528	87326	90504	0	160076	53017	77938	69048	122756	64032	78964	90430	59457	86963	15046	77587	108571	123788	57538	21286	56888	6447	53952	1968	155018	29012	143359	20599	160257	141966	103609	37231	55099	63328	114399	96744	103173	99608	0	106774	147419	53414
sp82	0	0	0	0	63306	63034	4175	0	73855	0	0	0	0	0	0	0	166435	0	0	0	0	0	21	0	0	102194	0	0	115708	0	0	0	0	69637	0	125636	8807	0	0	104051	0	0	48068	0	0	0	0	0	0	0
sp83	138284	161654	17666	128472	44	0	0	10	0	0	148410	115274	96395	151579	195283	67418	0	71309	0	95623	0	81362	171793	179076	154217	0	45372	17205	0	66737	1598	0	186756	0	67642	0	44	104098	76815	0	109966	26	0	716	153829	148387	0	120967	85360	171454
sp84	61275	134573	86804	169459	73310	24047	38078	9770	0	36610	164149	44324	56062	1336	143027	182557	0	53640	27566	82659	5643	257	60277	67055	3381	52529	80914	180875	1	77080	0	5	93851	35553	85357	100	11481	142953	146526	69	176118	39426	40750	381	100069	66521	10706	157489	139630	37259
sp85	180658	1629	130883	187298	64280	60098	74176	5578	157444	187292	0	0	111524	50	41249	73314	86206	155754	230482	58432	178816	77739	105259	160809	2	89024	2114	61417	157336	26427	110874	218231	0	223923	132670	107901	118310	106214	56480	245692	104486	246199	78482	151595	113609	129047	131493	48809	42396	78531
sp86	0	137849	52316	0	99	0	0	54127	0	0	0	131502	0	110034	52780	0	0	0	0	24031	0	458	0	0	36964	0	63979	0	46104	0	86486	0	0	0	0	0	0	0	60630	0	0	0	0	0	16848	61297	0	0	0	0
sp87	0	173082	0	117259	102502	117717	21404	0	168225	115844	40407	112074	0	151838	166711	0	0	139747	170877	190618	60487	1036	54825	0	172453	154793	98536	0	68848	105714	157026	138275	121090	125	69863	24433	91405	173026	172814	34578	27073	8032	73698	155837	110768	120632	63708	0	0	0
sp88	151105	0	81822	32140	0	0	53058	0	0	0	43467	0	186485	0	0	66048	160617	42877	0	0	0	4056	0	174	0	0	0	126710	115187	1709	0	0	0	85476	27717	27275	0	83	0	0	152445	92753	0	0	175	0	0	187900	125486	114882
sp89	44497	0	0	0	0	0	0	0	0	0	0	0	120150	0	0	55115	15	128336	42376	0	0	383	0	0	0	44502	0	64698	0	751	0	0	0	76888	0	0	2	0	0	10183	0	50542	0	107236	0	0	0	2441	51286	65107
sp90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212599	185169	0	0	0	0	0	0	127779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44778	4
sp91	69664	41273	57321	116932	106703	164720	61392	0	2127	193219	169198	163911	79452	116456	35748	0	0	138251	166082	97198	162748	62606	177745	249	62536	84157	2572	286	102492	196651	26874	163309	92288	169428	0	0	179585	0	120820	0	481	66499	52014	173326	183499	7207	91142	138599	112040	77523
sp92	0	0	32689	0	79038	136026	0	56014	135376	64445	112580	89333	2	25381	106769	0	0	0	0	9155	6669	0	0	0	0	0	0	91695	122898	0	0	37243	0	0	0	1	58678	0	43251	0	0	0	127360	107600	67205	0	112	96077	0	0
sp93	85546	95520	29120	144109	46416	305	185462	118957	70665	26627	0	2042	124502	166853	0	104644	7857	94483	156267	38764	65470	130422	177859	182064	114129	151716	161481	90386	0	180560	87956	20943	73460	110600	188739	178118	140619	54368	50868	3964	180749	84205	61010	5896	0	106573	32077	34580	178681	157550
sp94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp95	0	0	0	174480	0	0	0	0	0	0	0	140467	0	0	44136	0	220	0	0	111583	0	0	87927	0	0	114919	0	0	0	0	0	70827	0	0	0	0	0	0	0	0	0	0	0	0	143273	0	0	6593	0	0
sp96	214200	174331	185694	1403	167567	109800	128434	182553	124393	90641	105898	66379	0	178687	74483	165959	56942	9	112991	39521	232332	136542	158600	127663	326610	21	186024	73754	179105	124776	232211	67817	55455	170527	94263	88624	95686	144443	161688	193631	18091	153097	52629	0	83615	56237	275923	153898	307482	105475
sp97	0	0	0	0	0	0	0	0	0	0	0	0	79212	0	0	0	0	0	0	0	0	28533	0	0	0	0	0	0	0	0	0	0	0	0	105085	0	0	0	0	0	0	0	0	0	49320	0	0	0	0	0
sp98	1682	81110	0	0	0	0	0	0	92602	82118	87763	0	141167	0	0	0	0	169497	0	0	0	0	0	0	0	0	0	0	8404	0	0	0	58884	0	67007	0	0	0	82392	8	187591	0	19319	183988	0	162084	0	0	0	2768
sp99	0	0	0	0	60105	0	0	159937	0	48263	88884	0	6	14699	0	0	0	0	0	0	0	148085	0	93837	0	0	0	0	0	0	61687	5	0	16	144432	131743	147998	17013	80173	0	0	0	73813	13	0	6551	138517	0	70605	144152
sp100	126056	19754	182048	163188	107173	45785	194813	1459	54498	0	0	195870	77	134532	120504	196767	71754	108	96783	32409	167150	21451	3382	0	124468	180196	188436	136201	134656	111994	65660	130417	38861	85510	0	0	3953	171253	319	49062	0	140907	0	0	37727	0	1	187551	131204	0
sp101	141440	109567	41605	125698	152654	49865	125714	0	160867	90703	146967	2	95906	40233	34	163856	194500	107469	38028	141982	127455	0	186029	57878	174356	138660	130203	39928	158408	79187	4929	31138	0	56220	17557	0	0	0	54602	161661	167747	147592	0	179693	4222	0	28605	114717	140829	97853
sp102	0	3591	0	0	0	96686	99073	0	0	0	0	0	0	0	106463	4	188794	0	52701	83973	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120674	80425	161294	0	0	0	0	134113	0	1	1	1942	0	1	133115
sp103	0	0	245	0	22627	57370	0	0	0	0	0	0	0	0	88416	0	66399	0	85	37162	124172	0	66658	0	3122	0	0	52580	0	0	38546	0	0	2340	0	0	0	0	21197	0	0	14274	0	0	405	0	0	0	0	0
sp104	0	163079	43993	224402	137784	81229	156983	0	190504	79031	21188	127602	56366	194432	0	150208	153194	0	129863	92130	0	38387	125832	145565	199861	191458	218262	152275	170992	114210	148325	0	0	179930	0	78696	87212	200072	0	169173	180	168672	54854	218572	71837	519	22778	141254	121629	0
sp105	0	0	0	0	0	100	2301	44444	0	0	22889	0	0	0	0	0	0	0	0	135120	0	0	0	0	0	2	0	0	0	0	0	0	101	0	0	0	0	0	0	112575	0	0	0	109244	0	0	132789	0	0	0
sp106	167253	0	41811	0	0	0	284	0	0	0	36956	0	72119	0	78767	0	0	169541	0	44074	153922	0	0	0	0	0	0	0	0	0	0	22817	146910	0	0	0	0	0	0	0	72169	0	0	0	0	125843	0	0	0	844
sp107	0	0	628	0	7616	95014	0	32217	0	4	0	12522	0	0	175276	0	4	75454	0	538	118444	42	10881	0	0	0	0	14291	0	0	833	137098	121472	0	0	0	0	0	50787	0	0	0	0	0	123611	97203	0	0	0	6
sp108	1	0	0	0	0	0	0	0	0	0	0	0	0	39067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78178	0
