sample-id	md
sample354	7
sample355	7
sample356	1
sample357	1
sample358	6
sample359	8
sample360	1
sample361	7
sample362	1
sample363	5
sample364	6
sample365	5
sample366	1
sample367	7
sample368	1
sample369	8
sample370	8
sample371	8
sample372	8
sample373	5
sample374	5
sample375	3
sample376	7
sample377	7
sample378	7
sample379	7
sample380	5
sample381	1
sample382	4
sample383	3
sample384	6
sample385	9
sample386	3
sample387	1
sample388	3
sample389	3
sample390	3
sample391	7
sample392	3
sample393	7
sample394	4
sample395	5
sample396	1
sample397	3
sample398	8
sample399	4
sample400	7
sample401	8
sample402	1
sample403	7
sample404	9
sample405	1
sample406	7
sample407	2
sample408	9
sample409	7
sample410	4
sample411	5
sample412	7
sample413	5
sample414	7
sample415	9
sample416	5
sample417	2
sample418	1
sample419	8
sample420	5
sample421	8
sample422	8
sample423	9
sample424	1
sample425	3
sample426	9
sample427	6
sample428	4
sample429	8
sample430	8
sample431	8
sample432	9
sample433	1
sample434	5
sample435	8
sample436	7
sample437	9
sample438	9
sample439	9
sample440	3
sample441	3
sample442	3
sample443	6
sample444	9
sample445	5
sample446	1
sample447	8
sample448	5
sample449	3
sample450	8
sample451	6
sample452	4
sample453	7
sample454	5
sample455	1
sample456	6
sample457	7
sample458	1
sample459	2
sample460	3
sample461	7
sample462	3
sample463	8
sample464	7
sample465	7
sample466	9
sample467	3
sample468	6
sample469	6
sample470	5
sample471	3
sample472	6
sample473	7
sample474	5
sample475	9
sample476	7
sample477	4
sample478	4
sample479	1
sample480	1
sample481	7
sample482	8
sample483	3
sample484	9
sample485	7
sample486	1
sample487	3
sample488	3
sample489	2
sample490	8
sample491	8
sample492	8
sample493	3
sample494	2
sample495	6
sample496	1
sample497	4
sample498	2
sample499	8
sample500	4
