	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100	sp101	sp102	sp103	sp104	sp105	sp106	sp107	sp108	sp109	sp110	sp111	sp112	sp113	sp114	sp115	sp116	sp117	sp118	sp119	sp120	sp121	sp122	sp123	sp124	sp125	sp126	sp127	sp128	sp129	sp130	sp131	sp132	sp133	sp134	sp135	sp136	sp137	sp138	sp139	sp140	sp141	sp142	sp143	sp144	sp145	sp146	sp147	sp148	sp149	sp150
sp11	-0.313679461398278	0	0	0	0	0	0.179806865270003	-0.390287822785962	-0.396174475369749	-0.457732975548685	-0.5	0	-0.234713701851494	-0.413860634775627	-0.440891077746477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.330010169140839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.141700621996489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp12	0.457030866317055	0	0	0	0	0	-0.185852872806708	0	-0.347516326468855	-0.0177245548632578	0.265409755066882	-0.5	0	-0.294137468168165	-0.282896915424138	0	-0.243868459591602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.292278778966025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp13	0	0	0	0	0	-0.100668098203659	0	-0.0142476704534888	-0.45009294770865	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp14	-0.4089800864941	0	0	0	0	0	0	0	0	-0.306278596835826	0.194537676879799	-0.0845183917116839	0	-0.5	0.33520490177308	-0.26935302240792	-0.184135541807166	0	-0.0937450532177836	-0.303309253869662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	0	0	-0.132340894152494	0	0	0	0	0	-0.196032805509262	0	-0.0275877591255377	-0.475927396179708	0	-0.419218481569174	-0.5	-0.209327660166484	0	-0.0346155486813537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.343454595519416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp16	-0.403700045605316	0	0	0	0	0	0	0	-0.413783303952292	-0.339426273469336	0	0	0	-0.442661111003619	-0.0388608906278666	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.418213664794622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp17	0	0	0	0	0	0	0	0	0	0	0	-0.492684261274929	0	0	-0.000745479132635519	0	-0.5	-0.479430420777933	-0.431653242804846	0	-0.282671109024193	-0.384256208784601	0	-0.0131057400104962	-0.187151002595604	0	0	0	0	0	0	0	0	0	0	0	0	0.330294304969665	0	-0.438437886361745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29307894996329	0	0	-0.240023387891143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	0	0	0	0	-0.241905455616293	0	0	-0.113405706328605	0.261536126211395	0	0	0	0	-0.270481729149739	0	-0.135280057748565	-0.5	-0.225056521463518	-0.413556451348774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.347220532227966	0	0	0	-0.081410715418146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.493189669101189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp19	0	0	0	0	0	0	0	0	0.0229979515968496	-0.0396584032180114	0	0	0	-0.494371505452709	0	0	0	-0.189600445598357	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386563272177151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.328069656505117	0	0	0	0	0	0
sp20	0	0	-0.0914792036337429	0	0	-0.0191734822023311	0	0	0	0	0	0	0	0	0	0	0	0.0318877710584807	0	-0.5	-0.160499047952003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	0	0	0	0	-0.100827269456873	0	0	0	-0.411973079574788	-0.167414885809449	0	0	0	0	0	0	-0.294868821507897	0	0	-0.295894996923609	-0.5	0	0	-0.484495279698626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.435214924301703	-0.0497172227524314	0	0	0.248654809971163	-0.5	-0.317598525430246	-0.357710314759833	-0.141030211673756	0	-0.0277988647762476	-0.405017281909599	-0.333919369732691	-0.362643592190363	-0.154480221335916	0	-0.23347453501099	0	-0.300382688604163	0.392918028392664	0	0	0	0	0	0.355520962249269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.387402723363102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp23	0	0	0	0	0	0	0	0	-0.411800610930976	0	0	0	0	0	0	0	0	0	0	0	0.319214311820213	-0.497008419707401	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	-0.00753971395607106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367322252518421	0	0	0	-0.405981030508296	-0.490806716543816	0	-0.5	-0.122058695778283	0	-0.409091742387053	-0.0165414464669582	0	0	0	0	0	0	0	0	0	-0.458225322186311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0999824510498554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.286204674105616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp25	0	0	0	0	0	0	0	0	-0.155917891538516	-0.14686412067333	0	0	0	0	0	0	-0.312069945943446	0	0	0	0	-0.05670835082985	0	-0.328575967929033	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218847608144765	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.279475882592683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	0	0	0	0	0	-0.171348829284597	0	0	-0.238859370992954	-0.283492834120034	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.126283298400762	-0.332889066545055	-0.5	0	-0.085301130445234	-0.155698322896003	-0.470796598261986	0	0	0	0	0	0	0	0	-0.410283746598666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.460611799496303	0	0	0	0	0	0	0	0	0	0	0	0	-0.128036889835938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213335533575774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp27	0	0	0	0	0	0	0	0	-0.438137813710519	-0.0644802890267549	0	0	0	0	0	0	0	0	0	0	0	-0.490933465497792	0	-0.2520314071481	0	-0.415561866323818	-0.5	-0.12265494892871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0931393872619397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp28	0	0	0	0	0	0	0	0	-0.163244389734513	0	0	0	0	0	0	0	0	0	0	0	0	-0.185318602706965	0	0	0	0	-0.46837744720069	-0.5	-0.256983455126118	-0.208058913133566	0	0	0	-0.320569487002671	-0.0688603148697084	0	0	0.398626543485506	-0.317033593894204	0	-0.442575684820714	0	-0.145227095198347	-0.0449187647230667	-0.0544015794010879	0	0	0	-0.0109124613553123	-0.24577973114596	-0.109970148647949	-0.302039097308218	-0.030119392029976	-0.361370214714215	0	-0.162909905868054	0	-0.311821045068195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.423001393620439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450633627042165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41847556434473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0181144460760476	0	0	0	0	0	0.412057893425347	-0.5	-0.448543797862369	-0.26575772654277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp30	0	0	0	0	0	0	0	0	-0.317121959621608	0	0	0	0	0	0	0	0	0	0	0	0	0.0631019843286788	0	0	0	0	0	0	-0.130359617993722	-0.5	0	-0.399754086330216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	0	0	0	-0.325424741767445	0	0	0	0	-0.35295952726925	-0.340288722740635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00849995677746832	-0.5	0	0	-0.24029848029298	0	-0.0760712335892185	0	-0.100024014912236	-0.0627137471117009	-0.322439654758798	0	-0.10698094131781	0	0	-0.421857769135565	-0.360539397181515	-0.492011591259579	0	-0.176986601714646	0	0	0	-0.357195283653464	0.0533893865828542	-0.105113080983628	0.135836504872814	-0.205959453805294	-0.123060891630698	0	0	0	0	-0.0875485090124188	-0.0717197791036777	0	-0.433453501648039	-0.0408628756104689	0	-0.135755078989605	-0.458258276260104	-0.48089785289363	-0.466451662089191	-0.212301664308908	-0.313636419905771	-0.0351486931838631	-0.106345065142431	0	-0.125282771445022	0	-0.289393161388931	0	0	-0.122264924423043	-0.359696478518138	0	-0.0983878222558089	0	-0.356218561874356	0	0.373114584035294	-0.0465224592953967	-0.308842802910742	0	0	-0.229537962115558	-0.492140393156696	-0.289670165175709	-0.180586409165359	-0.244829684473013	0	0	-0.335564495573002	-0.0949659186551627	-0.457820986565698	0	-0.12655057506704	0	-0.114169016199189	0	0	0	0	0	-0.106092807382098	-0.214780421500385	-0.037709313156514	-0.443790475478852	-0.334210017937201	-0.391997687405339	-0.16732895276437	0	-0.40500725537488	0.242130640836505	-0.453183742953998	0	-0.400502023632179	0	-0.0147188443615055	0.467664768367726	-0.247036969706751	0	-0.449543515747804	-0.275148445737488	-0.0173645454689488	0	-0.245132020192833	0	-0.117834315504623	-0.261366003056576	0	0	0	0	0	-0.0198834526870004	0	0	0	0	0
sp32	0	0	0	0	0	0	0	0	0	-0.130861438437174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.322656311330278	0	0.0198031409925525	-0.0878095866867923	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp33	0	0	0	0	0	0	0	0	-0.395001192230103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.268613591869045	0	0	0.076388096370087	-0.356137336105083	-0.5	-0.015317616572699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
