#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100
sp11	26822	0	0	0	0	0	13	0	112060	119729	0	136476	0	113154	0	38081	0	107382	0	107	29943	0	0	79605	0	26816	2080	0	10693	39652	0	0	0	0	39547	0	25134	0	138874	161923	0	386	0	0	168578	1	123150	61236	0	92206	0	83709	0	2753	25057	0	37214	0	0	0	0	0	35655	63964	46	69932	0	0	0	0	0	91260	0	0	0	74243	0	0	50567	115276	124	0	32701	0	0	13237	0	0	18935	14476	0	99751	0	0	0	0	0	0	2	67193
sp12	2	0	0	0	27202	0	28586	0	57403	191975	5436	166005	0	147547	77920	0	0	139255	0	0	43	0	93662	0	0	0	0	0	0	0	55431	97416	43591	0	0	0	78219	5986	203593	189232	17	0	0	0	199552	0	131347	35317	0	110693	0	25554	0	0	0	0	68169	18141	0	103	0	114	33868	119746	0	148921	0	0	0	0	0	104538	0	0	0	59318	0	61740	158977	136549	44418	0	0	0	0	59614	0	94424	0	110637	0	134740	0	0	0	0	525	0	6706	133818
sp13	28	59292	10694	35834	154222	90654	105596	134605	109837	140734	151099	35042	134991	121259	126576	135158	67741	32306	101215	13220	109793	163909	53171	10523	436	95815	157592	122584	178	130344	156861	14686	2146	101441	95851	153609	2577	78391	88966	52993	170154	4394	67258	687	125146	41084	24183	102898	81155	47158	155493	117417	140629	196625	139954	142779	83435	145103	152279	137727	68885	157651	127174	98234	158726	162980	93569	10	179330	76508	98192	13921	99490	115577	65643	21199	197942	0	171097	13373	1039	67873	27376	73592	61786	7607	2	106345	14594	164076	168155	79082	159445	151545	6260	7144	148594	83104	128572	15996
sp14	0	180018	190369	41397	75893	116684	77828	53748	75630	0	100404	25456	125365	40371	63803	0	117149	1	121230	0	0	266	0	0	82035	71429	0	81816	84912	54245	0	56147	52397	106957	0	26	116830	94466	0	0	0	920	10798	32730	29	2511	71729	0	0	36229	1	210	7	89265	0	120795	31041	124498	150599	55047	121155	36415	49125	27684	0	0	132384	75677	74034	70932	134474	142116	142077	36601	71541	5862	0	150290	0	79944	5	139155	105319	89497	68046	75945	159726	0	144537	7162	99929	67602	58928	176141	21498	11829	0	41995	69143	0
sp15	0	0	0	86099	0	0	0	139545	90	0	0	0	19245	0	39966	0	101292	0	75287	33680	13500	138549	0	1	64252	0	43	124690	0	3283	0	0	0	0	0	14983	0	3	0	0	54896	0	0	90127	562	45120	0	1852	1789	0	47	1	106689	0	0	0	0	0	0	0	85239	59616	0	0	0	0	58406	0	62656	0	0	0	0	0	85259	0	60188	0	0	0	0	0	0	87776	40330	0	0	0	48249	0	58723	0	31469	0	59678	116391	1119	0	950	0
sp16	80349	0	0	0	0	0	0	1594	13666	174314	0	74765	0	0	0	157911	0	0	0	123726	0	0	90910	117825	0	0	61889	0	54321	43580	66963	0	18968	0	0	165003	0	0	135258	107042	0	0	0	0	0	0	0	83180	463	134372	0	120928	73772	0	84012	0	129178	0	0	0	0	656	0	6569	1145	116375	0	0	0	93458	0	53	40381	47115	0	110	53084	0	318	0	67148	0	42651	20037	0	0	0	0	0	0	0	9948	25634	0	0	0	76165	107	0	174058
sp17	46559	0	0	38	0	0	0	0	0	0	0	0	0	0	0	41324	0	0	122975	0	0	0	0	0	0	0	2042	0	0	79754	0	0	0	96644	0	0	0	0	0	0	125649	0	0	26571	0	88695	0	0	0	0	193613	0	0	162127	35399	0	0	0	0	14	5583	0	0	0	0	0	0	0	0	0	12357	0	78	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	76158	0	0	0	134072	0	0	1	0	0	1	0
sp18	0	0	0	0	0	0	0	0	134814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp19	83043	0	0	103787	105719	0	50048	116806	0	184985	79370	109772	73271	73478	126874	147739	0	24933	0	15766	194833	0	177473	116807	92174	0	150338	19287	66848	37718	88896	119983	81773	0	197856	154982	85868	52564	12907	135413	21412	57085	151137	126956	136023	72153	0	168245	79769	99069	0	170043	192999	19477	118281	265	90809	0	0	59178	0	12	32686	70092	107265	28975	0	115516	64230	30491	12388	55910	0	99082	7	40700	126256	0	142771	12716	55457	0	0	0	82854	110064	0	95170	0	135	52579	24737	2122	0	169244	105901	30961	148214	0	23088
sp20	30445	0	0	126560	151044	96935	129644	124580	40074	41982	45217	137201	2	104120	10953	176267	164125	62348	68847	80313	154509	174035	72090	169078	122766	6947	102761	0	116566	86267	124389	157841	111916	33413	42014	65400	49820	130691	58944	194570	170811	0	117389	119001	63021	183138	172591	173386	122072	0	44895	181918	58360	55166	68989	125825	4126	38036	80404	117967	60615	127387	5823	153728	48188	122645	66923	150484	0	105434	3	4294	1	61527	0	21849	146834	1754	140541	79496	74646	56594	4211	199401	0	127130	29063	126443	22923	94870	38466	177867	71737	12	156619	181696	154715	89299	44423	55698
sp21	0	154966	125166	59786	59567	0	0	0	138616	50629	136894	239	166909	23949	96988	0	0	11800	0	28407	74722	290	70593	0	58133	21203	6	183122	102782	0	93970	0	0	95284	0	0	10824	0	31655	0	1122	195990	0	5811	0	0	0	10	71889	135453	0	0	293	0	27352	0	58502	66483	59583	73188	150429	0	103673	103	44953	0	128363	27519	125945	91657	80662	95700	176791	0	175399	56069	0	183461	81543	63198	142541	32766	146629	0	167354	22567	1621	0	1	0	88199	0	0	95196	21910	0	0	126869	82228	139971
sp22	0	178666	133763	0	0	0	0	0	0	0	0	0	225235	215257	116900	0	0	0	0	0	0	188425	0	0	0	145613	0	0	0	0	0	99450	161869	0	0	0	0	77520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185469	1185	172796	0	0	0	0	165946	102174	185221	232457	0	0	246345	0	0	187813	0	0	4	0	0	220831	107207	0	0	0	0	0	0	193376	0	0	0	0	94178	0	0	0	0	0	0	55532	0	217878
sp23	131243	22925	119929	179324	68185	59043	29324	120490	120964	34849	116576	84179	0	0	0	150051	94581	115042	64105	93571	244295	0	164976	141180	153337	8	93121	264706	241693	102507	246523	0	0	221612	25257	184100	165682	0	66384	6195	77232	285357	128383	198431	34550	69191	19481	174378	216046	276157	171195	30556	151135	45228	147750	0	201035	1	72124	223963	251161	121179	0	266	61	0	83943	199428	8113	244752	119259	0	158708	145644	115864	47046	196496	79611	8625	139542	207800	77151	109096	34286	257255	0	190757	177621	181859	163591	95833	28078	182655	75211	36657	80603	166014	184446	186905	8647
sp24	202548	0	0	0	0	0	113698	0	0	0	0	0	0	0	0	0	0	0	76883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252694	0	0	0	0	9	0	0	36751	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15288	0	0	0	0	0	0	107630	0	0	0
sp25	0	0	164614	199465	0	190373	10	103444	86230	120155	100195	103536	152358	129814	147111	0	191629	130978	0	106309	204798	78917	5171	108025	111890	127690	106871	201053	8404	137474	63878	39581	66114	0	0	154139	117587	167454	93722	129567	103942	56219	196075	115137	165857	59483	187311	75835	164130	124044	50700	156545	139967	0	126	5212	89049	151767	137166	116836	107127	142005	12274	111621	176609	82681	181138	54701	120685	137781	172783	114970	87850	125922	187164	196158	137878	156026	169991	58825	18705	59210	101879	42060	40275	0	185593	96618	182378	56195	94809	41262	100339	135132	57225	62749	25	143887	125314	61992
sp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp27	1	0	0	24467	91357	159365	0	102486	59068	169069	14	50474	0	0	0	151219	176859	118343	117023	41777	191403	0	157007	3422	1447	1	43763	9163	87312	117320	168441	0	0	156421	174758	49101	39	66658	8	175053	61870	80163	484	13199	60526	132891	56595	88840	617	127810	127400	140630	54785	0	111210	0	118523	0	63860	10095	43145	119816	19466	8510	0	0	169926	12609	0	114511	111930	0	172630	120791	147664	109832	87524	0	73847	230	108839	131384	37549	166842	7403	0	189782	144602	37261	51625	0	134470	185588	72685	89812	71195	0	109609	32359	0
sp28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp29	170678	82556	15275	158019	50327	106705	195810	110348	13849	166984	0	194202	91631	35707	136279	146625	85210	56962	6072	46925	128297	99654	54252	176579	2421	9035	10968	0	160918	192333	99972	130496	60929	125782	177593	51222	163621	1	186159	157601	170591	39046	124747	93730	64746	73183	65977	39409	13254	137575	13949	80008	9	0	164674	13935	10918	56409	64993	98149	110466	26257	137872	143337	57570	24575	29768	126532	6332	31518	65967	0	12	38859	44131	70805	18618	30238	0	142029	0	18697	88446	118265	147044	128195	186488	90447	0	50136	126221	105466	0	40199	108463	172744	52456	48933	175539	354
sp30	0	0	356	0	81123	10925	0	0	173990	8250	158172	5063	0	0	36761	0	0	0	0	116277	41475	0	54328	0	0	6724	0	169583	0	0	3457	0	0	0	0	0	3876	54999	0	0	5897	132179	8453	6001	122513	44309	570	215	0	0	0	3119	136920	95909	10	68364	6587	0	0	27496	64775	0	0	0	621	0	27726	6325	0	0	110	51765	46897	90149	0	0	11	137	152771	0	78033	102893	0	0	0	42167	0	8874	109198	15345	0	736	105050	124915	0	0	39388	0	0	2411
sp31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	181991	153900	77894	72673	65778	108698	136049	169360	19477	75032	27380	37061	72212	143637	133262	113055	167965	156859	186177	11337	68184	129744	28328	35370	176694	126723	190495	31582	51300	70649	196276	65895	194869	173052	178684	178622	101503	150030	23873	114256	138832	24309	196172	146435	61110	93714	170236	57681	181871	151219	104473	192891	40839	130192	129001	138263	8540	160094	182064	90337	34386	158750	199465	162229	157496	191462	79124	123764	162174	199213	20000	123631	70219	67070	157786	156601	16771	97762	56096	161728	71978	110407	106311	183293	148162	180221	62230	16707	67503	43816	125348	177567	81097	47058	144629	103734	3914	156373	179201	47419
sp33	0	0	139671	132744	81721	27113	89103	16764	231	62584	88074	90341	0	0	57428	51189	4123	0	10680	169975	121204	0	0	6497	46132	0	0	35336	101466	69903	0	0	0	0	58371	0	0	50481	109800	0	0	66047	3	0	8315	0	66529	64117	0	0	8611	0	285	73887	62676	0	3185	0	98	101112	170465	5	35377	0	11464	25353	913	0	0	46517	5	47773	87909	76211	1	0	84269	51223	152681	0	43218	4453	22249	0	83267	14957	948	35328	20	161193	0	0	34849	107238	0	124176	83372	0	0	41822
sp34	172008	97240	94259	114361	89733	191525	68144	16731	386	70926	142514	153898	275451	282621	178454	88168	179839	158040	128755	0	129772	273634	183702	159962	147832	590	100165	145747	125172	74329	184106	111634	259489	109110	124705	2423	149511	101936	93143	100936	163092	33108	19496	31947	144426	187028	117941	137597	14612	19427	146326	57787	173878	140100	154999	258608	13473	256343	138952	6225	37377	44970	131466	179759	188534	242185	164506	87127	229764	132555	2	269937	168965	70506	11624	181029	99148	303221	38436	67263	118	188474	148290	120915	62638	218341	30514	116566	16731	159062	150045	299	166985	58315	0	286	177830	125143	114841	197332
sp35	53282	0	0	196359	130491	156657	0	0	1031	0	138568	0	0	0	0	0	899	146460	0	27911	19472	303	127415	0	0	0	5	0	0	1	165379	0	0	0	184751	0	0	31773	0	81239	118399	140730	147526	0	97926	176544	198654	163372	0	0	0	383	10	0	0	0	0	0	101823	0	166897	170776	0	0	0	0	47432	78654	0	0	19	0	99765	0	0	0	153690	0	0	158514	0	0	0	178136	19924	1382	0	1	147016	0	0	1868	0	131745	146643	137830	143486	0	0	0
sp36	41933	118633	209272	0	0	0	156275	210811	31307	148120	10	12837	159014	134944	119104	171214	16011	0	179286	175417	58635	141256	38897	164377	134634	105771	37343	209119	206968	102226	0	133533	81707	244025	903	183273	209208	88901	184551	88146	19342	33702	0	233428	0	0	0	57	59265	159199	208617	102454	184487	184981	102641	106112	181085	75212	954	174994	5684	0	56977	157201	85454	139755	54206	35600	101184	174965	140740	74012	93060	165083	161497	41250	0	126362	146125	0	142170	139561	121307	2413	82992	153400	240237	86126	0	118057	175754	17890	243178	0	0	3091	0	236867	176935	168912
sp37	22124	2940	18505	0	0	0	0	0	57460	938	0	61852	0	0	3	0	10783	0	0	0	0	0	0	24265	6066	0	0	0	0	111933	0	0	0	1	0	0	12667	0	0	0	0	0	0	0	0	0	6	0	70452	23743	19001	0	0	56166	0	112753	0	356	0	40	0	0	74044	91335	12374	34614	2	0	352	42481	103854	0	0	0	45434	0	0	0	0	0	45557	0	0	0	0	0	59584	1607	59911	718	44004	34880	0	0	0	0	0	0	0	0
sp38	0	0	123108	167759	0	40031	0	0	0	93618	111784	127084	0	5243	0	114805	0	66871	2	159355	1176	0	59039	64056	109301	0	144749	0	3	140677	181852	136897	0	58194	209	156264	134126	0	105203	523	57561	85478	124321	173718	0	136020	224	55201	86405	196538	118811	11	226	25	124449	0	124958	100916	12736	8325	123499	2	117496	188692	68	68373	0	0	0	26456	143063	0	99977	0	31986	0	134285	183569	99007	127722	141554	41583	2058	87	79224	111610	159452	66011	134228	69321	84257	310	0	8009	50810	149254	371	98781	197053	42893
sp39	43228	107178	102243	156546	59483	178858	31288	57213	71115	12744	178034	62091	111644	69985	128128	15178	173177	188647	105112	77218	54146	147918	41808	73584	91796	83157	103102	174526	65947	19671	173802	157922	18488	116435	37252	69029	9913	142542	168591	185887	156942	178271	164263	4280	164778	146136	97089	160104	50530	91342	28184	30158	184435	70160	96487	65524	49552	91968	15204	181125	188043	22492	72321	57733	100450	59186	8356	172951	132838	102123	156305	11454	12585	183470	10480	95567	127133	94079	174969	44415	44365	137764	102815	64735	139286	151313	145689	125314	3173	3109	27263	54377	162831	102294	88511	185278	109688	189343	189308	183001
sp40	0	65462	24	14022	88326	6778	48294	99120	72984	27704	0	0	0	58950	60523	2	20205	0	0	0	77003	60934	0	1618	48165	150674	0	86294	86	0	12	3	76550	0	86295	0	0	17795	64682	0	0	1	0	0	177248	0	102723	36132	17	0	0	26974	0	0	0	101244	0	116	110774	0	0	109970	89583	0	8904	0	110364	247	21102	13031	0	0	64744	0	29014	55219	0	0	0	0	42641	0	119118	77419	0	24108	16674	31174	0	21285	0	76323	0	0	0	0	117940	0	0	19176
sp41	454113	244857	50553	0	153350	120135	215299	56713	153297	19401	184409	127442	289908	325187	231259	0	64002	197432	265944	0	256319	106255	75214	0	138125	34576	1	261659	61912	0	36131	223823	147302	325395	173038	236177	201988	75740	78500	360449	54841	184159	148139	331285	44986	212668	140112	65480	110485	214353	0	86934	191228	161037	0	108118	125012	4243	103620	38608	321333	1922	0	160754	117083	170888	130599	210681	59358	130857	9047	182125	79804	295593	148177	249247	321662	108950	241666	46176	108360	82574	122018	177166	219042	1482	195889	138888	396664	38002	80066	100961	89235	189949	269135	17783	124050	197313	48163	128568
sp42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp43	145158	106046	90349	0	79827	9	127537	41880	95564	136927	151741	103451	0	864	63205	17228	0	138722	57258	118125	15024	128844	74782	0	47418	102638	24047	22924	103206	103929	34402	3553	158059	32629	48271	0	64737	34867	94769	4615	11321	66132	94490	124666	97664	160695	60163	105884	2442	7	164992	433	17173	147393	176325	72600	152922	66377	5	74669	146410	0	1452	63755	0	99758	53603	61444	953	0	5527	87058	98431	20846	29086	108556	62208	14	0	120808	8873	134994	63348	161444	7477	63873	0	52949	72413	59807	0	121461	31195	4274	99985	79688	83031	1	16355	39726
sp44	0	0	0	0	6456	53	369	0	0	142237	57576	0	0	26279	0	56071	65852	47262	0	0	3	146913	41134	0	8680	57723	110571	0	0	72669	51682	52	28254	0	0	0	0	107980	3734	56433	0	0	52501	72871	36339	33050	124706	84490	0	0	0	0	29419	171896	29249	0	0	15299	9267	23074	0	8	0	103221	0	0	13491	0	31664	142824	0	16638	0	0	0	22944	103215	0	6	6941	0	0	0	0	0	131457	0	28648	0	48684	97132	20019	0	66980	66739	0	0	0	0	2
sp45	418917	228519	105765	85700	68260	196924	185700	28606	97236	101412	109412	203967	275115	280741	194372	20	112337	210427	153319	4	169134	140306	49200	58	138303	0	0	315672	36769	98724	112925	133148	168516	315493	62414	248806	109697	23004	31307	325741	46759	173049	49623	287241	7310	167359	193417	133976	232445	149345	306	126618	232119	228646	0	137951	94440	1	199289	169881	319219	43788	41494	154113	122348	198066	18122	130054	69157	114802	0	163373	20671	194431	78144	185165	260820	85625	232174	78115	194383	96129	126970	181718	287201	58469	180382	130221	368055	1	33419	150629	214379	187173	290635	92199	101564	112833	121250	0
sp46	0	0	0	0	0	0	0	0	0	0	0	0	153280	0	0	0	0	0	0	0	4	172215	123835	68410	141758	136593	0	0	3664	193002	0	53587	0	167072	157775	177660	0	0	0	0	0	0	0	44229	169130	1	0	151839	0	0	0	0	176173	0	0	0	0	0	1570	76690	0	0	7	0	0	0	0	0	127512	42485	0	47234	477	0	88267	135835	86407	0	0	150307	0	0	184573	0	0	121	0	135351	117919	0	0	0	0	0	4	0	0	0	0	0
sp47	0	0	7857	0	0	0	0	0	0	0	0	70040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp48	0	141294	0	23302	90973	0	49834	27534	99353	25395	260	15589	103483	112072	163425	42958	10219	34175	0	54639	24917	110211	68162	90806	107074	99032	95592	141828	13581	26015	52070	37367	99501	33021	101349	62230	94799	72308	147066	15660	44971	28296	103530	0	98703	0	61868	7315	0	0	45730	97340	121776	0	20176	105281	56342	76245	86681	56766	3	10843	31684	40900	69205	138536	166877	12	24635	26278	100551	110189	89076	30956	99386	9391	8	9324	1957	132969	83563	29500	65714	149566	13046	20550	122099	0	83225	0	43905	74890	111167	83691	35207	72292	2503	73647	47173	126266
sp49	117957	75887	134402	159578	83447	87036	79310	6634	115529	95187	52641	92600	0	160128	131462	197136	107187	83173	107249	109280	74463	0	0	0	0	0	194459	128169	49800	0	93149	4	179921	0	0	0	142645	50072	80593	140322	191682	54758	125896	1102	0	124483	125545	0	59232	115452	38872	7698	0	129943	140285	193665	195953	4593	52356	0	121856	166068	106870	135677	147103	173597	143908	152336	0	9229	94527	0	41424	119124	0	0	2396	188995	166752	0	103632	106357	0	15130	70212	131954	160734	0	0	196393	181045	178780	98868	163430	39744	184345	196039	159624	167909	111662
sp50	53615	196498	29202	87702	143625	143054	102654	135295	53205	80927	189051	147414	8229	59745	115122	35476	105085	98053	190882	155682	88985	0	0	132129	0	0	145435	128338	17571	0	90640	395	115992	0	0	0	87181	66458	88931	61623	153429	106582	96380	69362	0	174482	136581	25622	50183	170707	189883	103593	0	55597	189438	80480	115315	125085	27028	0	142062	115315	76892	45095	146498	135551	126832	51852	0	81498	149818	50141	164417	194164	13330	12802	2554	91619	158446	0	76986	61531	0	195600	69862	880	113221	51	0	2222	184330	111667	59896	44515	105203	104423	53096	48546	80901	100372
sp51	151795	0	1663	0	0	0	128286	101658	7674	124670	56449	0	118897	125708	84198	163064	0	44	0	1935	67872	50411	180375	0	199526	55122	0	0	178138	136610	38144	168200	81894	11190	29526	67072	75236	79817	0	112809	0	3573	68330	1048	24007	26219	77445	28590	88892	1	70131	0	19536	149262	957	84133	0	33544	44906	128518	20627	113317	54447	0	90074	18639	61704	15245	178436	93981	22287	111704	0	1517	169734	22540	132307	0	2703	93671	4429	130914	129189	0	108708	0	89506	168123	11307	112831	7674	1630	102674	80675	0	122175	150955	125799	99711	0
sp52	78635	0	39240	0	0	0	111121	0	58410	0	0	0	0	0	115081	70679	0	0	0	0	18979	6055	5337	0	16	41871	0	0	6	58258	49421	0	0	0	0	0	0	61444	36712	15	1	0	0	39589	0	0	0	0	42804	0	23633	0	79499	0	2145	1451	116028	0	12247	0	0	0	0	0	0	0	0	0	0	4	0	70706	0	0	155367	0	0	0	0	0	16495	0	27268	32475	0	0	0	51782	0	251	0	0	0	3	25397	0	44795	0	34	2566
