#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100
sp11	69169	29938	84107	58726	16	86693	51533	0	83346	25472	0	0	90732	148797	0	0	0	46220	0	93717	0	0	111652	90011	0	117766	0	66497	62960	46308	147782	116049	148225	48166	4180	122267	37710	7929	0	133510	0	116826	55309	46414	0	34579	5858	0	36462	63147	59082	47711	0	49598	100549	30223	22653	92625	35356	21006	0	0	80905	0	29605	1	0	0	76111	98883	0	60548	6	51952	31684	59311	16350	0	0	54623	0	11	0	1	86684	0	0	0	175184	82	0	17073	0	0	50236	85213	96	0	7903	45845
sp12	207791	216048	0	264983	3	180194	22094	32852	52479	40697	43062	150448	34074	41981	38307	0	145948	105515	190192	174103	122109	193666	187035	0	109577	83071	0	0	81117	112391	0	52911	137134	64744	203565	117788	91698	64941	190272	43527	171840	0	1	15604	0	2	46893	74384	49242	34135	13	9328	144696	93431	133077	128464	48	176534	99190	101229	83785	122380	62027	39003	35106	160789	134427	168357	4762	228720	46085	91429	110196	54720	103906	220964	38362	0	0	172753	57210	158586	109816	74710	0	1219	144613	113706	0	118434	109568	80774	95734	152987	53064	22713	90232	101199	76803	54636
sp13	9206	55936	77715	43684	123738	70306	156024	20653	147655	7685	31591	869	179187	178785	154928	107530	173772	80699	5404	99498	4972	3645	0	184810	39983	113476	151261	153821	177204	66422	41068	37817	80217	146251	241	143	71248	135039	13590	186750	0	171617	66270	165207	124122	163374	132585	184113	33844	183570	80464	67430	88882	170570	39520	0	127654	10150	156067	64031	60009	77152	37717	123556	196391	21428	43692	21643	88882	0	137859	98154	36893	45155	30864	0	34830	115032	129746	3	21	1418	18755	0	122920	38	170754	177099	49811	166274	38899	152105	135486	63464	131919	152740	134428	55740	31740	34770
sp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	35551	28958	75387	0	0	1	0	0	0	0	974	0	0	0	0	963	92018	0	0	0	257	0	702	0	26910	0	18647	35179	0	0	0	0	0	307	0	37393	0	0	0	0	0	0	0	138264	0	0	0	0	5359	11981	0	0	7434	0	52421	0	0	157191	15830	461	90100	0	122325	0	0	0	58533	214	0	0	126170	11448	0	13371	0	0	0	0	0	0	0	0	0	0	0	0	113668	0	0	0	0	8725	0	0	0	0	0	0	0	0
sp16	79098	185423	89570	7111	0	120087	3917	78052	0	0	193726	119028	0	44197	30	15294	95202	39047	6	0	184486	26308	124660	129990	141509	7067	26219	151031	101004	144937	179607	0	141135	205042	0	34281	36861	0	102218	122155	0	0	8	62981	110022	134208	885	46122	115667	124888	0	16728	151343	189940	0	51488	0	0	180594	38043	27011	0	0	0	42249	65539	0	0	0	47272	91722	108702	4652	130782	0	180015	0	110150	127006	18	125742	0	165783	12391	93603	154836	0	1	194581	138337	0	102351	83564	147347	137089	81406	44894	69772	0	0
sp17	34436	3	0	169614	167750	698	47375	0	155129	174658	0	63723	163960	87651	136451	73796	7076	106088	126788	159609	132	145530	11936	64851	0	139746	218	0	3	35850	26053	129728	70439	0	139731	26114	118640	147784	5	0	135316	115236	77632	0	18	5144	50548	132704	55689	0	105578	92	28889	0	0	35882	119383	0	0	61906	0	71573	21577	65982	0	0	77053	85089	124418	143927	0	0	5196	62866	5130	5	159405	932	0	125401	0	198653	9113	128546	90318	38078	0	128313	13518	71459	94465	120259	157170	2	59416	118253	56261	79134	178495	144551
sp18	0	0	0	136265	9065	0	24067	191383	0	144810	85938	1	0	0	0	120	0	79127	0	0	0	107004	14119	0	2	100027	0	68403	0	0	0	0	0	0	206068	0	0	278	0	0	0	148997	0	0	0	0	0	0	15828	570	39177	79903	0	0	19673	54458	0	0	0	1	0	0	0	51467	0	0	0	0	18482	92540	0	0	0	0	0	0	71529	107442	0	130204	0	0	0	0	0	1	0	0	0	0	0	4927	0	0	0	36100	0	0	0	0
sp19	185728	25085	91454	114566	117347	199234	119412	50869	153037	195550	97834	97763	145560	178725	7928	39991	61230	99445	95445	75282	129834	21829	109934	103449	171480	182254	10	100148	130011	148785	0	93231	196206	191154	50660	5683	105929	179669	139386	103435	90421	129561	163979	0	151082	95956	161564	178321	88986	172629	80059	98060	146286	179389	29006	3700	157466	541	192581	23667	37252	88174	6222	31569	136	150416	177391	116686	4176	107927	9517	14463	15983	106552	0	155455	198072	149507	2	154188	31997	131205	167560	67455	178853	18568	39433	67792	192869	171342	62177	166958	172157	175200	23566	145605	110800	92398	97711	70485
sp20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	43220	153432	0	43449	153062	168542	0	35728	180483	0	111	47085	121232	17598	13607	13984	102360	0	110422	134354	0	4	11828	37456	22	22035	66557	10866	33361	20628	13	71317	21509	57062	46	93905	119240	73034	0	74503	117709	0	86674	178480	43780	28909	2829	134157	0	135416	0	0	122774	5327	72430	2	104483	0	12514	17277	128636	16059	28158	134460	112643	126345	0	73045	0	343	221	0	3335	0	8229	0	39	34741	558	111226	0	57703	60559	174314	107146	150852	0	91	67930	59903	124547	73037	69140	130894	13	73450	48	71083	38	26124
sp22	11547	124936	0	0	0	69534	0	0	27878	25299	0	40591	24646	0	26	17197	44244	94690	494	0	1698	19	0	21474	2	0	103244	898	51289	36952	85935	31295	130239	55764	0	44890	37087	3969	41180	72532	91110	1	5429	47222	94439	18268	0	20698	87325	0	314	7	13025	23645	4426	0	70038	112863	0	53866	31010	74374	0	603	0	73271	54857	0	4	24564	84733	7736	92662	23251	79956	20083	80914	0	26160	0	85078	111200	65133	0	76288	831	37441	117803	0	84	42653	0	41987	65069	39746	0	13680	103482	0	73190
sp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	11400	104265	63099	0	183021	103094	3976	0	29568	30	65116	26760	114405	112076	4	0	106922	0	119125	95984	113278	0	150041	91588	106126	66543	78415	77859	131734	143081	187000	168311	6	39128	0	95224	194024	90103	134978	5	84199	0	148162	12660	38846	92076	117362	73643	34319	79689	44397	62720	3248	42023	9604	107218	77022	18057	164322	103550	77384	110028	99613	100684	139668	167334	53445	174629	123322	76332	124975	97438	160003	134516	75011	125445	44142	1164	144696	74598	107995	114029	131196	137116	91896	161287	141501	54942	196365	58926	58694	53651	126618	139000	1	1	153879	138844	101838	2
sp25	0	0	0	0	0	0	90917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	32904	0	149421	179293	0	0	0	0	0	0	90924	66	109800	0	42796	122112	0	85592	0	0	0	74123	23479	141121	0	0	0	0	54020	80432	26748	8819	115400	9214	0	0	0	0	66818	139230	0	0	5007	10016	49517	0	73397	0	0	52688	2	0	0	104809	145062	0	532	85975	0	9	317	0	143392	5	18199	0	64479	0	0	14596	0	34743	0	112440	17532	0	115735	0	0	148054	0	0	12	0	0	0	28470	161966	74	0	0	27726	0	0	169395	160739	0	0	0	149647
sp27	5	50272	6735	0	8452	70986	21119	144347	110352	130099	7464	56666	68755	81276	118757	0	194547	89053	156510	169394	64166	48557	99458	0	51040	133838	20720	16999	164761	0	165099	97413	0	158419	52224	113432	55633	191317	30913	13445	55470	145278	137631	73394	136745	153539	118280	20197	111268	17	55753	188586	99436	0	17543	161534	51383	108760	112207	68676	114940	17276	60160	154314	150680	94645	0	139823	40977	68740	147647	94104	164812	0	66056	151643	122932	162747	183534	7084	86278	108194	113144	199931	30138	68801	15724	0	119661	172422	167887	28260	121060	177031	33996	42266	84370	71810	155468	0
sp28	177627	39049	125199	4739	289105	156779	4322	188415	285969	61532	112250	337740	166353	115098	169193	128755	203880	214674	195920	83731	116928	152398	129358	118248	185904	99610	49846	218137	0	133359	12697	182021	126669	76234	251232	89219	308649	73245	112794	110541	140513	216823	155782	132856	217121	35288	179011	184550	85398	157246	181185	170873	233761	175717	249469	323863	83768	141394	48382	239010	264468	97824	139249	223011	118051	275766	78338	239159	243925	248012	167996	70884	212471	145019	44864	169679	176259	234926	340493	286606	191820	51992	147264	35813	200049	239097	203922	240304	57169	181602	232541	147302	213369	212092	58704	164494	306274	252693	121173	153375
sp29	0	15	0	181935	26298	23	177319	69861	91575	183754	148268	0	102219	160168	102679	57107	63	0	0	173	129784	0	13913	17637	73855	42923	145300	3341	177088	8022	47340	0	90648	177261	81965	173868	2368	154696	69902	33005	154561	88971	53434	89705	108941	159756	105079	14332	158948	286	124502	118515	0	30797	0	0	152001	147706	172	0	0	167254	0	132733	131407	1508	79819	0	96148	127236	0	123466	37543	0	128208	0	3482	0	0	0	0	78603	38974	174236	2	0	98500	0	120918	147565	0	47420	27	28515	179941	125531	0	0	0	135795
sp30	139714	394	128672	14263	39988	48638	12466	40246	124235	81662	172397	126984	161291	741	49698	99373	127067	64488	42824	1497	25914	103658	15941	109952	74592	139976	86291	48722	3638	68872	29565	14579	80992	99574	33807	104724	103081	92843	31720	21576	34839	118045	31950	41295	119223	33518	106370	60807	63780	6150	66810	33757	39125	72728	90677	82936	9774	167040	1767	113015	116828	150227	2	52861	110920	111408	18841	2	138517	45591	10644	335	75956	153730	20936	0	116586	29910	127797	136489	62623	11602	82704	101941	51078	129604	135941	136467	10058	135013	87446	1088	42796	13786	39856	86373	103688	37064	166	143667
sp31	102706	976	0	165416	196106	0	57279	98344	0	108777	64139	94026	21957	616	0	101587	0	45275	109277	66770	6527	81495	171621	41	0	0	0	110858	151538	60463	129171	49173	0	29368	178847	0	0	160492	47794	0	26838	12249	187878	0	0	38612	90632	11867	57884	137462	22075	3	0	3592	198092	148788	0	11168	33609	144093	0	0	1538	145857	0	2090	0	0	61929	52977	58399	0	89688	121507	117765	72314	159530	84147	85253	138786	0	133053	0	83826	104691	93690	0	98651	190106	0	137968	109225	142	64987	0	128266	0	54609	28271	11264
sp32	123546	156341	110347	0	83376	121566	0	10347	69094	0	55238	6374	5	0	94617	39130	105492	107284	195113	13881	86060	108110	98415	0	216	88720	1	91320	0	134913	83473	176050	50	1196	29546	0	177838	0	91759	90552	0	0	13890	53620	0	47929	72	39751	2	101625	0	93849	64118	104808	137857	149222	0	0	46401	10646	171015	0	178113	0	9577	110940	0	127911	554	99	29493	25758	31998	15086	0	124535	86887	93155	83826	182662	180377	20519	13508	10	15805	83168	71032	156314	14983	11489	143304	30094	105755	43807	0	71374	86361	153101	150964	0
sp33	0	69887	0	150	47	171721	275	125076	53945	0	31673	152280	150327	0	17429	0	97477	0	37791	159354	52762	98646	23	59552	162707	0	79971	35486	0	167176	126957	133120	83879	38530	108986	60279	23538	182143	125881	146286	11663	29622	0	74424	98156	0	0	94097	92789	61695	169486	0	77358	146796	75046	0	41928	167962	87096	5750	15453	1962	76702	135	0	0	47547	0	0	55920	132624	97390	8553	0	89908	124055	0	163333	73293	10039	413	0	156820	104367	99708	6720	53941	119232	161168	168802	172362	150237	0	27632	137452	129303	147070	102112	0	47111
sp34	0	0	0	36629	0	0	112556	0	0	91319	0	0	76591	97987	17788	0	0	0	0	0	0	20782	0	55983	0	53961	54683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109775	72469	0	88671	0	880	0	0	0	0	0	0	64140	0	0	0	76471	0	152076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89298	105725
sp35	149827	3244	48644	101052	8302	62615	0	0	25180	2449	4208	48996	0	0	25590	155772	94390	8	15486	103649	102253	36710	0	0	62231	0	16	141203	37425	0	0	109816	0	74366	20364	17469	0	75200	1074	1845	87570	0	82591	142636	0	161	0	21147	70140	0	117536	0	120309	120870	850	104634	0	51013	38987	0	67723	0	20765	87365	118	5640	123892	21287	18908	0	114819	15671	0	51845	0	3	40162	8035	93185	0	1380	0	0	0	60304	0	2460	74922	134105	14692	32850	47728	0	0	97855	580	83225	0	0	58567
sp36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp37	0	0	44196	0	137011	2529	40	2	0	129245	144048	63399	0	147387	120484	25799	0	120572	26190	25	0	1553	105111	153271	42377	24738	98997	0	52235	184026	0	0	69	0	0	0	135974	0	87632	7862	108252	0	148074	0	53482	107058	77582	162156	28823	184133	0	180879	8798	0	0	24413	15468	62973	158121	114814	125527	0	147980	0	46214	3913	0	78123	45857	133518	140	1	70483	0	0	98954	0	2386	0	165454	52202	113737	52889	19814	0	62962	187609	135436	51649	3388	7	60165	194937	146066	82201	80369	119077	172911	48937	134457
sp38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp39	38	2274	89604	0	0	0	0	113147	0	78264	192635	27731	13871	80342	105440	28453	11182	28024	74991	4	0	14	0	0	34415	117656	43357	0	590	122387	126	54973	16963	54132	0	35	31049	0	0	81498	0	13709	0	0	139293	64660	85666	0	0	94775	31182	108088	518	0	22276	13990	1680	34461	26152	101195	100447	118875	104641	0	54584	352	0	0	0	129985	0	35036	145267	94793	85764	0	0	99681	0	84389	0	0	30147	28318	19315	106627	113423	0	0	81570	98456	1004	94273	10987	2743	33924	3839	74173	367	0
sp40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18862	0	650	0	0	0	0	0	0	227	19956	0	0	0	0	0	0	0	33963	0	6323	0	0	0	118159	34034	0	734	0	45902	0	0	15812	108016	162168	0	0	0	0	0	0	0	0	0	0	0	4	0	62364	0	0	0	170157	135295	217155	0	0	0	0	0	0	83644	0	0	0	0	170083	127562	0	33948	0	0	0	154394	0	0	0	0	0	74179	0	108302	0	0	21184	243157
sp41	138729	121590	74781	4	0	15777	0	3985	135438	7381	71223	85960	26224	45948	126940	0	31398	0	171652	155473	0	67563	102436	112594	12207	50496	32679	154207	5383	193152	145232	12015	0	137125	124104	0	1	173142	129258	28225	115131	0	14836	136024	0	121609	121197	111221	23569	67354	30538	8819	1489	97434	192	21229	7551	105651	75805	26017	91	0	6844	158362	42947	39700	60661	113106	75487	81556	161377	0	0	152619	73713	13111	77722	38807	103932	52791	102036	96511	187133	148293	0	0	169493	42398	2308	0	32808	65793	46739	114366	35059	80331	80858	66350	58097	73156
sp42	0	0	142520	0	0	916	72785	141956	0	0	0	0	23	26539	1	0	122160	77	53154	0	136828	0	0	0	148736	86724	163972	0	0	0	0	0	121226	1	8130	1109	161179	0	0	129529	0	88958	0	0	71793	0	0	0	0	0	2	0	0	0	0	0	54872	17	0	0	108700	0	0	0	0	174651	0	47514	0	0	0	4707	0	0	0	42503	0	0	0	7	0	0	149397	5626	4	131	0	0	0	1439	4	0	121735	3673	0	0	112749	0	102742	0
sp43	183885	41611	0	13	199566	136341	0	0	335	145197	103292	61274	38681	0	165652	60905	0	19	62877	146413	18232	62260	222	36248	100611	0	34420	8767	46146	3574	47716	154947	0	79950	59475	33421	14839	18786	124093	0	125262	135407	175732	152260	145109	183254	57052	147514	87339	86976	168039	154211	33	53310	17143	130846	5	193428	79702	0	1	118884	131287	189696	0	0	104656	14	91084	0	42941	37481	151754	114189	100082	0	6601	43535	160223	142646	150104	160132	0	95016	522	87877	138925	70451	158548	90157	64739	83228	0	66780	1	126133	26734	78896	101562	62798
sp44	0	0	131820	45235	0	4751	114653	141013	111070	0	0	0	24431	46100	191	0	58244	92124	97946	65349	0	0	44054	163158	0	143323	33366	165233	72129	179659	0	0	821	0	0	49398	27643	153738	0	409	4891	0	0	2	0	5	0	0	0	100097	0	0	125905	72790	84909	0	110143	0	0	185224	0	18193	0	22025	164464	125360	0	9704	0	195040	148661	206	0	78344	0	0	66414	0	1355	49483	0	0	105404	795	108593	1	0	0	0	0	110837	111762	82394	0	145020	0	0	7	0	0
sp45	137881	24377	168252	185	144108	140016	162078	10051	167039	122460	1228	191967	0	71677	32657	54140	180965	99980	0	34358	180441	54099	137000	0	12975	0	177952	189720	6417	192509	1556	182407	2396	193206	0	58326	32794	63444	27961	125590	0	11	31331	114797	99965	12488	69822	0	69667	19245	74337	176586	165566	11414	158521	0	94417	193313	64730	162817	151452	176240	122095	85374	123898	199467	11429	0	0	74781	181868	151826	182453	20481	190092	84167	127538	0	63138	38209	379	75	138447	44729	145367	155795	0	75616	17630	21499	0	52766	150640	67759	143356	3376	46130	25035	84818	0
sp46	0	129464	0	157428	0	0	0	0	0	0	0	0	0	38609	0	59629	0	0	12328	54455	0	56763	158	919	52869	128193	39	0	170024	0	157037	0	96310	0	0	0	50900	238	0	0	0	22910	0	0	0	122074	48395	0	0	39894	32971	0	0	118978	0	0	339	0	0	0	0	0	0	3	0	0	0	49619	0	25084	0	0	0	41881	0	9	0	0	0	25995	0	0	0	88053	0	0	0	0	63526	95869	108566	0	0	0	0	0	0	0	44141	3010
sp47	0	0	0	0	0	0	0	0	0	494	92260	0	85814	12	2060	100295	0	0	94630	0	0	0	0	120734	148435	102288	0	0	0	0	0	0	1	0	174186	0	0	0	0	0	0	37398	167633	0	0	14866	0	0	0	123644	0	0	0	0	0	37110	0	0	126623	0	0	0	0	260	0	0	0	0	32955	0	0	0	0	100686	0	0	0	141301	0	47870	0	0	0	0	0	0	131313	0	129774	0	0	147368	0	0	0	0	0	0	0	2150
sp48	0	0	148360	0	0	0	0	138228	0	1	0	0	0	0	0	0	143843	177157	0	0	198958	0	0	0	0	0	3301	0	0	0	0	0	0	0	0	182774	0	0	1	0	142495	0	0	0	0	0	17456	100686	0	0	0	2608	0	0	0	0	0	21092	0	0	142182	0	1	0	0	0	0	0	0	0	0	40624	0	0	0	1	94430	0	123350	0	189311	103888	172397	0	1931	19736	109871	135450	0	0	0	0	121117	6410	0	102574	0	0	0	0
sp49	0	131037	111065	1	197497	107448	0	31687	0	0	112119	79536	0	0	85421	1736	69805	55192	104486	7	28310	0	0	59408	0	39732	0	145361	0	0	15480	172274	185158	0	0	166280	1	0	61021	43743	142505	40874	0	151574	0	13992	70870	177882	60427	94594	0	0	50352	9	21152	17491	62384	183378	159867	129101	78342	0	117902	153845	0	94779	0	108347	57239	45648	53671	0	0	0	60199	197929	168590	0	7139	163679	142633	110258	33118	92551	0	0	2	34527	0	0	56809	206589	50942	142194	202212	195808	110005	8278	36545	166526
sp50	197519	13997	9217	152980	0	0	161678	0	170529	186654	0	143758	144610	123330	21074	172941	1176	0	0	70286	0	138738	146581	125183	99899	115791	158667	0	163129	180211	139082	0	21	191449	128544	0	83385	175371	743	67472	23575	6448	174581	15892	2288	152450	108643	126	695	54970	51879	148155	154009	186343	18403	177433	129710	30	0	18307	73972	181330	13407	40203	96766	294	140364	19289	2494	142222	363	74489	89181	126717	86429	0	11698	123242	607	0	0	0	56196	8130	99665	17358	141489	0	43882	130939	47698	1067	275	36536	0	0	426	47163	175706	0
sp51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp52	66487	0	108187	138738	0	40833	98156	177931	19675	37636	0	70377	0	126271	380	0	235533	140759	0	168310	200249	66997	74203	0	0	0	72217	23151	0	58734	52083	4020	0	163415	0	62143	121919	129915	49838	0	178700	0	0	153262	71608	1596	201	109642	0	0	83049	122242	137973	226945	144	147663	0	0	0	4711	145505	94028	0	1960	96645	77194	123506	106207	0	46957	71325	82648	101867	0	151172	15770	149123	0	215837	0	78177	186266	187227	41741	188134	0	0	219955	0	87974	151368	0	56470	79348	167326	0	74510	167354	0	0
