#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp11	42406	140801	254189	144223	995	103125	42921	169001	90991	3211	36611	53403	148536	162323	164316	64716	22861	49628	0	27730	0	103721	192851	38277	14585	65343	86885	271184	123888	148301	144363	20506	31005	98547	1	88340	0	134943	10114	165241	51568	18066	44115	61299	91162	134556	136190	124017	267607	52728
sp12	67583	0	83431	70073	0	1	0	64160	0	20834	82131	75396	38329	12990	21413	0	62834	43135	33070	0	0	41638	51100	0	102120	0	63205	4205	0	62717	0	25395	0	94400	19337	0	78663	13657	5272	159561	49138	22117	0	21363	49418	0	0	79531	71480	0
sp13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp14	0	0	29	0	0	0	91221	91551	0	0	0	0	144324	0	0	0	63164	0	0	0	133717	0	0	0	0	0	0	0	136340	0	0	0	0	0	19	125661	0	0	0	153518	0	3	0	0	0	0	0	0	0	174593
sp15	32802	125769	0	74054	94808	156859	33923	0	36612	95750	6116	47377	66060	15653	126124	0	15610	0	0	78727	0	97110	12401	75071	13436	1	16	64907	94101	8976	19415	134684	116500	1622	131388	51302	107208	125010	14643	0	102026	25819	121398	0	0	106278	4	39780	32625	145463
sp16	87505	31839	105928	53249	145443	1142	20983	0	159836	195419	2367	63610	0	0	72396	31107	14	0	12337	82386	0	12349	8	10428	111447	39150	23365	47679	0	153748	54559	81315	81577	118773	107244	0	29919	97210	63000	0	29512	85662	78056	19851	174646	40398	163122	98705	121941	0
sp17	35793	7787	104672	89362	9	3622	70831	80697	13641	62212	67447	49654	66917	69872	44533	74845	122606	111514	140042	32495	79514	21050	42311	43745	77710	52693	107178	0	28953	0	1799	28516	26	78972	55762	93548	73188	52925	70510	58167	0	116042	52995	81979	74689	1	19989	104053	73864	13967
sp18	125655	0	172244	18611	0	0	41545	338	69711	0	0	0	0	0	55977	0	48	21520	226	0	0	102958	16346	7069	26094	82757	67822	112975	0	30295	46678	0	0	616	0	0	0	0	0	17886	0	0	0	72689	67982	0	100239	0	87891	0
sp19	162638	132263	161283	0	0	281659	59805	0	279484	89424	0	122594	0	208483	94278	95860	228969	36	170425	0	5368	275128	0	43894	138087	0	0	296780	169193	0	274288	232145	221511	0	32745	0	244996	0	0	0	297878	0	0	0	0	40701	12	0	7	0
sp20	113602	97459	125263	56858	71574	193336	137422	82802	106531	34136	124370	104525	88874	2549	178341	175216	178310	158499	5770	54540	128222	159918	47067	37126	59656	23006	158954	92133	156842	19951	61818	193108	1472	174718	150277	81796	59210	133931	130195	110193	71905	14290	140704	163228	46237	2918	133394	170544	149152	33168
sp21	33592	193668	189880	51481	115833	122843	102781	170178	100286	164207	53479	52678	69641	45420	38073	75522	109742	190132	97022	98455	52181	1616	13600	2183	108636	196700	10264	55630	178355	34276	164262	76062	117552	190352	97648	180311	87471	19733	183988	68990	29680	51110	171973	147491	68312	23924	61190	170603	64310	71440
sp22	114461	93344	187319	89092	156709	18272	62730	33629	96183	67143	99967	146958	22314	121230	118834	176758	214867	58352	131325	50118	120747	115351	83627	145515	108320	156344	62416	169437	141165	64040	146722	78305	102920	63405	99213	138390	79462	46647	91303	88282	39910	132184	62902	3162	63327	70485	95672	222443	62286	158622
sp23	107326	295	154261	4233	107574	128596	44784	18195	59072	59206	29093	67251	141010	115185	91259	12092	30	17306	69567	26545	166284	62569	19093	84988	116703	20264	137286	64940	99228	131576	145298	10372	167907	57482	154844	96688	97004	118321	65734	101944	163962	10982	120620	122424	3545	24051	58503	40131	94386	79615
sp24	154823	19440	64763	138692	19175	109486	74366	141	111929	139455	53101	135547	20094	164350	102031	18321	164377	0	107592	73986	11679	151456	85370	102629	8	48	3693	181624	83230	23977	147124	72336	166041	43531	134036	2634	83087	51443	0	98132	164405	32	22740	3123	46727	61985	44712	102284	65664	125
sp25	0	0	12	167571	4538	0	0	40743	1	1	123095	96041	69673	0	0	0	0	30410	0	105776	137169	0	91856	0	0	131652	2025	0	0	177705	0	0	0	78818	142341	196805	0	149528	76443	89373	0	181347	195753	90488	136204	0	29420	93043	56915	45687
sp26	217696	154951	284192	48528	20410	286626	99269	75219	298558	115749	128475	148484	154117	201270	197149	227111	232802	130220	191948	27328	52703	255426	149070	202011	129760	202551	32548	140147	139091	93057	147005	280784	204695	136907	127469	124305	189327	74125	56498	101696	121763	51008	31812	92514	197168	198336	153906	63218	129195	3918
sp27	0	127894	920	0	106295	0	0	130370	0	813	33789	0	71729	0	0	82363	0	23538	0	102428	115435	0	0	0	73323	184349	134519	0	36057	55539	0	46280	79	72790	0	9	83947	11120	145389	0	0	22581	127404	159526	33199	55155	85977	0	89873	15501
sp28	0	92134	72348	60196	43804	27485	120941	138271	0	0	0	0	118793	4694	1	4339	732	175409	0	96227	170183	0	0	178	1300	183257	148290	0	94374	919	0	0	18116	90452	14642	161777	38609	23861	198089	0	9880	36610	84795	192522	108972	0	77190	0	977	196113
sp29	188023	16	66851	192921	0	86166	48101	134184	126674	161656	58576	135204	3	38648	144388	66651	83824	179619	7497	70062	54174	174760	84219	105287	123124	0	0	69762	81537	136505	129924	62	26254	121074	161812	98454	59096	139474	48159	20490	176409	173554	131905	0	1415	106662	137180	129708	96497	86472
sp30	0	145485	7	0	19885	8579	135094	23311	47297	151012	105186	0	84687	127773	105930	110592	72095	0	134294	115125	20887	130960	31	38872	156584	144137	0	0	694	74804	78915	0	24318	75948	115459	49280	127690	859	121736	23334	0	122482	0	0	30261	177518	90233	93489	125950	87856
sp31	133511	68784	178761	70397	52607	39880	103124	152890	30499	75322	110485	177972	63833	193139	88281	2911	165559	76536	133044	113758	197922	72446	60745	66686	92572	2253	153128	92908	99278	129842	171534	140693	140453	73178	136115	120439	88591	170847	22033	116144	31914	176636	179677	189243	176981	7379	180934	90939	80167	156726
sp32	83009	13210	60074	136461	82071	132137	84709	0	689	107516	141512	0	1894	33284	112585	128054	61156	1	144239	25594	0	47221	173301	154683	119575	144152	22952	153858	731	106555	109710	131658	135674	2675	0	23904	132505	136264	88630	15536	41791	0	121297	116967	2	113798	120125	16748	80951	49315
sp33	5313	10985	38787	66132	70325	16766	133994	84472	9677	97055	178533	68886	42870	97064	122257	71967	13644	68429	41800	19172	54245	84774	192816	104290	23270	185872	74975	65191	31959	109994	104840	23509	105900	187045	111504	1323	30431	168905	195873	105250	22997	138529	172157	169732	136916	163824	42730	123297	20521	146749
sp34	0	0	0	57979	24669	0	0	104498	0	0	0	0	0	0	0	0	0	25513	20159	0	428	0	3	36	0	0	93	0	53720	51388	63495	31597	0	0	0	0	3596	0	0	0	0	0	0	109328	0	23	0	4584	0	26769
sp35	49432	110027	145227	62770	84948	52199	97044	46988	79901	99301	111061	169803	116171	193782	71145	98347	183260	26952	101489	148580	37051	107577	80200	189569	140508	178452	125749	43424	166860	91447	91359	91442	32416	29620	37909	4089	80669	189294	129874	80880	129145	134429	125170	27107	53247	31674	56082	62762	174091	115269
sp36	0	16079	0	31	85954	0	3770	176655	1037	2574	15470	0	108212	34661	86645	1	108	62266	125908	0	35347	8180	19	108732	115517	0	46366	0	0	136345	100195	0	48342	1	0	71582	0	4	28111	4	94073	11658	187519	95255	0	99021	0	90141	0	217665
sp37	170086	46714	36059	162397	96980	29575	91135	66380	105061	146661	167706	25	0	109812	169376	61147	2239	21373	48419	22152	0	48527	47179	151554	8425	131	0	147	39	1	174018	12687	35572	85073	57981	136764	120009	51028	101207	289	32301	62746	104178	8	120578	0	87604	29347	6873	26252
sp38	88673	414	9	59801	66568	96244	38820	26044	33108	92631	1	1	30208	2	47946	121962	22071	912	152037	90	4359	0	115	123	96460	0	177621	0	136934	83588	102204	45022	21836	6	0	9434	0	0	35735	29296	6456	102944	75398	97783	45656	22656	0	93489	0	29933
sp39	11806	24003	168409	15945	99716	180304	137501	79106	25204	5139	129408	51834	161398	53202	113600	130436	16670	14725	32995	136919	144794	25307	75368	167587	153718	98064	12729	43240	122239	150081	134300	176840	7341	3516	191779	199320	179718	160253	83747	40499	81743	114553	131991	38927	58273	15761	65291	144158	176346	158720
sp40	79389	106581	7944	142943	83149	154570	34105	173624	149934	118405	108193	29050	78016	56229	143523	147313	148513	60898	85927	164452	99476	74941	102861	171342	194957	72552	121824	152982	20188	178175	23049	94720	62133	108604	175672	92398	102586	46617	59542	16051	29723	4357	86714	59965	103211	25672	137318	90953	180037	49587
sp41	0	0	141916	1372	0	0	76463	688	108216	21182	5478	159154	70500	126574	43471	0	0	136	34909	58774	0	156613	56508	73311	0	0	0	141038	0	0	0	78791	145081	79049	31332	99241	0	4276	0	16200	9472	379	0	0	107647	0	101082	57021	0	0
sp42	126761	86352	60929	103152	175645	28703	47598	87347	148338	85149	68845	132835	115718	192904	92408	157504	35073	115120	39365	65146	89956	125932	35449	66545	92867	152449	30291	126974	117822	12204	114494	160932	89637	28266	14238	17129	71860	179006	178161	12132	153012	123395	96828	52475	49961	117477	138435	3613	126214	180136
sp43	28018	4352	110478	0	0	84215	99165	0	0	0	78692	48852	80721	40147	14634	17096	0	87995	10083	102420	0	758	94610	0	17726	0	125201	120270	0	4296	0	0	53384	118499	0	153767	40369	0	96	21550	26841	22020	0	94787	58975	11267	1	88980	21700	0
sp44	320	5130	61103	254	18325	61	100825	3732	111009	13	57753	72760	107109	81143	84747	84887	84033	2	99520	99849	162174	3	70	154303	157705	0	75693	133949	67775	161049	49958	109852	71758	111128	151024	28541	3433	93308	164680	4626	154895	69869	71514	99989	131230	100936	175707	50563	134711	33526
sp45	80343	127048	161324	194272	42781	108112	125056	5013	86819	21342	136152	113715	124039	23075	100361	172911	133989	58407	84645	118822	15622	194505	159470	191930	34678	165494	31849	16546	189566	39504	41132	130564	91716	154061	178931	22550	153311	39110	112075	177470	172078	176907	97369	126563	41378	83763	156235	156045	23557	124394
sp46	68550	67070	149436	142247	57124	47075	139532	49426	65562	27677	98216	78206	50332	50529	42199	80580	57011	75617	59	173304	210	59943	75351	0	67476	193782	7345	180428	40960	18006	0	58146	44913	151245	178801	139986	147408	123883	147306	122525	0	89711	96	55	153573	0	163238	4440	194661	0
sp47	7736	76464	0	151329	155289	177708	102940	107162	60008	111117	0	135809	7947	1746	1	116984	88570	38	1	10107	0	74226	2	0	0	429	14093	10	0	108760	63143	92483	144249	11450	0	136	22286	0	31749	26525	0	130581	88859	0	21825	76019	0	172255	0	25311
sp48	87428	15866	118227	102967	8773	154209	9599	127464	125469	159698	157643	26789	78952	146795	87679	140486	117424	171876	94966	94740	32005	134814	19451	175596	182882	197704	74124	11290	112008	171920	35294	27116	124963	6875	103397	44160	8933	23662	85805	117462	21989	191987	107569	122740	29371	5378	10003	196003	78954	22700
sp49	183160	92672	10524	8187	139118	57891	152658	58572	164488	172445	182217	2951	181347	27435	192209	137786	153056	199641	177098	38028	180180	135342	104240	36417	8163	104296	137311	163023	158245	6568	63530	158042	83596	23004	168725	37696	30243	194256	83932	153406	26825	171508	115000	188865	52312	37591	128239	91961	23783	50123
sp50	187666	142215	65358	137426	54032	121051	22014	14152	69076	35593	115652	196638	81	185711	38947	171895	4053	52248	19178	58611	57693	40036	73572	169570	121198	34169	70652	54430	56831	3615	190744	6294	162824	195575	86685	85773	112240	50571	50787	35799	115123	57908	39954	58707	2895	25690	135121	101889	119867	4974
