#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp11	0	0	0	26070	0	0	0	0	0	0	0	0	0	98352	0	10200	0	0	0	70738	0	40877	153	558	31842	0	57463	13720	0	0	0	70807	0	0	0	0	9404	0	0	264	0	0	0	0	57808	0	0	0	0	0
sp12	0	0	0	22758	0	46823	0	37276	0	0	0	0	0	0	29326	13272	0	0	3175	96745	67509	47782	0	46168	0	0	26163	92234	0	40748	36840	0	95097	16803	9353	0	0	36737	0	0	59104	75853	0	10438	12977	47297	0	113751	27946	0
sp13	0	0	0	50832	0	0	0	0	0	0	152110	0	0	0	5211	0	70006	149	52371	0	129787	0	14919	0	0	48682	110740	30739	0	15975	0	0	0	127750	163118	3295	0	0	0	68584	0	204372	113601	0	0	88326	0	0	168123	0
sp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	220412	177845	145312	162282	68501	210403	188441	179162	130592	31506	27545	36588	167279	32440	179856	31715	266643	81755	154979	222741	190460	63888	172407	234352	57135	16350	98661	109188	20259	309748	183624	70737	232876	132406	121394	91038	66834	129206	204016	17569	149890	128922	72701	136840	131741	263976	314049	245755	178742	132701
sp16	182155	10667	109604	180665	24478	180365	160908	118796	32268	14843	24	22924	123169	0	149359	11933	98827	0	44	113928	53446	65997	102588	137766	70951	0	0	37209	8755	164492	80278	12120	67030	71629	43460	71554	83309	116158	77391	15556	124387	7209	29640	18458	168985	139503	162057	178151	5160	161843
sp17	17334	118014	1540	0	19721	70120	0	86332	103187	48441	779	82116	157963	18627	57131	1708	2244	93437	98202	62534	66818	0	109466	0	47307	53905	19294	14885	52580	0	138173	25632	55144	0	107285	33926	59166	49237	153325	82512	74073	81485	74413	101672	152	47	88761	54725	56187	93675
sp18	1	32401	108639	101153	24942	68934	132672	146159	0	152535	1	121923	0	23435	117944	87	143297	171393	1599	0	71948	88254	105810	113537	19364	166852	94299	0	90654	138670	48063	65651	0	16034	126423	458	16035	26383	22123	47254	125652	116327	2	9	4539	100266	104829	64574	57469	16615
sp19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	184426	1	38333	0	56095	103525	179153	26094	59084	57956	0	161253	0	53525	138674	21605	174797	89346	159735	13724	1457	91979	11261	100056	0	86617	115861	48348	54463	148671	139323	132012	27	111312	144338	140253	96302	0	106864	0	91123	160726	23149	0	213120	122441	155646	19094	163864	187163
sp21	4	112164	74106	170291	118828	42995	0	15800	121186	83	104765	0	188163	0	0	1230	14111	0	0	129208	113800	21983	115409	0	167340	0	0	93353	85377	0	167	14658	87029	0	0	118434	0	165547	49889	155198	0	0	125912	154059	12017	0	96438	34241	17	160
sp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp23	137190	52497	89262	178010	29582	97142	52875	59572	180702	1507	132379	124989	23675	150876	63	19506	163188	182295	71461	67732	28243	139278	52904	74290	188375	29620	40650	90287	118658	194089	111000	39495	71771	39103	104633	40567	32526	29218	83458	105378	183194	28283	150635	97695	2	98329	99861	0	170561	97956
sp24	0	175792	0	196853	65554	1	0	0	0	26	198591	23264	13552	129104	0	0	0	0	0	63498	0	0	1336	0	107817	105137	0	1548	0	0	2371	0	166573	0	0	0	0	165293	0	170143	0	0	1	1912	10	0	0	143855	0	0
sp25	0	0	89986	26488	112807	6663	40776	0	0	87304	0	0	118	29718	91429	72358	0	0	0	76994	118883	24	0	168620	0	2	7425	0	42905	1	0	0	0	96366	9492	0	0	0	0	0	0	0	0	12069	137638	125433	318	74022	0	0
sp26	0	0	18667	0	0	0	0	0	39078	110934	0	94549	0	27606	0	167288	232	93251	0	0	0	67996	69078	10	26638	14457	22145	0	136575	0	21761	0	0	0	0	115933	94834	0	0	7230	51133	60374	28748	0	95140	0	0	0	26010	21904
sp27	0	0	0	13472	125843	70219	0	0	11038	36626	41164	0	127817	69391	182615	0	49	0	0	0	14223	1	15418	46534	81602	0	53603	112478	0	0	114110	0	7	29	2	0	47467	4	38099	0	0	0	0	1	48974	69368	114270	0	0	69470
sp28	164886	70872	97333	0	0	108765	145982	81986	88047	146836	0	54357	44947	0	22237	101069	90580	93107	86431	46550	169047	117530	94950	4594	2	0	14808	162457	181749	65272	34007	89706	0	184658	36135	13587	135624	45912	121424	6386	31183	16836	178926	74371	62074	86114	96121	2009	148918	195338
sp29	190608	131132	26132	38065	0	45537	0	30449	69877	46096	77599	97889	51918	162089	131057	34344	0	177776	120447	0	6	79534	24963	0	182001	153797	16711	157956	28	118006	77813	11311	134320	108399	0	144775	5562	46307	114803	194550	169451	0	81116	701	0	623	18593	0	166714	69810
sp30	99355	0	164530	0	295	113557	134797	127279	84289	90662	0	5766	141	68	0	172349	56963	181715	124146	11667	81901	158049	0	102249	21045	0	0	96702	176764	142801	20007	56021	0	41645	103792	0	5468	0	144921	0	193628	213805	133642	60996	0	124399	75758	0	159123	92389
sp31	0	0	0	2	124539	5707	74217	0	0	37180	0	43682	0	0	0	0	195400	0	0	107655	0	1	122256	168339	0	0	0	0	74948	1463	0	1046	0	30398	88903	0	30447	17782	0	0	0	97623	0	0	0	0	105003	123042	0	0
sp32	0	125155	0	0	0	0	0	0	96009	42355	142000	1979	35316	147655	43788	56592	0	56418	23971	0	113357	41304	0	0	9202	54937	99024	2365	0	6	39262	0	154896	3855	61256	44047	246	32117	0	29502	80730	22746	49453	121779	0	83797	25993	7206	109358	0
sp33	74420	79484	124410	25922	107387	161616	176100	92134	104459	29082	189789	98636	180438	15990	88019	119682	127400	123455	152786	0	124566	17971	125946	81457	27927	55603	0	4	139704	3741	49835	47525	65993	154279	42065	127147	156588	3907	156075	102886	77689	44974	43138	139627	116591	3402	127126	191070	120282	24840
sp34	294825	203779	129321	219594	153523	248074	179466	151000	568	192208	150842	270812	216211	72804	9804	194157	248059	235434	115591	45816	68030	140096	134810	181661	96175	73203	178728	148112	217612	175633	173487	201678	86142	82408	156945	108046	122657	205041	176128	99525	211470	99210	27911	193012	120614	130553	222499	210575	31565	268164
sp35	0	0	40943	0	0	0	0	0	142151	0	3872	0	0	0	131392	0	0	0	71039	3840	9	48437	0	0	14079	64092	0	0	0	0	0	0	0	22	0	99	0	5007	7337	0	0	17555	83781	1	107411	9695	0	0	1	0
sp36	0	100131	124509	0	24416	285	146804	111202	99807	145182	20082	21404	98029	28591	97211	268	179	123031	0	0	1	0	0	55610	0	146038	0	0	33043	25	63985	0	135093	40623	0	0	0	95221	0	0	9884	0	53286	114690	325	0	160693	58734	0	18213
sp37	163153	59139	61386	190686	168218	194809	58610	131805	26419	74330	133570	158688	50303	168703	102886	174486	9564	85960	198883	196883	46124	75589	137201	123344	35632	51142	170934	71214	58401	136533	185307	123947	37713	149264	114267	111627	128939	55351	75715	185721	191263	183921	19836	8798	159746	87802	16041	177913	159277	137016
sp38	0	0	0	2	18205	0	0	0	0	1349	0	0	0	15077	429	0	0	0	0	925	0	0	4	0	244	0	0	0	0	0	0	0	61353	0	0	85482	62952	0	0	3075	0	0	0	0	0	0	0	0	0	0
sp39	0	0	0	0	0	21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46317	109708	0	0	0	0	0	0	1	0	0	0	0	0	0	75094	0	1	0	0	0	66307	4	0	0	33	0	0	55838
sp40	114395	26694	178777	155815	73694	164144	47196	10205	108933	83922	18367	25863	57023	0	81346	69381	129120	118835	23459	92448	90202	77541	5943	138630	184486	56124	0	45726	189191	44702	35870	92839	0	145719	162691	2	37939	17429	165391	1605	48468	5518	0	0	184362	2	149997	103382	0	514
sp41	113805	7	136408	133449	9654	49332	40980	128683	0	25416	71381	174456	47973	93894	11744	14346	154675	0	60203	22868	16707	77955	27081	6314	17734	94138	72974	164912	12191	2970	84984	137592	127661	135799	0	136727	32072	5880	0	127352	52224	158745	19664	118100	1	153644	50106	140256	161246	71309
sp42	0	0	0	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	143721	0	0	0	89875	115193	0	0	0	0	0	26636	0	0	28249	0	252	0	0	0	92590	0	0	118689	0	0	3	0
sp43	130216	0	127565	170616	2425	0	0	67415	0	3329	0	0	0	0	0	74432	104221	0	0	0	0	1634	0	94230	73487	0	0	46561	133448	0	76115	177923	0	50314	53299	40187	0	1	126918	42449	0	166351	0	0	43533	0	0	638	0	166933
sp44	85635	0	122294	0	0	0	104884	3572	3	0	0	0	125020	0	0	0	0	0	0	148781	0	0	59566	24024	0	0	91915	124395	140320	148581	0	0	0	0	0	77229	0	0	0	0	0	0	0	0	0	0	0	67	0	89285
sp45	129847	306914	104980	271124	203903	187417	47770	37812	138273	217627	471043	101559	125992	206173	244791	165013	142243	303124	137224	119288	294438	234712	78472	43857	213452	410031	14761	95503	110856	119866	172451	75274	329001	311747	251387	105278	29239	196071	36091	263837	108645	137668	194574	94740	296891	290593	114877	224275	163657	22290
sp46	199370	150432	86962	185415	63602	100083	65678	183544	5925	145167	74915	51415	148956	161219	180709	181073	71732	183882	143692	153116	75465	40844	18370	29218	5019	177930	35232	119883	39478	47870	46840	109408	135322	39602	31325	129101	110105	70071	191696	190938	114782	103107	2611	74478	126625	78656	62906	122003	165587	94283
sp47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp48	108694	86403	129862	56957	3710	93560	156093	11778	135429	199549	79797	8216	72768	180977	125954	21059	159910	18804	122001	124618	107708	198893	181119	198382	124505	110275	192190	46866	3126	55353	27037	170401	143129	162201	33269	187980	92869	185005	197934	144080	105525	110735	107386	89486	12707	13375	20984	120229	131185	51462
sp49	0	285445	0	136294	213240	118994	0	63135	134746	163717	326273	73306	18	235618	114704	188865	90887	189805	88998	0	174631	69432	39	19449	149115	262760	0	0	0	0	172687	88848	223459	145378	181936	935	30228	126673	38791	299399	95763	178249	142008	103948	161896	105401	138434	156582	46416	1
sp50	0	0	0	0	0	27171	68172	502	0	0	0	0	0	0	0	0	45347	0	0	0	85498	0	0	17	0	0	0	0	9922	22505	0	0	0	0	33021	75900	0	2434	0	0	0	0	74383	0	0	55685	19926	0	0	0
sp51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp52	77659	185379	82916	99776	90622	170077	195407	123507	29454	140201	37681	81021	132163	70379	186435	43631	128350	116333	95710	36508	155192	158418	83979	125646	26377	34601	35578	105181	53196	67500	118407	124260	54108	171342	43960	171488	90234	45804	5991	50692	40152	69082	31245	62279	39978	74674	71870	27433	161545	131351
sp53	7269	6798	12902	84538	0	26528	19264	0	49580	18255	0	106859	55080	10207	54984	67118	58884	358	99406	96462	34240	12	544	0	129873	0	126724	157427	78109	176054	20	99771	39247	38373	113306	64257	49223	145867	0	82992	137310	94014	20492	137869	165945	60884	9995	175774	51047	56
sp54	150448	12158	176543	155064	110487	6259	104024	108463	34265	118800	183598	31856	126512	3166	82769	106015	55996	80707	119663	168645	92786	140595	82844	134849	43678	381243	100992	9976	80394	42769	57352	38243	29244	19974	164987	101694	102993	12220	173898	84992	20236	134356	36101	13248	17146	46800	157667	29109	184257	141709
sp55	45823	125242	53360	53396	33294	169937	7075	46709	135611	62023	117994	22325	62866	80175	103224	165249	169266	74578	187647	144245	92215	107958	147142	52	184537	108971	150112	0	185371	69577	137990	101963	91567	139402	161074	47829	134270	17412	98378	35434	30329	29364	457	155004	132944	686	179257	1768	62795	133091
sp56	0	20830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp57	103573	41227	29787	59706	35509	25875	58482	170958	186218	107188	7131	122170	118003	83486	51123	129430	86780	118930	172018	80304	56562	121882	90730	5748	136956	134279	41982	150031	23064	34325	173713	105570	15543	101426	51889	61735	80112	7297	82199	163787	191326	157753	138749	64224	102693	21048	149825	47799	153199	145522
sp58	6710	35066	81722	7451	134086	154906	35534	56614	176974	122786	111441	170670	49452	13067	52054	184643	55850	158887	119519	158031	10934	197136	195446	32197	176677	175631	47585	173993	84029	35467	88472	149616	185446	168493	106917	13236	190828	6743	190643	106651	132702	186297	17929	24359	146065	45297	17280	131303	139159	41510
sp59	13456	0	12086	3595	179311	15525	0	35624	49640	59702	93480	0	44238	0	128982	91675	11224	61375	0	82152	152534	105349	103279	165486	152442	0	181444	84380	29756	80203	0	56885	111472	0	76193	110726	52357	38	0	28975	10238	0	111281	0	5409	141052	85511	197073	104026	66940
sp60	94688	166979	75627	66761	50764	170214	128038	52395	144426	93478	4538	142632	196951	115320	4613	111519	111644	87538	9037	199537	185463	117399	60004	29089	30363	126298	133718	158506	6346	21171	111174	11009	109778	196726	61508	194305	131705	69888	116206	4312	171940	90083	151952	101005	164504	83152	92633	29777	25783	49400
sp61	197699	0	53932	126180	44324	0	178442	47640	2963	74677	94649	148137	61467	199598	183218	79253	191912	28496	93404	47976	49841	176877	26291	115333	66436	159410	40735	182	153165	766	148282	61091	142216	0	172551	152696	171466	412	128908	72976	184880	148174	14033	0	3435	31009	25158	117586	3541	76544
sp62	195527	69368	197760	168705	258298	260202	99148	139192	114562	135308	56555	92938	176916	91212	5862	170296	136400	269809	38843	40559	191445	106016	117392	255910	66197	33791	145378	41825	251292	69559	248093	137757	222727	160378	234771	116002	114318	119609	100993	59762	91964	126433	58028	144967	133146	47727	124286	54127	20353	182959
sp63	0	30822	20348	0	28777	4277	35770	0	0	93737	33625	48437	100114	0	187996	1097	35144	0	75236	25872	64500	10593	135831	12664	0	56919	83261	40115	982	0	2	50286	0	131309	0	129503	9474	4	13553	0	0	71344	0	4	171688	0	0	176376	0	0
sp64	50078	0	3349	27145	12802	0	2600	0	120776	16294	135	8	0	20855	28226	656	8292	16996	2125	123790	0	86066	62310	0	0	148393	0	89152	35901	101	65741	2	0	0	34788	0	85269	68615	38278	36637	118825	0	5539	87892	12	3	9855	80840	109488	95764
sp65	135844	75	2	44378	0	64234	0	261	80381	18808	0	0	0	18178	15423	89403	0	8439	0	60385	99779	7386	0	0	27941	121169	80693	78288	54256	29350	50823	395	47	0	10444	61002	0	4	37167	143064	80265	41297	97516	55582	2	0	34213	0	1	62965
sp66	0	1	44848	1594	0	0	6350	60879	13770	82924	66692	136892	36553	46930	155551	0	80082	0	95533	78423	0	0	44240	0	87180	95656	0	114718	21937	42033	21041	16293	0	6024	0	79494	49536	13632	90247	0	99131	48979	0	170	1554	143082	0	45658	12369	13918
sp67	155	181938	38730	11695	70664	56603	122199	27859	135070	14683	1	190797	186910	39334	183851	28501	73594	101496	178568	127853	0	64067	187124	30358	108858	153807	121191	189139	39525	138948	1984	0	79005	0	4	35933	127425	150120	29684	1	146786	0	96972	111407	67038	98957	198380	49253	116657	1
sp68	0	173780	0	0	0	161225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	3689	0	53817	53812	0	80107	0	51464	58260	168444	0	0	0	32786	0	15	0	0	24047	171408	122228	0	0	47938	0	0
sp69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116191	0	0	0	0	0	0	0	0	0	0	0	0	0	87155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp70	123540	50152	148491	146331	896	85355	53765	93558	109821	135246	1187	71662	118581	789	60896	36812	120158	0	83438	20141	113544	69280	71917	136983	117752	99079	73115	79482	0	41775	70391	0	164842	75095	126067	13332	59824	63843	44085	161993	159175	86495	157234	26715	30564	0	0	80940	2	126985
sp71	119760	156358	10663	80366	194624	149410	43219	175921	3143	2	193110	163470	352	79267	4509	147084	50418	164639	123730	54013	133252	120380	119206	2028	11773	607	132869	165235	163980	66052	164079	174722	10	82529	99044	172545	74058	68412	123081	95377	18250	49699	112476	83374	123808	41346	102399	15262	84392	8
sp72	161640	42284	5794	97379	153097	32254	14550	135501	157021	185401	74119	127336	178947	137380	44405	140170	186249	171897	81341	26899	54713	5293	174158	148773	13846	171748	64882	98096	165697	116967	6131	67965	110747	93677	162237	154940	5492	94562	182828	91227	95361	162594	156549	135618	120033	80867	138820	23249	7399	42913
sp73	44259	124605	2308	101988	139146	73276	173611	64269	6022	2623	151736	145049	49128	195892	88711	147901	119328	83699	105836	188574	58718	42832	139569	158849	5291	86943	106823	162241	137882	43217	85751	71236	177658	160902	132391	56619	77705	65819	16900	159476	149016	44475	81465	53804	59799	187050	132540	80941	113767	27946
sp74	138391	158464	153021	77014	11841	30461	16195	237941	246450	157995	171896	183038	109822	302054	217460	267003	17	101995	312814	449	258874	0	40173	49760	246514	109269	203970	156405	38613	178898	105008	137864	15091	164747	64992	0	90297	139880	75823	161390	0	106942	180513	37141	29276	104135	97378	43822	201923	218691
sp75	0	0	0	0	2103	56355	100693	0	54574	0	0	0	13869	0	0	27405	50715	0	0	63657	0	1217	18409	88876	0	0	33764	0	58633	0	0	0	0	0	102273	44660	3526	969	85876	0	55535	0	0	28981	146089	0	71260	0	0	0
sp76	80766	39284	150564	174285	27798	175558	112944	0	9474	2	130193	143740	0	89876	0	131253	40356	149148	257	128549	115211	125429	27654	162497	85176	165359	49061	44	95355	61480	100943	91496	1073	594	43898	125361	165300	0	3	144052	7189	17902	102027	97194	21142	127901	4	246	0	46721
sp77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp78	58861	231209	142031	209677	136962	211029	246425	164873	298030	192209	14259	253477	164076	219376	118907	188576	95711	33903	239632	133209	328008	209680	201996	241133	278816	157407	140534	248319	129699	228631	220637	314177	186043	295351	73440	199220	198927	126499	95021	163797	226237	183064	321191	134047	349200	249385	164544	120689	160433	111656
sp79	146622	0	32751	0	55040	0	0	94872	0	71038	140785	0	41010	0	0	36336	125195	52150	0	85733	0	0	0	0	0	0	38062	18884	10752	0	13029	0	0	31766	227	91162	589	113	11977	287	34042	15689	0	14208	0	0	0	3046	53580	0
sp80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38198	0	0	0	0	0	0	0	0	0	0	0
sp81	62246	260939	129090	262341	210407	181407	275846	124105	172880	196356	157461	306482	217281	149221	158481	109164	153687	62557	140109	149856	197137	296795	226283	159070	222260	155135	149914	275021	258658	149734	261480	234464	228259	331555	238309	266760	200256	213334	74476	196115	308857	239228	246549	157194	290303	227840	240032	245335	206750	203418
sp82	14462	157102	122942	124602	65173	85242	140665	143873	158314	187173	16849	178613	74446	163598	75230	160029	36661	8682	172715	8304	197140	28711	42221	69158	186363	86780	102291	101747	16430	81964	125618	196019	68721	140415	5823	6579	120629	132228	12275	55609	34174	132327	164838	94580	176185	177986	110350	29459	167815	77996
sp83	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	54540	0	0	0	116017	0	0	0	0	17862	0	0	0	0	0	0	74608	0	0	50	0	0	0	0	0	0	0	0	55859	0	0
sp84	0	63488	0	0	9605	0	0	0	0	60231	161802	70094	27994	122986	0	78309	6199	120318	19788	0	0	0	86419	0	5866	30571	75573	60441	3328	0	1046	183513	0	0	117	85735	0	0	0	124995	0	0	0	0	6	0	0	0	0	0
sp85	132257	150750	49127	184359	168289	32075	98933	15385	131079	77193	22983	115739	133749	107699	126039	128572	106266	111728	2470	80616	77381	98710	178641	3848	157161	40645	87114	9556	63532	111761	184610	81712	175468	87302	81965	71904	166016	58033	10426	183831	173282	45333	68888	121687	103088	3975	161060	38671	197277	165343
sp86	29249	598	137707	39711	3	0	100763	72080	106793	55670	0	125666	0	56942	84771	92800	104851	26492	0	29251	30891	111467	9	356	147171	154776	79240	132481	16109	169058	152163	110272	154055	121010	103808	0	0	2192	14643	108155	134875	170226	59539	0	79791	41319	21318	72679	44434	7990
sp87	72663	109175	62130	129703	18290	151424	60035	44077	16370	94181	118504	198202	167685	197600	125190	184859	92665	142507	150502	34172	78295	38074	78980	2641	91566	120667	33907	83647	142713	81281	190285	104443	44077	99299	183009	9640	114830	114100	134704	75503	93020	205397	84253	87171	81248	35977	110394	7562	9	145004
sp88	0	47787	0	56567	112876	99753	46106	0	0	0	16667	8581	0	206	0	0	0	58782	48036	20496	74455	0	53896	6	0	75	0	0	0	0	0	0	0	0	0	43432	43771	0	0	59203	0	0	512	40321	23948	0	0	0	66486	358
sp89	30	0	0	73	1	0	0	6702	17828	39143	0	0	0	0	17721	0	99207	33	0	76352	0	90624	37487	93823	1391	0	24663	51298	0	0	22475	32148	16	86891	37545	70633	0	0	27706	0	0	0	68217	104597	4045	27797	15073	162600	21955	0
sp90	382250	192273	238694	182431	139786	196220	297703	305349	169252	245422	122118	262840	251333	127617	100886	205573	370334	171526	179669	0	195447	254590	195655	249675	193106	0	242978	238611	323665	269244	141522	287373	223715	160714	236296	252032	127523	340093	171432	113151	276383	216112	72522	184738	195447	282116	330770	193294	133794	384088
sp91	0	0	7	18636	46132	0	0	0	6290	0	0	0	0	0	132385	4243	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	38397	0	50465	0	0	0	4049	0	46317	4095	23641	0	248	0	0	0
sp92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94163	0	0	0	0	0	183577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp93	23284	36156	22628	214463	1610	128671	3737	15879	82789	85694	71334	88526	1909	227009	119685	67880	0	1397	117545	115859	82258	5323	65660	13278	41445	169260	95634	17808	64227	53915	106517	12	71681	144591	69212	41795	24276	7446	5290	115809	0	8	72429	41242	130158	0	13302	138937	2	69010
sp94	286021	128419	69199	204784	86311	257826	165732	221259	85568	148240	157106	226419	94710	210116	113346	137517	283522	91852	307791	113145	164229	139365	116020	100882	139408	0	113535	115406	319951	200055	161604	90588	39376	206461	119758	256571	71703	258072	144134	62674	78316	111056	7	15931	102190	54	88459	94228	20124	263782
sp95	274581	0	484	206727	37209	194951	95237	186944	83528	11213	204303	216689	108613	145525	139813	0	116746	29134	240894	204481	55356	17080	132924	93781	0	86750	148250	15471	213978	82706	73829	21298	0	158135	202532	172843	84634	104089	58534	99874	78781	78284	0	24967	73094	0	8193	0	0	246285
sp96	125799	95013	190068	155856	186193	284687	121370	184519	226156	130766	187945	232172	58212	132530	57597	237238	97096	80321	156508	11238	194286	178011	133500	213264	199253	3	131435	186170	268907	165281	96133	186786	139351	83039	101827	236134	79718	154906	238959	173340	98671	90063	145654	62048	94982	146964	59240	127608	55400	228650
sp97	21	158433	48336	44126	66267	86942	131199	44566	166988	112272	44457	38	93408	151788	19701	90570	145064	181342	34621	0	118122	126953	1870	30912	130419	0	56532	131812	67555	182312	50248	140363	129586	4128	21695	84743	186903	159710	120976	26143	155516	50351	51290	125547	184735	9626	111647	131322	160174	10819
sp98	39007	0	42433	0	1697	0	1645	68268	234	0	0	23286	0	50	155585	2831	0	0	12623	54488	0	4	0	35190	0	131778	34740	0	0	0	0	0	0	19909	95062	10170	0	0	0	56114	0	0	760	0	0	101365	19712	0	0	24733
sp99	0	0	0	0	52827	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42690	0	0	0	0	0	0	0	0	1	0	0	0	22	13490	0	33017	62258	0	0	99517	12223	19	51277	0
sp100	4322	28536	82166	21603	43625	0	0	29523	0	1410	1	120555	644	0	79275	69413	0	0	51997	0	123	0	147016	44469	16793	44544	81445	0	9589	0	42205	8	0	53614	0	0	0	0	0	0	0	0	109378	60831	0	16475	0	0	0	54960
