	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100
sp11	0	0	0	0	0	0	0	0	0.0605883080120781	0	-0.5	0	-0.161020054304504	0	0	0	-0.385629446723547	-0.198684074533773	0	-0.245727883126906	0	-0.436833127309002	0	0	0	0	0	0	0	0	0	0	-0.202938640813066	0	0	-0.467253270204861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp12	0	-0.484007714259056	-0.442169247829155	0	0	-0.184390522234591	-0.464491393935643	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.382477202413918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp13	0	0	0.0885459539341554	0	0	-0.385909452917841	-0.0872346681964491	0	0	0	-0.393479446235322	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.371823229366208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp14	0	-0.172527885461005	-0.0208680828664103	0.0191393003206956	0	0	0	0	-0.370014180876352	0	0	0	0	-0.5	0	0	0	0	-0.158232923167646	0	0	0	-0.408827510269794	0	0	-0.311979004229321	0	0	0	0	0	0	0	-0.465030341043815	0	0	0	0	0	0	0	0	0.275292687606348	0	0	-0.419042287709569	0	0	0	0	0	0	0	0	0	-0.047204564933111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp15	0	0	0	-0.437058588428008	0	0	0	0	0	0	0	0	0	0	-0.5	0.373888929974076	0	0	0	0	0	0	0	0	0	-0.066416125352527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp16	0	0	0	0	0	0	-0.0150567900011525	0	0	0	-0.0444348147218372	0	0	-0.0129934532755311	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.356991774765472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp17	0	0	0	0	0	0	0.105498182849451	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.024146927936275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0858973700917535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.255344064837585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp18	0	-0.243025242096072	0	0	0	0	0	0	0	0	0	-0.0421778402315965	0	0	0	0	0	-0.5	0	-0.0921956150165177	-0.27328486020484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp19	0	0	0	0	0	0	-0.276790344143966	0	-0.23439292398524	-0.110425449178647	0	0	0	0	0	0	0	0	-0.5	0.0505109431893122	-0.0418141011978011	0	-0.362040622941514	0	0	-0.468572479360146	-0.304631063109157	0	0	0	0	0	-0.481424531003588	0	0	-0.31212707655132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp20	0	0	0	0	0	0	0	0	0	0	0.288730111859778	0	0	0	0	0	0	0	-0.0761883366789645	-0.5	-0.178923210673456	0	0	-0.0923961667816481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	0	0	0	0	0	0	0	0	0	0	-0.490683671851293	0	0	0	0	0	0	0	0.407840233091738	-0.287566099385284	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp22	0	-0.396838987860992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0588293543615937	0	-0.5	-0.0519756168991281	-0.125507824187246	0	0	0	-0.205636938358699	0	0	0	0	0	0	-0.0146080807741475	-0.496048671291987	0	0.480631805548563	0	0	-0.214539220646177	0	0	0	0	-0.275967498573062	0.186536661543483	-0.438674647690032	0	0	0	0	0	-0.254372571049603	0	0	-0.103321407249467	0	-0.305020331163192	-0.377896793371849	-0.103775338181297	-0.0910375556696858	-0.0387887613699073	0	0	-0.194144678487799	-0.38826082367779	-0.328278057765574	0	0	-0.300121549580141	0.00803475415754132	0	0	0	0	-0.355099075390862	0	0	-0.341375467720462	0	0	0	0	-0.459992334642685	-0.436559415332442	-0.137071787593788	-0.312000734693583	-0.00777824802142335	-0.405279399501244	-0.119385766835785	0	-0.425860151926016	0.321473074181208	0	0	-0.15882532083614	0	0	-0.467677899404156
sp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200287737674594	-0.5	0	-0.203452331190989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.289218603597537	0	-0.00178026643236866	0	-0.5	0	0	0	0	0	-0.468672395468354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.445296929113565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.479782792082911	0	-0.365090942320318	0	0	-0.129841394144592	-0.211159629210634	0	-0.5	0	0.0304781755954633	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0999955281870696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0828234582228563	-0.370878623254513	0	0	0	-0.239748949846742	0	0	0	0	-0.317561874079779	0	-0.5	0.0803340972046251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.136829818180997	0	0	0	0	-0.301996425077727	0	-0.311366184811438	-0.5	0	0	-0.381560667200177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.282672481067735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0194124577057548	0	0	0	0	0	0	-0.303827773757034	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28678228406437	0	0	0	-0.5	0	-0.433606713487289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp30	0.451661074269831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0238166223649797	0	0	0	0	-0.402238458353197	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.399781229998677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp31	0	-0.069974397229217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.197006403112863	0	-0.5	-0.491336590074033	0	0	-0.415711624655202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.295845131068595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0645038612609869	0	0	-0.479486946620306	0	0	0	0	0	-0.0503407024573698	0	0	0	0	0	0	-0.5	0	-0.126267878684879	0	0	-0.0306659921283415	0	-0.198856492188694	-0.0757371923249611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp33	0	0	0	0	0	0	0	0	0	0	-0.337136260273056	0	0	0	0	0	0	0	0	0	0	-0.319130899232856	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.348903408008164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10339373766908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp34	0	0.462421395243641	0	0	0	0.269862793975242	0	0	0	0	0	0	0	-0.182564070351443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.170090081429344	-0.151245256979829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00534467397229513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.480122787056896	-0.278627039672066	0	-0.343246861887476	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.119365012727301	0	0	0	0	0	0	0	0	0	0	0	0
sp36	0	0	0	0	0	0	0	0	0	0	-0.329300898880325	0	0	0	0	0	0	0	-0.437635696995999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.303873712070473	0	-0.494473525842188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp38	0	0	0	0	0	0	0	0	0	0	0	0.232136947270767	-0.352160039499844	0	0	0	0	0	0	0	0	-0.38900532353688	0	0	0	0	0	0	0	0	0	0	0	-0.165933157945322	0	-0.111599980731236	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0.326217749873218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.217489280498442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.267462764213784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.200602511191468	0	-0.0151749612965272	-0.5	0	0	0	-0.110334066259277	0	-0.23962899836387	-0.396475657669629	0	0	0	0	0	-0.00439837742752163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.164561707760717	0	0	0	0	0	0	0	0	0	-0.229345247156739	0	0	0	0	0	0	-0.451353589021242	-0.5	-0.0693976836505136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0631477667651186	0	0	0	0	0	0	0	0	0	-0.144300745437949	0	0	0	0	0	0	0	-0.172224809936611	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.159090820690899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp42	0	0	0	0	0	-0.395972669138201	-0.0701766687635006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.230651645178499	0.238650919092845	0	0	-0.5	0	0	0	0	0	0	-0.334518838209999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp43	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.408697730387119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.497812199856704	0	0	0	0	0	0	-0.217124157779806	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.392565078049456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.217806591469336	0	0	0	0	0	0	-0.460704851312349	0	0	0	0	-0.5	0	-0.161264567457617	0	0	-0.491787228729993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.151118938753929	0	0	0	0	0.242018055036559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.217954376134828	-0.0393739158219448	0	0	0	0	0	-0.5	0	0	0	0.437726768277786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp46	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24170534121478	0	0	0	0	0	0	0	-0.0581095220665913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19177332846425	0	0	0	0	-0.387598790084831	0	0	0	0	0	-0.309835725769745	0	0	0	0	0	0	0	0	0	0	-0.480003509954496	-0.240479171885003	0	-0.5	-0.331152300047006	0	-0.314747811262521	-0.323406920077617	0	0	0	0	-0.436660650399867	-0.423038321102527	-0.24245674063917	0	-0.470030946511212	-0.361268276745135	0	0	0	0	0	0	-0.0717288616454322	0	-0.0636972285276907	0	0.195722646254213	-0.483228835431132	-0.252316701868277	0	-0.0259759134318144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.039496550624317	0	0	0	0	-0.0832853132707416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00378345873412676	0	0	0	0	0	0	0	-0.452056216639932	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230381345150366	0	0	0	0	0	0	0	0	0	0	0
sp49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335072472563498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.422773215654991	0	0	-0.177034745472246	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.219135770116972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00382355998365674	0	0	-0.5	0	-0.0893434441730054	-0.255771790156856	0	0	0	-0.250315561112703	-0.296946537217239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41377676678064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1425877650248	0	-0.5	0	-0.491688937514348	0	-0.335608164531544	0	0	-0.313186894158029	0	0	-0.466539684281852	0	0	-0.4142401195981	0	-0.0177361636833847	0	0	-0.0727124957952695	-0.188854392324281	0.0271358849784778	0	0	-0.0216484187193611	-0.150261212474189	0	0	-0.103881942681635	0	-0.26834336681088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.276792832588116	0	0	0	-0.465183996532983	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
