#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100
sp12	126641	119557	134471	0	131364	3	121584	102306	33008	0	105546	159795	100	0	42389	0	33299	36139	113840	0	0	0	182169	179302	136538	109651	0	7686	136674	189	198769	192703	0	141885	155084	124509	0	70928	71468	0	45008	136586	70002	9303	158299	165195	117454	0	119300	8682	0	54764	6486	133224	163293	0	151474	146938	0	135439	110876	140702	142413	140641	93509	154431	75297	25580	78160	225436	102964	51190	160354	108216	0	71676	241	63995	152037	81347	136481	3728	81479	194100	63461	106654	105326	132280	0	153053	41121	133318	134939	0	106269	152163	146298	78134	107728	140139
sp13	0	14	89199	0	251679	0	0	0	0	78329	0	51123	0	0	0	0	0	0	0	0	0	69408	54293	0	0	0	0	0	137872	64300	0	56283	0	0	1	120880	158828	233643	194199	135675	133369	0	297918	0	1938	0	122751	0	39854	139555	3525	153254	0	12330	204466	0	120317	173232	0	0	109841	67338	0	0	19512	124940	31809	0	0	0	1185	0	1960	0	94796	229879	0	0	0	233802	0	0	191887	0	68019	34204	180089	0	0	0	0	164146	119432	0	287792	162407	72197	0	0	0
sp14	166393	147927	177401	3	56310	175564	0	160534	0	41823	0	175923	0	9538	0	31709	0	59821	164415	64727	101440	62774	195528	36079	31162	120852	52235	0	163610	173584	174226	1384	50132	0	138855	52286	148675	15402	757	93349	139001	70956	31544	15457	170338	159779	99875	13433	29771	157152	62951	87729	39518	190318	76782	0	103284	21767	0	74082	142313	6076	42223	122	196496	71457	182594	110519	162948	4028	181363	0	97259	15767	35365	20430	0	0	0	198678	165153	4275	128467	72241	124905	156202	41915	54369	24355	0	140558	171089	122894	32413	2502	179890	117898	0	48338	53398
sp15	47716	187159	192524	0	189461	118083	0	147185	0	157381	0	38975	0	0	0	28443	0	40462	87378	178994	108351	199997	143406	106701	36766	36544	166748	0	173133	113608	20505	84348	193122	0	158989	130912	126203	191908	170348	64785	173772	3160	169803	0	8805	7292	156933	0	106528	114681	143889	128523	112879	85203	104278	0	49755	170062	0	9925	78088	154154	0	0	68530	67067	94718	10	50277	6273	190459	0	62339	0	23157	132180	0	0	70335	172724	24293	17790	141590	186474	106530	50476	181262	19283	12096	0	174418	192463	145727	198263	196646	197175	139710	0	67980	180458
sp16	111782	64200	19840	152707	52690	187809	83366	192279	93024	94865	45301	12783	102335	36379	68739	61857	160271	69282	138630	188168	130606	48387	67813	51909	190146	49196	192316	166530	103634	171293	54871	51174	168622	4919	90542	8674	22960	127738	33912	59803	35463	74795	12927	67653	77391	122688	122031	163343	129222	152407	134207	160542	76456	68240	119150	17720	70551	64304	65563	183134	24165	129845	26502	3399	72080	167358	4354	45375	175819	73179	195441	67058	91822	47795	60443	72936	109275	52321	92130	34212	147884	192556	101588	177229	81248	76442	12767	120377	128438	182116	162772	71840	24338	100278	30031	80067	103026	151124	176433	166191
sp17	250578	228333	172425	128673	78279	327562	46740	310767	76091	239601	218034	54838	59106	53585	189950	30665	137200	159612	310784	352852	208426	132269	204572	174125	209607	75367	284030	161258	224158	205415	182993	199767	311041	176785	242073	22246	50878	81605	5874	105801	107897	234583	119	190771	84813	266472	102034	263740	159526	141529	136922	119452	173498	93476	84603	93531	132706	144338	226293	296977	59580	289617	80250	20555	123862	151305	176395	153104	169851	30694	226448	210988	234990	21466	131936	78834	153075	195658	265054	109676	175770	173129	117110	318605	156104	171373	45246	189520	288350	195814	305982	104835	189442	165510	18275	146309	207584	249121	245451	301948
sp18	40201	16325	76859	0	48725	170921	75771	55130	0	121352	0	10390	2521	69027	0	91872	0	44824	33649	139085	78263	55751	846	57077	69446	181113	195622	224	113383	55245	158837	112900	61397	22727	62176	45560	34758	0	14439	3	67333	0	35593	0	156652	82283	0	0	171137	0	192903	3	43263	24302	29282	0	3938	0	27809	77198	0	93376	107525	0	95936	99919	181099	35488	197037	124180	108175	63777	160303	42411	0	72705	0	24273	3013	64697	120042	169351	56446	6763	136201	59673	0	75217	35588	25457	135047	64653	0	39748	0	0	40287	29958	0	64321
sp19	21001	38393	0	157022	157594	8451	78349	57894	167100	53358	124323	192585	193801	813	174746	71010	61848	116363	58384	181865	20481	175010	106944	141856	184704	143964	46619	43495	149658	163882	163959	119615	58805	62018	145697	109671	132395	16763	93535	107662	119463	125951	13768	47156	71638	39772	61873	185363	80397	94411	144436	33019	41314	15531	94487	88398	109148	13403	146756	144106	40621	155613	92073	122814	0	26776	25769	159436	22232	38	162302	20386	140607	121836	62319	28603	104799	144859	135064	165957	123688	53573	94001	185274	114192	315	83112	61814	42374	413	185089	42341	131260	98244	0	139741	386	104873	100624	163814
sp20	0	0	0	0	0	0	0	0	0	0	0	18049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp21	163559	84116	51219	102884	182513	81392	148513	17782	64092	176777	56517	18160	188371	110319	131795	145988	57275	118077	8410	71785	123809	15704	52973	47955	151868	153228	132254	55934	29872	6988	54196	108540	73776	101508	82982	136299	41036	153061	161118	180900	66896	10212	139938	155904	9151	32529	197229	113929	59573	169278	116723	142694	178914	63211	106188	147835	94814	25115	95479	16008	159892	40589	15531	83948	71745	54873	3629	67946	35391	179811	22051	72895	11219	129361	84673	98944	143453	120209	5044	93419	137497	117895	45517	38461	111862	173878	51848	108031	72913	132174	142204	180812	48934	190118	23116	183585	25653	144062	7066	77250
sp22	46309	165682	0	0	149	0	23366	148500	97967	0	83552	81269	143057	0	118163	411	146228	17152	115013	165675	28177	122669	95408	31439	75576	186933	116943	40930	157397	157679	190436	38477	129698	166866	158860	148635	31079	34859	412	53067	134908	109547	75851	163375	199339	149583	8	104337	164727	147281	0	183327	123	146819	117931	1	166437	102615	130822	178270	0	180853	0	155714	138899	130595	768	0	109737	115389	6235	41816	143219	56296	11987	99654	79834	56448	140380	165336	0	55940	157480	183583	0	267	587	86971	61166	57279	45054	141240	79473	151395	119169	73075	112614	42923	0	9821
sp23	76252	0	106350	144103	106384	178740	0	0	0	139015	8	51109	0	191599	0	154387	0	38464	0	0	0	0	0	0	0	0	54762	0	0	0	0	0	0	48	0	0	184572	8	0	0	0	0	0	0	0	0	69409	0	0	0	139561	0	35604	0	0	153414	0	0	0	4	144870	0	87973	0	0	0	101035	121638	0	0	93644	0	0	0	1873	0	1	0	5	0	64238	0	0	0	117317	54248	114932	0	0	0	19151	0	0	0	0	82362	163	49984	81349	0
sp24	125273	189080	143009	127881	15807	106161	4098	116105	172043	109484	187418	91298	105542	139224	78413	134797	179225	62530	67147	170499	83585	95590	135119	41645	52524	182623	127861	107290	34778	18903	33048	95304	162791	97639	125233	12987	65501	90637	23725	141419	178907	24741	134490	183676	9080	155116	188048	141850	148106	60731	142959	192720	3878	6639	39763	74612	73415	191879	154264	89905	5623	47708	140927	3003	50830	190004	106958	92659	10363	5782	117038	132837	195952	145423	123630	167366	165316	186564	39548	24145	57177	194290	117630	199894	194419	12041	105695	23082	92311	193551	41674	176671	128128	105147	27980	188876	137818	49002	96214	90167
sp25	0	50827	0	24186	80471	0	134822	55382	32742	34635	193336	0	73078	267	145171	2960	101193	19038	4237	138804	87391	84	0	153145	149927	0	14808	142204	807	36884	0	155957	124	28396	18	137819	40	142368	61998	80967	164	113878	153816	82412	0	39570	0	52024	120162	64637	9	0	94305	40872	1970	0	121132	164658	172554	21699	0	22625	56637	95727	0	0	0	65287	72248	98016	322	168263	78937	141754	37133	80432	70111	135897	41431	10955	0	38781	86805	62452	0	0	24502	21747	168741	160098	1459	0	3	81856	121666	0	16439	69057	41426	122759
sp26	3865	93418	0	44304	13092	62172	154401	176683	180396	0	135777	24806	13128	137063	177354	124944	123892	24577	161599	116520	138650	144085	125147	140725	38337	0	129913	68630	136791	341	56953	115662	140876	3012	10333	70386	80191	104548	128471	163159	26166	65374	143052	11444	64523	208	174915	159737	151233	17309	74138	132671	128776	14809	183935	60766	28579	104462	177153	8	198880	28757	27269	95393	29340	9109	46424	113248	48348	90343	142852	99316	158194	66480	43143	68982	86780	76073	97341	96959	108108	77723	74527	14404	151617	32308	136937	72356	35144	164506	124828	949	170219	118119	249	157017	199	174232	54433	160862
sp27	148198	157085	0	15762	4079	165293	0	58511	30565	137062	164092	0	127755	178899	104449	41230	91922	54959	15369	1	178199	152413	70825	42109	82898	12342	144286	75140	193200	176251	46407	158277	187317	6	35838	151990	13951	81650	0	114726	49948	152153	60801	9723	73170	177063	87509	45106	143357	60959	182763	22737	66042	85911	108715	189263	0	33085	88308	11370	102208	194325	171603	111117	41039	30401	39524	194744	194749	0	60968	573	38004	94711	176695	45487	43865	58882	6187	81163	121100	151760	186755	71212	158326	18860	143681	150007	19981	48823	140895	140255	129160	0	95550	191756	195968	186033	59885	6147
sp28	167312	144828	44318	76663	103225	63207	0	188028	40367	125510	104612	88513	190175	201635	195396	64449	194886	104262	102438	22489	102050	113719	136783	8096	63728	127662	227107	168465	226579	155586	173321	175573	166728	46131	169649	87474	154289	50947	2374	75667	112629	171192	32910	134254	95993	132330	138059	0	49716	153480	125011	190617	34550	179414	55243	194875	99979	47096	73082	144817	74257	224099	158147	84023	142223	150204	79388	198252	119354	15288	69873	42081	2824	119436	156493	11650	32936	158467	83675	70929	175914	111870	114878	79065	109421	53165	200233	127512	180067	155253	149543	159333	68568	28775	69411	211724	63588	156144	171142	130431
sp29	0	0	150618	138725	2	0	195265	0	0	0	0	74608	0	0	0	0	0	0	0	72955	0	53161	0	0	0	0	0	0	147	0	28608	0	9	96213	0	0	0	7326	164700	0	0	0	168991	0	0	0	1	113592	0	0	0	0	0	0	24	0	73632	0	103457	0	87603	0	0	0	94754	0	0	0	0	144328	0	61343	185283	0	0	0	128269	0	0	0	0	0	0	111481	0	13	0	0	0	0	0	0	0	94628	2	0	0	0	0	0
sp30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81529	0	0	0	0	0	0	0	0	0	0	0	0	0	124258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23404	0	0	0	0	110210	0	0	0	0	171	0	0	0	0	107633
sp31	12931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp32	1	0	190522	51225	108860	0	135059	0	114286	117876	564	152967	11459	58985	17418	0	0	102638	0	76960	0	108081	85662	14204	18682	181957	18	0	67027	4	0	0	372	158285	25581	208	126281	133040	0	0	143867	94905	36630	0	0	0	154859	0	136028	50501	0	71751	67	0	57266	0	12181	0	10175	91789	20372	96672	43608	1465	0	22277	0	74506	0	0	0	64150	46321	0	0	92872	48794	0	0	188280	3	0	0	76748	169296	0	78646	0	0	0	2	10	157470	30	54384	8930	165567	0	28597	0
sp33	111	12777	165643	14603	0	300	119305	0	85175	0	7293	104002	0	0	0	3	0	1	143356	10491	134543	67714	0	176529	78259	84041	0	3970	67745	96084	78192	10867	3736	1443	1	96509	1948	116166	129445	129245	101603	0	85579	22932	35030	11330	0	86537	11014	0	95798	1	153727	0	16848	79665	76	60897	71	0	0	0	71614	94075	120676	1492	107968	28841	131896	43743	64161	114065	140897	26956	2657	153720	104670	105685	70650	133827	96510	0	0	137636	3	56377	953	0	51107	44507	0	80746	53010	45	63600	0	0	109879	0	88
sp34	0	0	0	0	0	0	335	0	2231	0	55282	981	0	0	0	0	0	34591	0	121797	0	19278	63598	70083	82366	0	0	0	1582	0	0	0	0	31888	43406	41874	0	26703	183427	71051	0	0	159979	47150	1143	0	261	32548	57848	14848	0	0	54950	0	33006	0	53426	0	49741	0	0	0	0	0	0	0	0	0	0	73860	7784	0	17652	13602	51201	34212	10	10	0	390	0	0	0	0	0	0	0	63646	4909	0	0	0	0	0	47638	0	14907	0	0	0
sp35	110409	205570	157692	101479	90677	193824	91082	314969	111081	268703	167642	106736	200409	259821	172129	76935	239988	206295	236724	193318	242050	165932	212361	199844	178569	190540	191927	248887	224301	112968	132963	306430	112540	44194	208946	175442	177062	168117	161477	162133	135806	117103	112647	130330	261753	142052	204270	189608	193013	244119	217356	128217	73545	160906	75835	143499	252406	152832	153161	216997	139220	291389	213073	239474	122410	282208	165280	147109	96536	139678	156266	161600	148484	205887	145283	155572	102949	179227	194604	231322	193023	104292	131362	149098	256210	73080	284674	144687	179432	271701	287071	147730	227129	131986	195207	182067	133853	178212	146121	245943
sp36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp37	118805	91533	0	6	0	43321	0	100680	0	0	0	0	67996	0	33604	16459	84689	0	1428	2	101296	0	0	0	58011	0	173	61045	0	273	0	140280	0	0	0	14779	0	6	0	1	0	15508	0	0	1	110629	0	44834	0	0	19	0	19219	88784	0	24295	0	175050	5	14687	46163	5	0	0	152061	59985	21881	0	104917	149145	38591	81831	0	26853	49305	26763	20273	12125	45	0	52220	0	134862	0	0	78509	19601	64469	324	74272	135448	50167	0	39	141560	0	0	152214	57914	64231
sp38	128813	92555	0	107968	184273	125407	158701	92244	110182	169759	120293	129728	113791	119592	68718	86894	132012	2187	96163	118467	140857	147236	183247	158091	143781	101188	94799	132306	122877	128668	191659	83967	170132	177130	97831	82437	115180	61932	183423	19882	167846	27036	138602	103059	128665	15057	181605	181334	55629	175863	165479	52265	188926	34371	51956	155895	110108	19952	71123	32482	8646	61100	121241	166493	0	154042	103157	105491	64570	0	11824	20841	48185	109918	82701	65723	189840	19565	168646	133636	16324	191016	34646	30225	36895	129298	179404	130193	53266	159550	29554	154380	32874	30728	1507	96760	92879	12203	191955	140106
sp39	169	0	0	0	152	0	0	0	10	0	111238	3	0	0	63397	0	0	0	0	0	0	96462	0	0	0	0	0	0	0	0	68116	0	0	0	30610	0	0	6	62665	70	0	0	0	0	57312	0	0	0	0	0	0	0	12652	0	0	18566	0	0	74647	15	24796	0	0	0	0	0	20828	0	16036	0	0	75644	61250	80561	0	0	0	72314	0	0	0	0	79097	0	0	0	0	43945	32773	0	0	0	722	0	11395	0	0	0	0	0
sp40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50196	82445	0	0	0	0	0	53138	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26070	0	0	0	0	0	0	0	0	146503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42841	0	0	0	17708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp41	51151	177320	123847	95433	118898	58892	163813	131003	106020	195011	160264	17493	40871	118180	128742	0	72527	63462	127197	21038	38009	652	30872	184990	111527	109979	167733	29206	170368	91432	177916	88626	49491	173911	51877	162406	3592	40430	98665	110570	17826	99887	166204	187724	82255	164018	88579	169488	197150	0	115174	165373	151197	48136	108656	108788	121223	86625	39089	26689	142638	56156	46873	4016	196420	158409	97420	49935	165951	152932	109771	79751	189226	87805	199233	157657	155980	157838	147272	36466	196457	109384	54	144638	88959	10101	159275	189948	62736	186254	160577	124859	162543	114260	76142	64440	109513	73217	67112	33201
sp42	2	0	36085	163459	0	52996	69303	0	0	103507	111933	0	0	35340	0	76716	7393	105418	30050	119917	92563	0	64452	0	60791	0	116281	12528	2	97065	104293	15601	81698	26839	116954	120332	110609	0	0	162	0	7573	0	62130	0	0	147272	0	1728	0	122523	29179	68785	120361	843	1814	61566	0	90394	89573	23102	71925	0	108874	46805	50807	87865	0	30085	0	0	0	2	0	87644	61948	55589	108760	0	13155	0	155681	54	1094	0	155659	118919	0	89833	1341	6823	33225	162612	0	2	76442	0	117691	69002	0
sp43	33798	108738	103144	96404	155304	175836	59553	195259	143562	47550	3899	195970	139572	12351	54155	159248	136739	106875	150680	198521	152121	172758	198104	67295	106203	117672	55209	10806	121580	192948	111428	21126	138128	189025	183883	97879	19088	35515	159529	142168	186033	106861	86593	0	106258	149225	14028	186415	171774	38259	68748	60102	82931	155959	146363	170163	77887	17409	146809	151760	6298	99359	52807	145457	65554	103970	18140	100476	108698	198751	162682	109529	12011	136176	117112	164378	183376	7170	36136	78303	196191	169674	124928	42240	13389	120835	75819	189012	65936	15	153820	49296	109618	111569	135361	87643	170540	59756	73776	32411
sp44	0	15823	184940	11186	0	32490	62	37602	0	0	0	1	0	0	0	11699	74544	54814	85899	0	0	9235	47907	0	0	953	69444	363	0	0	0	0	104877	80656	0	0	0	58768	0	0	0	0	146826	2	68173	0	0	0	77963	0	0	40614	70050	135685	0	0	57131	94154	0	0	3179	0	0	0	42112	96168	74101	0	77596	49701	0	11898	0	0	0	17687	0	0	0	0	0	1128	0	0	0	82148	15508	2	136581	115835	18643	0	0	0	8	0	63137	0	0	0
sp45	1607	72582	0	0	0	15957	0	0	0	0	0	19595	1	0	125329	0	33339	0	0	0	18794	0	0	0	0	0	0	0	0	0	0	0	0	26044	0	44645	0	17281	31002	0	0	0	55515	0	0	0	0	0	0	0	60203	0	0	0	0	59561	0	0	0	0	0	0	0	0	0	0	0	20685	0	28072	0	6103	40016	0	0	695	0	4681	71052	0	21	0	0	32668	0	5744	3535	0	0	31993	0	0	0	1	0	0	1497	67	20308	32390
sp46	202533	118961	48716	204437	120319	211076	182286	134474	290439	391425	195946	137597	243962	125935	24211	19855	196198	154110	81666	177998	257959	135185	203469	284758	210711	86837	161561	97106	176551	47554	173703	236126	132142	180406	131202	154099	119895	204231	129926	223906	168671	150679	120809	224699	235169	312187	288220	121860	108820	13340	220656	308506	51243	155848	111617	200459	141814	116327	166613	251272	152226	223157	174614	172923	256907	258462	360746	190264	288734	169466	165338	97825	120163	114981	316552	166288	220363	229493	135892	266036	305123	227100	244905	82409	263038	136136	44564	264946	83240	191391	44080	256081	212249	62152	60884	227724	204157	281788	212986	61965
sp47	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	81754	0	0	0	0	0	0	1	0	0	0	122627	0	0	487	0	0	0	0	0	0	0	0	24128	0	0	34034	0	45	0	40	1	4	0	0	0	0	48779	0	0	0	0	0	0	0	59695	3303	0	0	0	0	25165	83705	0	0	0	3196	0	0	0	0	0	0	0	0	106	4588	0	0	2	0	0	0	0	0
sp48	92870	152109	2437	119087	95898	58676	90002	173097	137957	199646	109095	60050	3924	2327	0	35401	150781	166928	68349	134483	199002	59060	81050	2733	0	0	150634	139191	176923	160279	21386	99440	32705	45814	103933	217938	19392	188530	179828	139732	160486	3075	93233	127421	128016	116180	16300	5709	123545	0	137238	123475	176916	0	187577	107788	180299	158915	51728	193139	68005	103375	0	131407	175205	155303	137024	147384	183827	114241	92555	35084	209703	13793	147514	187846	77235	144331	0	85508	14042	101014	124481	129749	194012	165295	0	123839	37019	132169	19456	96516	24076	12269	0	0	102235	159437	89864	100585
sp49	64626	160502	61832	74738	26180	62384	10190	68041	84787	173954	145611	74134	130170	66449	49508	185465	125747	8360	144043	116521	85741	53760	16084	156642	174947	77120	104193	96350	122761	166364	164779	43900	188629	161924	99416	201531	62632	129226	136242	34519	125482	80801	118012	65599	186182	200444	20579	163891	90756	32756	116899	69686	179150	56728	138355	117680	84722	72361	73864	107916	187826	125108	171016	180278	119124	108237	12234	152376	44394	197828	21230	153667	171080	127715	15323	25855	195471	64103	202343	31567	37197	77272	191069	125588	105858	94201	126754	192832	202947	57325	53108	178675	154059	28189	64777	95863	150736	20886	97041	44221
sp50	175471	176399	182416	126113	63691	26012	100213	111922	50669	120127	49145	106270	15010	176657	158584	48500	93769	44970	178782	113037	33691	97510	199234	79527	153013	1993	136306	152401	28546	76820	124394	84063	184320	60226	64726	118280	82273	48307	6808	154255	191558	96590	140096	96738	120004	51787	119772	136930	63709	192253	53606	23243	76674	104372	191509	192732	2096	95650	161623	11539	4461	63603	48424	149472	1678	125125	148776	146828	191132	162530	140300	85016	172793	120562	160559	70678	128313	90971	79746	148394	107653	104439	151902	111514	3009	44858	130028	155918	59696	125949	198392	70421	90709	194040	39022	5975	64323	120724	133165	9818
